key,family,relL2_spectrum_fno48_floor6_smooth1_qc,relL2_spectrum_fno48_floor6_smooth1_qc_peak4,relL2_spectrum_fno48_floor6_smooth1_qc_mhi100,relL2_alpha_spectrum_fno48_floor6_smooth1_qc,relL2_alpha_spectrum_fno48_floor6_smooth1_qc_peak4,relL2_alpha_spectrum_fno48_floor6_smooth1_qc_mhi100,patR2_spectrum_fno48_floor6_smooth1_qc,patR2_spectrum_fno48_floor6_smooth1_qc_peak4,patR2_spectrum_fno48_floor6_smooth1_qc_mhi100,crf_spectrum_fno48_floor6_smooth1_qc,crf_spectrum_fno48_floor6_smooth1_qc_peak4,crf_spectrum_fno48_floor6_smooth1_qc_mhi100,winner
run10_sparc_1300,sparc_1300,0.569307,0.468011,0.528773,0.530450,0.467559,0.528771,0.941582,0.980066,0.958680,0.857555,0.835203,0.768593,spectrum_fno48_floor6_smooth1_qc_peak4
run10_sparc_1302,sparc_1302,1.682217,2.010591,2.096867,0.977617,0.958201,0.979588,0.901295,0.931316,0.924858,0.532073,0.565947,0.730591,spectrum_fno48_floor6_smooth1_qc
run10_sparc_1305,sparc_1305,1.287224,1.359383,1.709827,0.841391,0.832664,0.939250,0.900974,0.913037,0.919482,0.902652,0.543004,0.928763,spectrum_fno48_floor6_smooth1_qc
run10_sparc_1306,sparc_1306,1.067485,1.060983,1.202978,0.856106,0.787666,0.932881,0.910343,0.896296,0.933042,0.794879,0.881919,0.895634,spectrum_fno48_floor6_smooth1_qc_peak4
run10_sparc_1307,sparc_1307,0.608420,0.694049,0.805229,0.592783,0.680527,0.750664,0.901070,0.907545,0.917571,0.855059,0.950186,0.976129,spectrum_fno48_floor6_smooth1_qc
run10_sparc_1319,sparc_1319,0.746394,0.789359,0.910420,0.744922,0.754848,0.841781,0.864716,0.875940,0.904614,0.488392,0.698815,0.715664,spectrum_fno48_floor6_smooth1_qc
run10_sparc_1360,sparc_1360,0.639312,0.804488,0.731057,0.638962,0.749382,0.723236,0.896328,0.891935,0.916169,0.375374,0.891672,0.759094,spectrum_fno48_floor6_smooth1_qc
run10_sparc_1361,sparc_1361,0.577859,0.816923,0.720365,0.576165,0.745036,0.714585,0.891579,0.881799,0.906697,0.518614,0.903984,0.694890,spectrum_fno48_floor6_smooth1_qc
run10_sparc_1364,sparc_1364,0.675389,0.645901,0.829270,0.665772,0.644044,0.809330,0.884402,0.887226,0.901319,0.672186,0.600333,0.784791,spectrum_fno48_floor6_smooth1_qc_peak4
run10_sparc_1407,sparc_1407,1.343063,1.323896,1.630110,0.916649,0.837334,0.946691,0.911997,0.924528,0.936744,0.774514,0.875175,0.928510,spectrum_fno48_floor6_smooth1_qc_peak4
run10_sparc_1412,sparc_1412,0.774963,0.773905,0.977732,0.773701,0.770780,0.899346,0.886866,0.889862,0.908910,0.397026,0.443581,0.671876,spectrum_fno48_floor6_smooth1_qc_peak4
run10_sparc_1420,sparc_1420,0.911429,0.858817,0.924877,0.899587,0.852000,0.914531,0.863168,0.884180,0.891423,0.873889,0.799323,0.700959,spectrum_fno48_floor6_smooth1_qc_peak4
run10_sparc_1440,sparc_1440,1.074454,1.525237,1.914341,0.839755,0.882251,0.959114,0.892824,0.864623,0.888154,0.792889,0.860264,0.868502,spectrum_fno48_floor6_smooth1_qc
run10_sparc_1441,sparc_1441,1.050761,1.452417,1.819905,0.839760,0.876183,0.957555,0.898625,0.871650,0.895540,0.788611,0.854401,0.838351,spectrum_fno48_floor6_smooth1_qc
run10_sparc_1515,sparc_1515,1.052434,0.970241,1.031088,0.992451,0.945840,0.991405,0.712954,0.815760,0.810547,0.734588,0.916321,0.923126,spectrum_fno48_floor6_smooth1_qc_peak4
run11_sparc_1308,sparc_1308,0.944638,0.912532,0.989784,0.867062,0.877834,0.923236,0.859322,0.835405,0.897641,0.784897,0.888503,0.838596,spectrum_fno48_floor6_smooth1_qc_peak4
run11_sparc_1309,sparc_1309,0.963377,1.023566,1.233220,0.788289,0.850380,0.895051,0.848804,0.882779,0.828572,0.926678,0.872677,0.963463,spectrum_fno48_floor6_smooth1_qc
run11_sparc_1310,sparc_1310,0.737573,0.905658,1.127955,0.725586,0.827202,0.856370,0.894893,0.886648,0.919985,0.723114,0.797830,0.899082,spectrum_fno48_floor6_smooth1_qc
run11_sparc_1316,sparc_1316,0.620557,0.834315,0.751956,0.606986,0.799520,0.715576,0.869844,0.876221,0.904718,0.462998,0.752481,0.314127,spectrum_fno48_floor6_smooth1_qc
run11_sparc_1349,sparc_1349,0.639692,0.845251,0.887206,0.639683,0.826833,0.827218,0.889692,0.888750,0.917166,0.482924,0.727920,0.875528,spectrum_fno48_floor6_smooth1_qc
run11_sparc_1350,sparc_1350,0.675278,1.029436,1.008917,0.675087,0.867233,0.824595,0.902134,0.893539,0.911323,0.291188,0.901279,0.736803,spectrum_fno48_floor6_smooth1_qc
run11_sparc_1361,sparc_1361,0.500324,0.583330,0.903465,0.497057,0.574852,0.796606,0.882020,0.886129,0.893046,0.214380,0.747147,0.680489,spectrum_fno48_floor6_smooth1_qc
run11_sparc_1401,sparc_1401,0.607025,0.562898,0.666641,0.606141,0.552123,0.663963,0.910033,0.909477,0.933462,0.855794,0.925076,0.780578,spectrum_fno48_floor6_smooth1_qc_peak4
run11_sparc_1407,sparc_1407,0.972008,0.868676,1.223807,0.764432,0.742678,0.881416,0.926858,0.923399,0.943956,0.705710,0.801450,0.756726,spectrum_fno48_floor6_smooth1_qc_peak4
run11_sparc_1410,sparc_1410,0.856180,1.054115,1.072806,0.782021,0.867885,0.916799,0.866460,0.893949,0.844500,0.878817,0.846851,0.883575,spectrum_fno48_floor6_smooth1_qc
run11_sparc_1413,sparc_1413,0.720726,0.984902,0.901074,0.711864,0.854648,0.868960,0.890794,0.886621,0.916466,0.709339,0.853805,0.689918,spectrum_fno48_floor6_smooth1_qc
run11_sparc_1414,sparc_1414,0.677594,0.847389,1.272150,0.677593,0.807055,0.903329,0.886311,0.881977,0.888640,0.638799,0.826176,0.905524,spectrum_fno48_floor6_smooth1_qc
run11_sparc_1421,sparc_1421,0.744979,0.755865,0.965121,0.733102,0.741396,0.835830,0.863662,0.857872,0.902311,0.862818,0.888328,0.966032,spectrum_fno48_floor6_smooth1_qc
run11_sparc_1425,sparc_1425,1.278859,1.311207,1.311096,0.936708,0.892052,0.920640,0.831859,0.735911,0.859265,0.756190,0.713322,0.788570,spectrum_fno48_floor6_smooth1_qc
run11_sparc_1427,sparc_1427,1.236566,0.954139,1.107822,0.943877,0.814251,0.904751,0.478796,0.741548,0.465015,0.965513,0.948504,0.968256,spectrum_fno48_floor6_smooth1_qc_peak4
run11_sparc_1429,sparc_1429,0.826622,0.785166,0.864819,0.811272,0.780048,0.845581,0.857017,0.860571,0.895702,0.763545,0.856216,0.860004,spectrum_fno48_floor6_smooth1_qc_peak4
run11_sparc_1503,sparc_1503,0.703826,0.948372,1.211437,0.681437,0.764955,0.881274,0.921900,0.907067,0.943180,0.759543,0.886046,0.528940,spectrum_fno48_floor6_smooth1_qc
run11_sparc_1515,sparc_1515,0.585929,0.635945,1.023098,0.583655,0.635545,0.864570,0.884363,0.879998,0.897519,0.144557,0.324720,0.815510,spectrum_fno48_floor6_smooth1_qc
run11_sparc_1519,sparc_1519,1.080184,0.779615,0.965805,0.812275,0.750890,0.833959,0.829525,0.842153,0.875304,0.965970,0.884174,0.917744,spectrum_fno48_floor6_smooth1_qc_peak4
run11_sparc_1520,sparc_1520,0.696452,0.669329,0.946722,0.676445,0.645511,0.810922,0.874914,0.885385,0.913847,0.440529,0.830988,0.890704,spectrum_fno48_floor6_smooth1_qc_peak4
run11_sparc_1521,sparc_1521,0.796317,0.851567,1.110902,0.757240,0.791243,0.897761,0.853671,0.874224,0.881832,0.512194,0.864011,0.976872,spectrum_fno48_floor6_smooth1_qc
run12_sparc_1300,sparc_1300,0.468290,0.414612,0.475988,0.434070,0.411106,0.475859,0.990987,0.991262,0.990582,0.745519,0.923728,0.882001,spectrum_fno48_floor6_smooth1_qc_peak4
run12_sparc_1301,sparc_1301,0.683288,0.627342,0.700254,0.663128,0.619993,0.689426,0.940834,0.951394,0.950915,0.978098,0.914491,0.977610,spectrum_fno48_floor6_smooth1_qc_peak4
run12_sparc_1308,sparc_1308,1.201316,1.118520,1.146241,0.791918,0.790862,0.861933,0.936823,0.929904,0.952750,0.770901,0.808322,0.730763,spectrum_fno48_floor6_smooth1_qc_peak4
run12_sparc_1313,sparc_1313,0.512824,0.656968,0.812473,0.508648,0.604727,0.724084,0.907529,0.900990,0.933680,0.639842,0.691554,0.416472,spectrum_fno48_floor6_smooth1_qc
run12_sparc_1314,sparc_1314,0.493007,0.638866,0.806270,0.491657,0.594111,0.717615,0.905584,0.901795,0.932096,0.701963,0.684592,0.474644,spectrum_fno48_floor6_smooth1_qc
run12_sparc_1316,sparc_1316,0.475306,0.599565,0.744703,0.475305,0.578918,0.709531,0.902959,0.900629,0.926259,0.699580,0.734590,0.649614,spectrum_fno48_floor6_smooth1_qc
run12_sparc_1319,sparc_1319,0.562160,0.626470,0.838736,0.561323,0.606104,0.756574,0.911119,0.908965,0.941626,0.597296,0.833698,0.648868,spectrum_fno48_floor6_smooth1_qc
run12_sparc_1350,sparc_1350,0.512817,0.656990,0.812473,0.508643,0.604740,0.724084,0.907529,0.900990,0.933681,0.639896,0.691434,0.416472,spectrum_fno48_floor6_smooth1_qc
run12_sparc_1357,sparc_1357,0.806426,0.736210,0.839621,0.677330,0.671582,0.783730,0.895417,0.874721,0.933009,0.890979,0.778645,0.783710,spectrum_fno48_floor6_smooth1_qc_peak4
run12_sparc_1360,sparc_1360,0.599303,0.601817,0.729301,0.598323,0.600816,0.725413,0.904881,0.906528,0.935201,0.655403,0.912464,0.650565,spectrum_fno48_floor6_smooth1_qc
run12_sparc_1361,sparc_1361,0.530993,0.571598,0.752961,0.529572,0.559597,0.713694,0.909013,0.908108,0.931864,0.493881,0.934345,0.766362,spectrum_fno48_floor6_smooth1_qc
run12_sparc_1362,sparc_1362,0.488812,0.566142,0.787292,0.484738,0.535859,0.702338,0.906612,0.905744,0.932008,0.520420,0.942989,0.798958,spectrum_fno48_floor6_smooth1_qc
run12_sparc_1407,sparc_1407,1.093336,0.953902,1.393608,0.813387,0.770126,0.908861,0.939889,0.937950,0.950620,0.830316,0.878982,0.849019,spectrum_fno48_floor6_smooth1_qc_peak4
run12_sparc_1408,sparc_1408,0.997863,0.975467,1.270448,0.779822,0.767374,0.889170,0.929046,0.928454,0.950544,0.750810,0.838206,0.807036,spectrum_fno48_floor6_smooth1_qc_peak4
run12_sparc_1410,sparc_1410,0.766199,0.797967,0.906112,0.736498,0.685303,0.851861,0.895703,0.896745,0.881680,0.920292,0.941173,0.871440,spectrum_fno48_floor6_smooth1_qc
run12_sparc_1414,sparc_1414,0.538645,0.606344,0.787484,0.529313,0.591727,0.753885,0.921302,0.926476,0.942454,0.586432,0.707753,0.388788,spectrum_fno48_floor6_smooth1_qc
run12_sparc_1421,sparc_1421,0.662877,0.656969,0.732804,0.647669,0.624883,0.716969,0.901944,0.903686,0.931613,0.672142,0.658392,0.641682,spectrum_fno48_floor6_smooth1_qc_peak4
run12_sparc_1428,sparc_1428,1.291248,1.032507,1.660978,0.866541,0.778691,0.965639,0.742404,0.772120,0.810512,0.810146,0.712521,0.799117,spectrum_fno48_floor6_smooth1_qc_peak4
run12_sparc_1504,sparc_1504,0.998540,0.821828,1.481276,0.813934,0.734404,0.944930,0.903833,0.881758,0.933591,0.765896,0.848255,0.851504,spectrum_fno48_floor6_smooth1_qc_peak4
run12_sparc_1507,sparc_1507,1.262111,1.096960,1.544034,0.831527,0.786806,0.928009,0.940897,0.938146,0.951315,0.740905,0.885337,0.804129,spectrum_fno48_floor6_smooth1_qc_peak4
run12_sparc_1509,sparc_1509,1.067088,0.886651,1.233290,0.755712,0.688196,0.870081,0.921829,0.921441,0.936519,0.739921,0.854860,0.799512,spectrum_fno48_floor6_smooth1_qc_peak4
run12_sparc_1516,sparc_1516,0.499771,0.575326,0.753692,0.494332,0.565945,0.721636,0.908119,0.910010,0.935015,0.463353,0.784109,0.429194,spectrum_fno48_floor6_smooth1_qc
run12_sparc_1521,sparc_1521,0.670248,0.655781,0.772466,0.657960,0.623719,0.727587,0.889178,0.894281,0.925142,0.763171,0.753958,0.731478,spectrum_fno48_floor6_smooth1_qc_peak4
run12_sparc_1522,sparc_1522,0.769743,0.639269,0.885527,0.661815,0.608194,0.758819,0.902125,0.903547,0.931035,0.875460,0.764078,0.826667,spectrum_fno48_floor6_smooth1_qc_peak4
run12_sparc_1528,sparc_1528,0.877990,0.838390,1.104219,0.792940,0.767693,0.917731,0.924840,0.930002,0.952375,0.856927,0.678775,0.775572,spectrum_fno48_floor6_smooth1_qc_peak4
run13_sparc_1304,sparc_1304,1.216958,1.099672,1.427353,0.917278,0.883996,0.945033,0.904897,0.890898,0.929199,0.892767,0.961918,0.953660,spectrum_fno48_floor6_smooth1_qc_peak4
run13_sparc_1306,sparc_1306,1.102426,1.091385,1.262097,0.931345,0.926306,0.963071,0.793486,0.769378,0.827380,0.936270,0.947713,0.912116,spectrum_fno48_floor6_smooth1_qc_peak4
run13_sparc_1313,sparc_1313,0.610068,1.140691,1.090679,0.609655,0.876075,0.829186,0.896736,0.898481,0.936193,0.222270,0.879791,0.897567,spectrum_fno48_floor6_smooth1_qc
run13_sparc_1353,sparc_1353,0.608123,0.921286,0.841645,0.605665,0.839989,0.794627,0.865617,0.884662,0.923500,0.731310,0.813465,0.730542,spectrum_fno48_floor6_smooth1_qc
run13_sparc_1365,sparc_1365,0.640612,0.815368,1.267083,0.634107,0.726499,0.887999,0.836115,0.862119,0.810396,0.822046,0.929010,0.982785,spectrum_fno48_floor6_smooth1_qc
run13_sparc_1400,sparc_1400,1.236508,1.242271,1.024561,1.000000,0.999978,0.915924,0.965352,0.969164,0.977851,0.974267,0.926281,0.851729,spectrum_fno48_floor6_smooth1_qc_mhi100
run13_sparc_1407,sparc_1407,1.215392,1.546895,1.617530,0.861782,0.890639,0.941894,0.908151,0.911549,0.940343,0.712499,0.728334,0.864474,spectrum_fno48_floor6_smooth1_qc
run13_sparc_1410,sparc_1410,0.705606,0.959493,0.876161,0.693161,0.956470,0.876045,0.916907,0.902176,0.810797,0.640754,0.252165,0.594568,spectrum_fno48_floor6_smooth1_qc
run13_sparc_1413,sparc_1413,0.643775,0.955240,0.956320,0.623410,0.951624,0.953940,0.930779,0.931415,0.954028,0.628733,0.251430,0.279924,spectrum_fno48_floor6_smooth1_qc
run13_sparc_1417,sparc_1417,0.619031,0.913535,0.802382,0.616322,0.892777,0.802077,0.932734,0.939628,0.942173,0.643728,0.242498,0.619046,spectrum_fno48_floor6_smooth1_qc
run13_sparc_1421,sparc_1421,0.673486,0.723359,0.778099,0.672397,0.707224,0.774325,0.922656,0.837510,0.906284,0.619936,0.472096,0.744428,spectrum_fno48_floor6_smooth1_qc
run13_sparc_1422,sparc_1422,0.631287,0.873685,0.825779,0.597252,0.789186,0.810641,0.892347,0.913147,0.870185,0.652921,0.190663,0.420856,spectrum_fno48_floor6_smooth1_qc
run13_sparc_1425,sparc_1425,0.911343,0.794778,0.906456,0.896812,0.782759,0.884498,0.169185,0.300505,0.251196,0.974498,0.985160,0.984591,spectrum_fno48_floor6_smooth1_qc_peak4
run13_sparc_1501,sparc_1501,0.691343,0.662122,0.781601,0.687502,0.660145,0.769725,0.885006,0.888079,0.937131,0.839609,0.925410,0.844659,spectrum_fno48_floor6_smooth1_qc_peak4
run13_sparc_1510,sparc_1510,0.674260,0.960610,0.874117,0.660012,0.958342,0.870326,0.923305,0.923864,0.802234,0.722909,0.251352,0.600633,spectrum_fno48_floor6_smooth1_qc
run13_sparc_1514,sparc_1514,0.616119,0.954035,0.898412,0.607378,0.950989,0.885573,0.923358,0.940773,0.931793,0.711658,0.251309,0.330058,spectrum_fno48_floor6_smooth1_qc
run13_sparc_1523,sparc_1523,1.027753,0.829825,1.023439,0.927658,0.798178,0.987575,0.493683,0.757151,0.106527,0.784545,0.556851,0.984679,spectrum_fno48_floor6_smooth1_qc_peak4
run13_sparc_1527,sparc_1527,0.966959,1.063572,1.319875,0.908160,0.818216,0.907749,0.872194,0.885083,0.923604,0.586959,0.844278,0.788584,spectrum_fno48_floor6_smooth1_qc
run14_sparc_1305,sparc_1305,0.654483,0.673063,0.741211,0.654386,0.665031,0.727496,0.920740,0.919688,0.950507,0.792949,0.928707,0.908301,spectrum_fno48_floor6_smooth1_qc
run14_sparc_1306,sparc_1306,0.759990,0.739499,0.852806,0.659823,0.694922,0.780086,0.887009,0.888547,0.913922,0.782550,0.802624,0.962131,spectrum_fno48_floor6_smooth1_qc_peak4
run14_sparc_1307,sparc_1307,0.778953,0.712742,0.768154,0.730163,0.684529,0.755656,0.889148,0.894272,0.915521,0.948885,0.903637,0.939302,spectrum_fno48_floor6_smooth1_qc_peak4
run14_sparc_1309,sparc_1309,1.609052,1.540902,1.787875,0.973479,0.958745,0.988112,0.842835,0.829802,0.603357,0.936019,0.929179,0.969131,spectrum_fno48_floor6_smooth1_qc_peak4
run14_sparc_1315,sparc_1315,0.827316,0.812811,0.840827,0.809571,0.812108,0.839348,0.907015,0.911267,0.931837,0.829046,0.932064,0.916395,spectrum_fno48_floor6_smooth1_qc_peak4
run14_sparc_1358,sparc_1358,0.796018,0.719543,0.750151,0.661203,0.630986,0.661583,0.875835,0.914092,0.934332,0.809547,0.757462,0.756677,spectrum_fno48_floor6_smooth1_qc_peak4
run14_sparc_1359,sparc_1359,0.804443,0.771345,0.827954,0.731862,0.700112,0.702691,0.904180,0.897056,0.939794,0.892946,0.859038,0.828110,spectrum_fno48_floor6_smooth1_qc_peak4
run14_sparc_1364,sparc_1364,0.774315,0.916679,0.829487,0.711633,0.839468,0.717901,0.886150,0.902168,0.925865,0.945209,0.913148,0.957233,spectrum_fno48_floor6_smooth1_qc
run14_sparc_1404,sparc_1404,0.711134,0.696524,0.723010,0.673949,0.649781,0.720194,0.925934,0.934194,0.944162,0.811031,0.924528,0.875761,spectrum_fno48_floor6_smooth1_qc_peak4
run14_sparc_1411,sparc_1411,0.688146,0.701943,0.724331,0.683325,0.701871,0.724165,0.911197,0.910421,0.938778,0.781885,0.869888,0.818943,spectrum_fno48_floor6_smooth1_qc
run14_sparc_1415,sparc_1415,0.825430,0.831603,0.868954,0.821283,0.829932,0.849803,0.895470,0.897672,0.922126,0.862993,0.963237,0.941092,spectrum_fno48_floor6_smooth1_qc
run14_sparc_1424,sparc_1424,0.792305,0.760440,0.830975,0.786909,0.733511,0.771211,0.876614,0.884487,0.880288,0.773740,0.872107,0.890065,spectrum_fno48_floor6_smooth1_qc_peak4
run14_sparc_1428,sparc_1428,0.702424,0.757075,0.746989,0.671837,0.685240,0.744796,0.895516,0.903294,0.891655,0.856459,0.939550,0.960788,spectrum_fno48_floor6_smooth1_qc
run14_sparc_1429,sparc_1429,0.759545,0.808231,0.777809,0.721086,0.769271,0.777804,0.937631,0.928463,0.941949,0.938789,0.969831,0.972267,spectrum_fno48_floor6_smooth1_qc
run14_sparc_1504,sparc_1504,0.722320,0.652820,0.727155,0.712417,0.650483,0.727152,0.916657,0.933409,0.950289,0.867830,0.904790,0.839091,spectrum_fno48_floor6_smooth1_qc_peak4
run14_sparc_1505,sparc_1505,0.699741,0.670977,0.735810,0.698054,0.665555,0.723305,0.915347,0.918206,0.942532,0.920429,0.955307,0.938553,spectrum_fno48_floor6_smooth1_qc_peak4
run14_sparc_1510,sparc_1510,0.809764,0.789455,0.806163,0.752007,0.761593,0.793608,0.914260,0.920231,0.940239,0.759669,0.837523,0.871757,spectrum_fno48_floor6_smooth1_qc_peak4
run14_sparc_1514,sparc_1514,0.772828,0.673521,0.777435,0.695609,0.652407,0.702262,0.911687,0.923789,0.944436,0.790703,0.844886,0.817414,spectrum_fno48_floor6_smooth1_qc_peak4
run14_sparc_1518,sparc_1518,0.636273,0.627354,0.757274,0.608922,0.615880,0.678129,0.914302,0.915857,0.940828,0.739138,0.821909,0.723741,spectrum_fno48_floor6_smooth1_qc_peak4
run14_sparc_1519,sparc_1519,1.164479,0.794984,0.965261,0.679855,0.678828,0.662557,0.858621,0.888124,0.904135,0.873630,0.966263,0.878424,spectrum_fno48_floor6_smooth1_qc_peak4
run14_sparc_1520,sparc_1520,0.987930,0.845113,0.775067,0.826489,0.767542,0.713657,0.868864,0.884698,0.916650,0.936551,0.935093,0.903401,spectrum_fno48_floor6_smooth1_qc_mhi100
run14_sparc_1522,sparc_1522,1.579622,1.398347,1.052435,0.900441,0.899808,0.836761,0.834177,0.861590,0.929969,0.966877,0.978001,0.964374,spectrum_fno48_floor6_smooth1_qc_mhi100
run14_sparc_1593,sparc_1593,0.574843,0.592924,0.668901,0.572506,0.588763,0.666518,0.951189,0.956729,0.970000,0.650108,0.819645,0.716216,spectrum_fno48_floor6_smooth1_qc
run15_sparc_1301,sparc_1301,0.739536,0.562529,0.790701,0.707000,0.561088,0.707161,0.876385,0.895480,0.927739,0.919952,0.845806,0.702918,spectrum_fno48_floor6_smooth1_qc_peak4
run15_sparc_1307,sparc_1307,1.306158,1.163701,1.126027,0.924855,0.914321,0.955586,0.809021,0.849704,0.878680,0.853422,0.924886,0.933338,spectrum_fno48_floor6_smooth1_qc_mhi100
run15_sparc_1314,sparc_1314,0.568413,0.558714,0.690371,0.538098,0.506639,0.630255,0.914736,0.919011,0.942410,0.791558,0.762461,0.627216,spectrum_fno48_floor6_smooth1_qc_peak4
run15_sparc_1317,sparc_1317,0.541920,0.535215,0.675854,0.534828,0.512491,0.636219,0.905250,0.911877,0.896740,0.734869,0.718804,0.579700,spectrum_fno48_floor6_smooth1_qc_peak4
run15_sparc_1318,sparc_1318,0.511160,0.494577,0.698001,0.511151,0.492080,0.646892,0.928217,0.928857,0.942059,0.787470,0.603492,0.654336,spectrum_fno48_floor6_smooth1_qc_peak4
run15_sparc_1349,sparc_1349,0.561827,0.609153,0.681223,0.523032,0.554345,0.634271,0.905074,0.905389,0.926105,0.522634,0.872733,0.741410,spectrum_fno48_floor6_smooth1_qc
run15_sparc_1350,sparc_1350,0.555923,0.565869,0.688634,0.528543,0.510363,0.607967,0.915557,0.919531,0.949242,0.780110,0.786623,0.627106,spectrum_fno48_floor6_smooth1_qc
run15_sparc_1351,sparc_1351,0.512682,0.556610,0.668702,0.503674,0.506175,0.604585,0.908583,0.911333,0.934833,0.760868,0.817068,0.671971,spectrum_fno48_floor6_smooth1_qc
run15_sparc_1363,sparc_1363,0.536981,0.521838,0.718071,0.531692,0.504632,0.632931,0.881560,0.890511,0.911792,0.625778,0.805812,0.756782,spectrum_fno48_floor6_smooth1_qc_peak4
run15_sparc_1408,sparc_1408,1.113929,0.903142,1.024526,0.902198,0.820025,0.873424,0.402510,0.737819,0.455896,0.990181,0.982100,0.983021,spectrum_fno48_floor6_smooth1_qc_peak4
run15_sparc_1414,sparc_1414,0.530263,0.562536,0.663094,0.530007,0.558558,0.643733,0.917214,0.912861,0.937888,0.744313,0.802152,0.679422,spectrum_fno48_floor6_smooth1_qc
run15_sparc_1418,sparc_1418,0.558276,0.521032,0.662260,0.558275,0.520143,0.639034,0.908174,0.907538,0.928004,0.483212,0.619824,0.583404,spectrum_fno48_floor6_smooth1_qc_peak4
run15_sparc_1440,sparc_1440,0.869641,0.894766,0.724616,0.809326,0.802966,0.724238,0.866111,0.866290,0.945279,0.819276,0.942139,0.795649,spectrum_fno48_floor6_smooth1_qc_mhi100
run15_sparc_1503,sparc_1503,0.871894,0.742514,0.859553,0.778030,0.742102,0.773712,0.858455,0.886294,0.901582,0.933857,0.813018,0.926000,spectrum_fno48_floor6_smooth1_qc_peak4
run15_sparc_1506,sparc_1506,1.006493,1.083373,0.743725,0.892897,0.835134,0.730611,0.595563,0.662437,0.854947,0.967930,0.973762,0.955049,spectrum_fno48_floor6_smooth1_qc_mhi100
run15_sparc_1513,sparc_1513,0.560920,0.634225,0.730243,0.530710,0.546790,0.636821,0.922712,0.925891,0.946254,0.667631,0.768329,0.623607,spectrum_fno48_floor6_smooth1_qc
run15_sparc_1526,sparc_1526,0.647501,0.599679,0.697144,0.639398,0.597177,0.693859,0.867826,0.871301,0.914105,0.871899,0.862474,0.561123,spectrum_fno48_floor6_smooth1_qc_peak4
run15_sparc_1530,sparc_1530,0.641918,0.544635,0.859844,0.562263,0.532503,0.855164,0.926324,0.899857,0.743702,0.870097,0.990654,0.988820,spectrum_fno48_floor6_smooth1_qc_peak4
run16_sparc_1304,sparc_1304,0.885174,0.744286,0.871707,0.784461,0.705739,0.817980,0.936051,0.940732,0.942354,0.709382,0.792997,0.784849,spectrum_fno48_floor6_smooth1_qc_peak4
run16_sparc_1307,sparc_1307,0.963285,0.995518,1.109197,0.719425,0.737240,0.801330,0.910005,0.920684,0.922704,0.729499,0.830009,0.848148,spectrum_fno48_floor6_smooth1_qc
run16_sparc_1309,sparc_1309,0.792304,1.463850,1.152774,0.643230,0.702551,0.741373,0.929342,0.926468,0.934146,0.589602,0.822449,0.773819,spectrum_fno48_floor6_smooth1_qc
run16_sparc_1310,sparc_1310,0.535889,0.564742,0.793635,0.535330,0.500989,0.749278,0.911777,0.929616,0.926736,0.514011,0.816240,0.646384,spectrum_fno48_floor6_smooth1_qc
run16_sparc_1311,sparc_1311,0.583635,0.485009,0.770804,0.543489,0.483474,0.746100,0.911328,0.931677,0.922994,0.705191,0.659031,0.540038,spectrum_fno48_floor6_smooth1_qc_peak4
run16_sparc_1313,sparc_1313,0.768944,1.112942,0.916309,0.583277,0.637153,0.673524,0.925498,0.914929,0.931467,0.380116,0.821496,0.318929,spectrum_fno48_floor6_smooth1_qc
run16_sparc_1318,sparc_1318,1.518454,1.408439,1.765960,0.805141,0.715571,0.936248,0.906256,0.922178,0.876146,0.553143,0.726708,0.800564,spectrum_fno48_floor6_smooth1_qc_peak4
run16_sparc_1353,sparc_1353,1.127715,1.139388,1.512348,0.659083,0.640640,0.850295,0.891453,0.887081,0.897009,0.793947,0.866588,0.831136,spectrum_fno48_floor6_smooth1_qc
run16_sparc_1359,sparc_1359,0.803448,1.165254,1.356034,0.686840,0.672862,0.805432,0.916340,0.916828,0.905351,0.666572,0.835524,0.832848,spectrum_fno48_floor6_smooth1_qc
run16_sparc_1362,sparc_1362,0.823192,0.781674,1.677124,0.684155,0.663904,0.861982,0.909221,0.911624,0.891380,0.592848,0.815864,0.804881,spectrum_fno48_floor6_smooth1_qc_peak4
run16_sparc_1364,sparc_1364,1.043392,0.968721,1.009516,0.780025,0.727087,0.870006,0.869484,0.880118,0.827145,0.795783,0.808699,0.783972,spectrum_fno48_floor6_smooth1_qc_peak4
run16_sparc_1365,sparc_1365,0.805668,1.081922,0.941788,0.717556,0.741571,0.792073,0.863169,0.885097,0.820054,0.756054,0.874866,0.939477,spectrum_fno48_floor6_smooth1_qc
run16_sparc_1401,sparc_1401,0.877121,0.808705,1.185994,0.791496,0.745450,0.937906,0.924157,0.942849,0.943298,0.685571,0.755399,0.709094,spectrum_fno48_floor6_smooth1_qc_peak4
run16_sparc_1405,sparc_1405,0.788345,0.727618,0.860098,0.776959,0.651824,0.834407,0.935784,0.947358,0.930822,0.709387,0.813535,0.844523,spectrum_fno48_floor6_smooth1_qc_peak4
run16_sparc_1406,sparc_1406,0.773640,0.816134,1.071644,0.750707,0.678668,0.831913,0.941690,0.935933,0.950644,0.698588,0.846004,0.698571,spectrum_fno48_floor6_smooth1_qc
run16_sparc_1408,sparc_1408,0.651515,0.718275,0.856445,0.596791,0.592040,0.664702,0.928196,0.924415,0.944416,0.675205,0.772979,0.434331,spectrum_fno48_floor6_smooth1_qc
