key,family,relL2_spectrum_fno48_floor6_smooth1_qc,relL2_spectrum_fno48_floor6_smooth1_qc_peak4,relL2_spectrum_fno48_floor6_smooth1_qc_mhi100,relL2_alpha_spectrum_fno48_floor6_smooth1_qc,relL2_alpha_spectrum_fno48_floor6_smooth1_qc_peak4,relL2_alpha_spectrum_fno48_floor6_smooth1_qc_mhi100,patR2_spectrum_fno48_floor6_smooth1_qc,patR2_spectrum_fno48_floor6_smooth1_qc_peak4,patR2_spectrum_fno48_floor6_smooth1_qc_mhi100,crf_spectrum_fno48_floor6_smooth1_qc,crf_spectrum_fno48_floor6_smooth1_qc_peak4,crf_spectrum_fno48_floor6_smooth1_qc_mhi100,winner
run2_sparc_1319,sparc_1319,0.604787,0.686416,0.695020,0.583511,0.616363,0.668989,0.931896,0.929327,0.955072,0.730534,0.771445,0.739997,spectrum_fno48_floor6_smooth1_qc
run2_sparc_1352,sparc_1352,0.608522,0.564684,0.658864,0.608499,0.562976,0.657503,0.917978,0.922847,0.943061,0.536356,0.777170,0.699188,spectrum_fno48_floor6_smooth1_qc_peak4
run2_sparc_1401,sparc_1401,0.916646,0.929029,0.657286,0.863477,0.892830,0.640870,0.819325,0.792931,0.923145,0.972818,0.981426,0.780961,spectrum_fno48_floor6_smooth1_qc_mhi100
run2_sparc_1403,sparc_1403,0.692656,0.776846,0.830073,0.684450,0.696335,0.789346,0.920783,0.925114,0.951921,0.782963,0.731415,0.632658,spectrum_fno48_floor6_smooth1_qc
run2_sparc_1404,sparc_1404,0.726567,0.704206,0.735966,0.653305,0.607637,0.663535,0.878991,0.879145,0.936886,0.918301,0.937993,0.853616,spectrum_fno48_floor6_smooth1_qc_peak4
run2_sparc_1406,sparc_1406,0.639898,0.539413,0.712220,0.631031,0.539245,0.710881,0.917848,0.920362,0.941528,0.834786,0.717052,0.756017,spectrum_fno48_floor6_smooth1_qc_peak4
run2_sparc_1408,sparc_1408,0.980584,0.967990,0.976022,0.883573,0.867823,0.910832,0.785814,0.777657,0.835259,0.873628,0.962167,0.932286,spectrum_fno48_floor6_smooth1_qc_peak4
run2_sparc_1412,sparc_1412,0.669914,0.637286,0.648399,0.645797,0.618856,0.647728,0.932459,0.932221,0.959082,0.556261,0.736823,0.717484,spectrum_fno48_floor6_smooth1_qc_peak4
run2_sparc_1414,sparc_1414,0.677694,0.668218,0.721119,0.655896,0.634595,0.675934,0.921222,0.919140,0.948465,0.543394,0.756212,0.734485,spectrum_fno48_floor6_smooth1_qc_peak4
run2_sparc_1415,sparc_1415,0.679798,0.689335,0.688316,0.647499,0.647357,0.663120,0.920101,0.924274,0.945540,0.584078,0.797591,0.692513,spectrum_fno48_floor6_smooth1_qc
run2_sparc_1421,sparc_1421,0.563660,0.665966,0.625127,0.557449,0.625040,0.609918,0.925811,0.920721,0.944433,0.769616,0.791733,0.689817,spectrum_fno48_floor6_smooth1_qc
run2_sparc_1501,sparc_1501,0.882228,0.950176,0.732311,0.854848,0.919138,0.732290,0.865718,0.818054,0.937738,0.963243,0.979399,0.753330,spectrum_fno48_floor6_smooth1_qc_mhi100
run2_sparc_1506,sparc_1506,0.657090,0.565073,0.718138,0.652983,0.564043,0.715502,0.903167,0.908212,0.932440,0.901417,0.819893,0.828115,spectrum_fno48_floor6_smooth1_qc_peak4
run2_sparc_1509,sparc_1509,0.711516,0.661306,0.734728,0.699763,0.660437,0.725155,0.917268,0.914018,0.940068,0.758239,0.764549,0.853836,spectrum_fno48_floor6_smooth1_qc_peak4
run2_sparc_1514,sparc_1514,0.652819,0.626511,0.683310,0.651844,0.623859,0.682679,0.928757,0.924832,0.940659,0.669252,0.777288,0.811899,spectrum_fno48_floor6_smooth1_qc_peak4
run2_sparc_1516,sparc_1516,0.644198,0.646580,0.694097,0.595157,0.605369,0.638275,0.926417,0.924093,0.943842,0.551336,0.753345,0.588100,spectrum_fno48_floor6_smooth1_qc
run2_sparc_1520,sparc_1520,0.597738,0.673351,0.717009,0.571590,0.620664,0.650049,0.925117,0.922916,0.948430,0.848435,0.824611,0.871258,spectrum_fno48_floor6_smooth1_qc
run2_sparc_1521,sparc_1521,0.658094,0.752654,0.755064,0.641170,0.667461,0.717969,0.909244,0.909708,0.930800,0.793255,0.868736,0.888779,spectrum_fno48_floor6_smooth1_qc
run2_sparc_1523,sparc_1523,0.822219,0.780470,0.800270,0.764042,0.720527,0.772300,0.905114,0.907041,0.924321,0.881763,0.781329,0.933806,spectrum_fno48_floor6_smooth1_qc_peak4
run2_sparc_1525,sparc_1525,0.703537,0.710990,0.747418,0.652023,0.653207,0.707242,0.884029,0.872592,0.924122,0.874591,0.959143,0.910894,spectrum_fno48_floor6_smooth1_qc
run30_sparc_1301,sparc_1301,0.572882,0.574657,0.635093,0.558971,0.554929,0.619066,0.956465,0.955335,0.955474,0.933239,0.952660,0.900325,spectrum_fno48_floor6_smooth1_qc
run30_sparc_1304,sparc_1304,1.323277,1.219751,1.489944,0.879713,0.863769,0.969155,0.894799,0.904312,0.916486,0.922395,0.906645,0.779917,spectrum_fno48_floor6_smooth1_qc_peak4
run30_sparc_1314,sparc_1314,0.591467,0.592696,0.746967,0.580554,0.581442,0.715875,0.894547,0.896854,0.926530,0.369158,0.800121,0.454987,spectrum_fno48_floor6_smooth1_qc
run30_sparc_1350,sparc_1350,0.587301,0.592146,0.725194,0.575995,0.579383,0.700021,0.898540,0.901772,0.932779,0.399372,0.780765,0.479976,spectrum_fno48_floor6_smooth1_qc
run30_sparc_1352,sparc_1352,0.572874,0.611239,0.804442,0.568786,0.595494,0.727360,0.883863,0.884616,0.910163,0.484105,0.760892,0.680705,spectrum_fno48_floor6_smooth1_qc
run30_sparc_1355,sparc_1355,0.697845,0.595090,0.788554,0.682408,0.574201,0.719686,0.859592,0.874758,0.892440,0.316728,0.905587,0.785062,spectrum_fno48_floor6_smooth1_qc_peak4
run30_sparc_1359,sparc_1359,0.690627,0.600780,0.810895,0.658647,0.580508,0.739161,0.892023,0.894024,0.914860,0.293631,0.855622,0.789950,spectrum_fno48_floor6_smooth1_qc_peak4
run30_sparc_1363,sparc_1363,0.633201,0.677235,0.855338,0.594235,0.630735,0.753914,0.835390,0.861660,0.867345,0.504951,0.881051,0.676300,spectrum_fno48_floor6_smooth1_qc
run30_sparc_1407,sparc_1407,1.626497,1.421874,1.996354,0.895376,0.881381,0.972009,0.911296,0.925089,0.938926,0.850354,0.835936,0.796865,spectrum_fno48_floor6_smooth1_qc_peak4
run30_sparc_1409,sparc_1409,0.936413,0.832558,1.256894,0.742198,0.719078,0.879694,0.878704,0.881045,0.842603,0.616749,0.898632,0.859605,spectrum_fno48_floor6_smooth1_qc_peak4
run30_sparc_1411,sparc_1411,0.685268,0.674998,0.915814,0.636253,0.625935,0.757600,0.900676,0.904244,0.932039,0.556053,0.733500,0.648781,spectrum_fno48_floor6_smooth1_qc_peak4
run30_sparc_1424,sparc_1424,1.763987,1.554375,1.935315,0.896498,0.891403,0.974232,0.923957,0.921593,0.896670,0.859669,0.899891,0.946586,spectrum_fno48_floor6_smooth1_qc_peak4
run30_sparc_1426,sparc_1426,1.061924,0.958103,1.396594,0.780378,0.740883,0.946485,0.941856,0.935966,0.955333,0.667399,0.717658,0.810097,spectrum_fno48_floor6_smooth1_qc_peak4
run30_sparc_1504,sparc_1504,1.086097,0.965797,1.377183,0.844202,0.841815,0.950919,0.918836,0.894920,0.929281,0.912879,0.928717,0.945474,spectrum_fno48_floor6_smooth1_qc_peak4
run30_sparc_1505,sparc_1505,1.435112,1.276919,1.589684,0.879491,0.855594,0.971049,0.913970,0.908445,0.945553,0.828793,0.826434,0.818282,spectrum_fno48_floor6_smooth1_qc_peak4
run30_sparc_1508,sparc_1508,1.258506,1.067748,1.291191,0.821818,0.791056,0.919044,0.916577,0.919336,0.938042,0.824938,0.884599,0.875689,spectrum_fno48_floor6_smooth1_qc_peak4
run30_sparc_1522,sparc_1522,1.015204,0.972617,1.340159,0.828968,0.765566,0.858935,0.846022,0.872608,0.877736,0.958282,0.849994,0.920214,spectrum_fno48_floor6_smooth1_qc_peak4
run30_sparc_1528,sparc_1528,1.452521,1.159475,1.469700,0.876190,0.902711,0.951100,0.824255,0.869590,0.809034,0.682874,0.740870,0.785509,spectrum_fno48_floor6_smooth1_qc_peak4
run31_sparc_1301,sparc_1301,1.105090,1.098169,0.925885,0.897576,0.869644,0.690517,0.872764,0.891357,0.946802,0.988793,0.990994,0.940736,spectrum_fno48_floor6_smooth1_qc_mhi100
run31_sparc_1304,sparc_1304,0.642450,0.615023,0.725879,0.642418,0.613867,0.724166,0.909921,0.901008,0.918823,0.876005,0.879829,0.913733,spectrum_fno48_floor6_smooth1_qc_peak4
run31_sparc_1309,sparc_1309,0.954682,0.949432,0.960678,0.922695,0.918704,0.928570,0.334163,0.221903,0.209957,0.953984,0.970436,0.968438,spectrum_fno48_floor6_smooth1_qc_peak4
run31_sparc_1361,sparc_1361,0.695320,0.724527,0.752418,0.664202,0.676471,0.693633,0.922007,0.926215,0.939268,0.672899,0.717736,0.734901,spectrum_fno48_floor6_smooth1_qc
run31_sparc_1401,sparc_1401,1.015680,1.096710,0.853735,0.855559,0.854608,0.719020,0.916346,0.900469,0.964318,0.988672,0.986981,0.889133,spectrum_fno48_floor6_smooth1_qc_mhi100
run31_sparc_1403,sparc_1403,0.673749,0.625675,0.789501,0.621063,0.611914,0.740619,0.941984,0.940756,0.935771,0.736122,0.795345,0.859068,spectrum_fno48_floor6_smooth1_qc_peak4
run31_sparc_1406,sparc_1406,0.719341,0.659431,0.730182,0.688751,0.648708,0.718717,0.905802,0.922665,0.940382,0.918109,0.928851,0.892350,spectrum_fno48_floor6_smooth1_qc_peak4
run31_sparc_1412,sparc_1412,0.678330,0.606454,0.716454,0.637915,0.598991,0.653439,0.928619,0.925864,0.943740,0.715173,0.835147,0.765043,spectrum_fno48_floor6_smooth1_qc_peak4
run31_sparc_1413,sparc_1413,0.699999,0.614912,0.703473,0.639217,0.600024,0.648878,0.928550,0.927134,0.944117,0.700742,0.839533,0.738706,spectrum_fno48_floor6_smooth1_qc_peak4
run31_sparc_1418,sparc_1418,0.707454,0.768414,0.756865,0.657170,0.699376,0.686860,0.921511,0.928306,0.945920,0.631304,0.833376,0.709896,spectrum_fno48_floor6_smooth1_qc
run31_sparc_1421,sparc_1421,0.795408,0.732169,0.718277,0.749918,0.718456,0.706146,0.891558,0.895817,0.921324,0.895525,0.935021,0.914373,spectrum_fno48_floor6_smooth1_qc_mhi100
run31_sparc_1426,sparc_1426,0.722745,0.699714,0.679195,0.713591,0.678231,0.670249,0.903911,0.899133,0.925895,0.776327,0.891457,0.861480,spectrum_fno48_floor6_smooth1_qc_mhi100
run31_sparc_1440,sparc_1440,0.632357,0.609312,0.722790,0.627891,0.609185,0.722473,0.923457,0.928827,0.943780,0.860227,0.889586,0.771682,spectrum_fno48_floor6_smooth1_qc_peak4
run31_sparc_1441,sparc_1441,0.641725,0.618108,0.715010,0.637326,0.617637,0.714972,0.918988,0.925661,0.935520,0.860985,0.896320,0.796079,spectrum_fno48_floor6_smooth1_qc_peak4
run31_sparc_1500,sparc_1500,0.453373,0.451563,0.503834,0.353539,0.392972,0.439142,0.993537,0.991631,0.993534,0.769634,0.891796,0.804092,spectrum_fno48_floor6_smooth1_qc_peak4
run31_sparc_1501,sparc_1501,0.859334,0.825639,0.652156,0.815863,0.782554,0.640231,0.893342,0.898741,0.934732,0.989082,0.986726,0.850978,spectrum_fno48_floor6_smooth1_qc_mhi100
run31_sparc_1502,sparc_1502,0.753709,0.745881,0.717967,0.742238,0.718957,0.698408,0.924422,0.920373,0.966796,0.924318,0.947829,0.728234,spectrum_fno48_floor6_smooth1_qc_mhi100
run31_sparc_1507,sparc_1507,0.587140,0.597263,0.724085,0.569105,0.590833,0.695118,0.920904,0.922321,0.944588,0.849884,0.903578,0.796025,spectrum_fno48_floor6_smooth1_qc
run31_sparc_1513,sparc_1513,0.677784,0.659640,0.689759,0.676300,0.654350,0.689734,0.929079,0.928648,0.946353,0.822421,0.822810,0.727764,spectrum_fno48_floor6_smooth1_qc_peak4
run31_sparc_1525,sparc_1525,0.739458,0.668082,0.750061,0.700111,0.643459,0.712201,0.902064,0.904421,0.935342,0.845592,0.906627,0.868863,spectrum_fno48_floor6_smooth1_qc_peak4
run31_sparc_1528,sparc_1528,0.761888,0.734196,0.765167,0.732029,0.702960,0.756911,0.913967,0.915697,0.922014,0.868390,0.935865,0.929124,spectrum_fno48_floor6_smooth1_qc_peak4
run31_sparc_1530,sparc_1530,0.495336,0.631002,1.132110,0.469227,0.548876,0.998445,0.917293,0.960259,0.102921,0.985392,0.642087,0.994990,spectrum_fno48_floor6_smooth1_qc
run31_sparc_1593,sparc_1593,0.580860,0.591042,0.690807,0.579764,0.588108,0.686441,0.947515,0.944270,0.960452,0.881016,0.860030,0.862502,spectrum_fno48_floor6_smooth1_qc
run32_sparc_1300,sparc_1300,0.435449,0.681408,0.627629,0.421807,0.635288,0.623603,0.995378,0.992572,0.995292,0.617497,0.442031,0.853557,spectrum_fno48_floor6_smooth1_qc
run32_sparc_1302,sparc_1302,0.804677,0.885424,0.870763,0.756143,0.793470,0.801387,0.882245,0.860031,0.914330,0.816976,0.938781,0.914297,spectrum_fno48_floor6_smooth1_qc
run32_sparc_1305,sparc_1305,0.653785,0.659925,0.751123,0.642489,0.655538,0.743364,0.908850,0.903018,0.937243,0.490340,0.909134,0.803558,spectrum_fno48_floor6_smooth1_qc
run32_sparc_1315,sparc_1315,0.575471,0.608739,0.617848,0.570663,0.593094,0.610765,0.917076,0.917753,0.946891,0.773489,0.869656,0.700255,spectrum_fno48_floor6_smooth1_qc
run32_sparc_1353,sparc_1353,0.582524,0.647169,0.668672,0.560354,0.633524,0.623795,0.922752,0.925870,0.946058,0.865085,0.918841,0.768528,spectrum_fno48_floor6_smooth1_qc
run32_sparc_1355,sparc_1355,0.556316,0.582283,0.730721,0.552648,0.558929,0.653655,0.883033,0.897056,0.916149,0.609974,0.870226,0.799822,spectrum_fno48_floor6_smooth1_qc
run32_sparc_1358,sparc_1358,0.600302,0.530845,0.695940,0.579875,0.521177,0.649490,0.918216,0.921430,0.941421,0.860168,0.799498,0.765841,spectrum_fno48_floor6_smooth1_qc_peak4
run32_sparc_1402,sparc_1402,0.710979,0.655506,0.716803,0.688259,0.649274,0.711418,0.934065,0.936704,0.961494,0.932202,0.869284,0.765138,spectrum_fno48_floor6_smooth1_qc_peak4
run32_sparc_1422,sparc_1422,0.849810,0.884167,0.918912,0.774199,0.783816,0.775885,0.866657,0.878174,0.892806,0.914688,0.908401,0.918906,spectrum_fno48_floor6_smooth1_qc
run32_sparc_1501,sparc_1501,0.797300,0.746494,0.713902,0.759652,0.745779,0.713878,0.911961,0.919953,0.948412,0.969605,0.976916,0.873731,spectrum_fno48_floor6_smooth1_qc_mhi100
run32_sparc_1507,sparc_1507,0.645668,0.676759,0.752321,0.600533,0.631225,0.738137,0.911369,0.919375,0.943242,0.447010,0.789377,0.731656,spectrum_fno48_floor6_smooth1_qc
run32_sparc_1517,sparc_1517,0.545966,0.550122,0.668281,0.543815,0.549723,0.643491,0.919738,0.926898,0.940649,0.759014,0.883584,0.770471,spectrum_fno48_floor6_smooth1_qc
run32_sparc_1524,sparc_1524,1.157541,0.875747,1.154838,0.882577,0.829346,0.931938,0.793794,0.817563,0.865861,0.940908,0.911574,0.971578,spectrum_fno48_floor6_smooth1_qc_peak4
run32_sparc_1526,sparc_1526,0.696510,0.749943,0.794775,0.679044,0.706340,0.746471,0.878238,0.871428,0.911231,0.779271,0.944420,0.888727,spectrum_fno48_floor6_smooth1_qc
run32_sparc_1529,sparc_1529,0.659230,0.624931,0.757822,0.657624,0.624860,0.732734,0.898260,0.913762,0.942021,0.921442,0.971521,0.924999,spectrum_fno48_floor6_smooth1_qc_peak4
run33_sparc_1303,sparc_1303,1.113896,0.992703,1.375161,0.821812,0.836943,0.931633,0.938883,0.935543,0.955207,0.838029,0.764960,0.881291,spectrum_fno48_floor6_smooth1_qc_peak4
run33_sparc_1308,sparc_1308,0.801283,0.776493,0.901207,0.775387,0.756543,0.837712,0.921538,0.923223,0.921781,0.856268,0.879694,0.846361,spectrum_fno48_floor6_smooth1_qc_peak4
run33_sparc_1310,sparc_1310,0.950149,0.918248,0.889472,0.790438,0.804957,0.834198,0.888774,0.885702,0.923859,0.635830,0.804213,0.678111,spectrum_fno48_floor6_smooth1_qc_mhi100
run33_sparc_1351,sparc_1351,0.726945,0.738445,0.896425,0.683596,0.725920,0.771715,0.882586,0.882915,0.904952,0.405141,0.618464,0.647367,spectrum_fno48_floor6_smooth1_qc
run33_sparc_1361,sparc_1361,0.641342,0.782397,0.778255,0.613903,0.712478,0.697434,0.894534,0.886989,0.920473,0.650358,0.865221,0.710765,spectrum_fno48_floor6_smooth1_qc
run33_sparc_1363,sparc_1363,0.765665,0.733881,0.754822,0.765187,0.697419,0.749958,0.877995,0.888195,0.899845,0.523516,0.892197,0.805777,spectrum_fno48_floor6_smooth1_qc_peak4
run33_sparc_1411,sparc_1411,0.770470,0.793846,0.938626,0.672620,0.731845,0.817327,0.895281,0.892178,0.920566,0.345794,0.815478,0.699632,spectrum_fno48_floor6_smooth1_qc
run33_sparc_1420,sparc_1420,0.741515,0.697838,0.801952,0.693617,0.664045,0.712158,0.873879,0.884302,0.897257,0.390799,0.918772,0.940151,spectrum_fno48_floor6_smooth1_qc_peak4
run33_sparc_1425,sparc_1425,1.234871,1.444921,2.006456,0.748638,0.823282,0.918264,0.937171,0.927465,0.944378,0.825762,0.894431,0.914360,spectrum_fno48_floor6_smooth1_qc
run33_sparc_1440,sparc_1440,1.264281,1.298698,1.322842,0.805850,0.810980,0.895439,0.945606,0.945516,0.954063,0.816358,0.843290,0.686651,spectrum_fno48_floor6_smooth1_qc
run33_sparc_1441,sparc_1441,1.252281,1.260213,1.342371,0.805098,0.807191,0.894110,0.946283,0.946196,0.953855,0.817315,0.842593,0.688978,spectrum_fno48_floor6_smooth1_qc
run33_sparc_1502,sparc_1502,0.626707,0.863679,1.155336,0.615321,0.756292,0.888555,0.943342,0.940516,0.961568,0.673934,0.755816,0.675836,spectrum_fno48_floor6_smooth1_qc
run33_sparc_1503,sparc_1503,1.136275,1.246761,1.524748,0.834744,0.857407,0.942934,0.939320,0.937609,0.956074,0.840125,0.802955,0.853431,spectrum_fno48_floor6_smooth1_qc
run33_sparc_1506,sparc_1506,0.994011,1.119035,1.186797,0.786331,0.770844,0.881523,0.933989,0.940703,0.949942,0.862904,0.846113,0.771286,spectrum_fno48_floor6_smooth1_qc
run33_sparc_1511,sparc_1511,0.790439,0.780199,0.887069,0.728395,0.722738,0.798518,0.905525,0.902856,0.928955,0.712797,0.784295,0.708897,spectrum_fno48_floor6_smooth1_qc_peak4
run33_sparc_1512,sparc_1512,0.795868,0.757004,0.879455,0.719602,0.719480,0.802795,0.896070,0.894265,0.920092,0.670947,0.763289,0.725108,spectrum_fno48_floor6_smooth1_qc_peak4
run33_sparc_1521,sparc_1521,0.673591,0.749635,0.894550,0.648243,0.694022,0.762449,0.870226,0.871914,0.901788,0.474335,0.807140,0.682730,spectrum_fno48_floor6_smooth1_qc
run33_sparc_1529,sparc_1529,1.234131,1.254270,1.507642,0.835921,0.923130,0.948325,0.839891,0.818346,0.892553,0.834297,0.826921,0.835691,spectrum_fno48_floor6_smooth1_qc
run34_sparc_1315,sparc_1315,0.694075,0.709338,0.843447,0.693613,0.643172,0.793661,0.927410,0.932494,0.926415,0.847991,0.812142,0.856510,spectrum_fno48_floor6_smooth1_qc
run34_sparc_1349,sparc_1349,0.719817,0.720294,1.454083,0.692802,0.609004,0.845605,0.884862,0.859527,0.887691,0.844563,0.894575,0.895060,spectrum_fno48_floor6_smooth1_qc
run34_sparc_1360,sparc_1360,0.646691,0.602185,0.790968,0.617728,0.598594,0.768406,0.928026,0.934601,0.926954,0.869842,0.905583,0.815535,spectrum_fno48_floor6_smooth1_qc_peak4
run34_sparc_1363,sparc_1363,0.824458,0.917404,1.053223,0.760398,0.787188,0.907127,0.909838,0.911898,0.904946,0.909416,0.874592,0.795591,spectrum_fno48_floor6_smooth1_qc
run34_sparc_1400,sparc_1400,0.667772,0.496857,0.610511,0.633515,0.496695,0.602563,0.986323,0.987635,0.983340,0.647179,0.725674,0.835393,spectrum_fno48_floor6_smooth1_qc_peak4
run34_sparc_1401,sparc_1401,1.252194,0.964609,1.429121,0.873326,0.831055,0.932233,0.933080,0.940335,0.942917,0.809377,0.739686,0.588809,spectrum_fno48_floor6_smooth1_qc_peak4
run34_sparc_1406,sparc_1406,0.811170,0.681504,0.875007,0.737408,0.662447,0.799899,0.944391,0.942659,0.943788,0.727382,0.762232,0.801241,spectrum_fno48_floor6_smooth1_qc_peak4
run34_sparc_1415,sparc_1415,0.619128,0.559107,0.750037,0.610690,0.557708,0.744174,0.907725,0.936657,0.915924,0.883867,0.914721,0.866974,spectrum_fno48_floor6_smooth1_qc_peak4
run34_sparc_1417,sparc_1417,1.035446,1.071197,1.419286,0.730013,0.645355,0.820166,0.897603,0.898072,0.869544,0.519963,0.851489,0.816351,spectrum_fno48_floor6_smooth1_qc
run34_sparc_1423,sparc_1423,1.203535,1.080232,1.025261,0.769093,0.711511,0.857975,0.947618,0.950960,0.942222,0.697472,0.844991,0.723576,spectrum_fno48_floor6_smooth1_qc_mhi100
run34_sparc_1515,sparc_1515,0.746954,0.620493,0.810773,0.661640,0.581296,0.793943,0.932032,0.940140,0.926395,0.719375,0.869559,0.693697,spectrum_fno48_floor6_smooth1_qc_peak4
run35_sparc_1307,sparc_1307,1.232100,1.057285,1.286994,0.813791,0.823684,0.930777,0.793956,0.817386,0.589699,0.983096,0.964644,0.948479,spectrum_fno48_floor6_smooth1_qc_peak4
run35_sparc_1315,sparc_1315,0.651969,0.660521,0.634019,0.624973,0.639647,0.613725,0.931211,0.928690,0.954487,0.727519,0.874211,0.662629,spectrum_fno48_floor6_smooth1_qc_mhi100
run35_sparc_1317,sparc_1317,0.632849,0.627492,0.744431,0.599121,0.598310,0.640967,0.936098,0.933464,0.956506,0.572146,0.812864,0.681449,spectrum_fno48_floor6_smooth1_qc_peak4
run35_sparc_1351,sparc_1351,0.680886,0.624720,0.614590,0.607831,0.583721,0.598561,0.930991,0.932295,0.949960,0.759385,0.859869,0.685326,spectrum_fno48_floor6_smooth1_qc_mhi100
run35_sparc_1357,sparc_1357,0.715020,0.624610,0.701574,0.690905,0.617904,0.681493,0.908391,0.907513,0.926709,0.878792,0.809758,0.899943,spectrum_fno48_floor6_smooth1_qc_peak4
run35_sparc_1400,sparc_1400,0.541016,0.412993,0.494354,0.502625,0.367311,0.464625,0.994300,0.993906,0.992955,0.724162,0.935274,0.958882,spectrum_fno48_floor6_smooth1_qc_peak4
run35_sparc_1404,sparc_1404,0.527807,0.558621,0.609829,0.523621,0.551811,0.608204,0.933300,0.938716,0.949346,0.636702,0.925037,0.673540,spectrum_fno48_floor6_smooth1_qc
run35_sparc_1407,sparc_1407,0.666423,0.660554,0.707585,0.647330,0.619405,0.699759,0.913061,0.914638,0.941025,0.740402,0.848777,0.809777,spectrum_fno48_floor6_smooth1_qc_peak4
run35_sparc_1409,sparc_1409,0.807522,0.777823,0.851226,0.794455,0.762241,0.797970,0.886492,0.890826,0.907904,0.869676,0.802091,0.937626,spectrum_fno48_floor6_smooth1_qc_peak4
run35_sparc_1412,sparc_1412,0.688360,0.628797,0.670968,0.642728,0.605269,0.648407,0.930847,0.927831,0.947680,0.732124,0.880893,0.716694,spectrum_fno48_floor6_smooth1_qc_peak4
run35_sparc_1413,sparc_1413,0.656869,0.622945,0.695221,0.635951,0.593381,0.652085,0.932645,0.929790,0.951501,0.743377,0.884937,0.768915,spectrum_fno48_floor6_smooth1_qc_peak4
run35_sparc_1415,sparc_1415,0.643952,0.659890,0.663112,0.623707,0.623037,0.631069,0.928276,0.928406,0.951683,0.653167,0.721698,0.627138,spectrum_fno48_floor6_smooth1_qc
run35_sparc_1419,sparc_1419,0.707481,0.712214,0.745312,0.678359,0.694851,0.662092,0.873498,0.892558,0.925572,0.896946,0.910022,0.897737,spectrum_fno48_floor6_smooth1_qc
run35_sparc_1421,sparc_1421,0.744425,0.681155,0.728537,0.715376,0.673653,0.704430,0.880591,0.888501,0.919096,0.922791,0.908961,0.882604,spectrum_fno48_floor6_smooth1_qc_peak4
run35_sparc_1427,sparc_1427,0.723692,0.696896,0.783119,0.723478,0.685878,0.766476,0.896640,0.899445,0.864248,0.648021,0.894027,0.915839,spectrum_fno48_floor6_smooth1_qc_peak4
run35_sparc_1430,sparc_1430,0.793683,0.826520,1.076912,0.792277,0.826455,0.932865,0.896823,0.898279,0.412456,0.979542,0.988123,0.960486,spectrum_fno48_floor6_smooth1_qc
run35_sparc_1440,sparc_1440,0.625502,0.640207,0.680162,0.613297,0.636502,0.679187,0.933538,0.936664,0.957681,0.595265,0.797792,0.623063,spectrum_fno48_floor6_smooth1_qc
run35_sparc_1501,sparc_1501,0.807997,0.826831,0.768124,0.794157,0.783224,0.734116,0.895154,0.900618,0.926415,0.972093,0.982238,0.869265,spectrum_fno48_floor6_smooth1_qc_mhi100
run35_sparc_1515,sparc_1515,0.631218,0.590729,0.638313,0.631074,0.590459,0.636783,0.930086,0.929651,0.947573,0.742760,0.785072,0.705379,spectrum_fno48_floor6_smooth1_qc_peak4
run35_sparc_1518,sparc_1518,0.650751,0.615222,0.666561,0.605719,0.575894,0.616083,0.909575,0.914750,0.937407,0.832021,0.838507,0.813020,spectrum_fno48_floor6_smooth1_qc_peak4
run35_sparc_1519,sparc_1519,0.712838,0.718620,0.742598,0.670970,0.686666,0.685840,0.907656,0.916723,0.946288,0.895652,0.912346,0.926376,spectrum_fno48_floor6_smooth1_qc
run35_sparc_1520,sparc_1520,0.698440,0.691811,0.720658,0.673251,0.671389,0.670921,0.908139,0.918465,0.929439,0.880134,0.889644,0.816029,spectrum_fno48_floor6_smooth1_qc_peak4
run35_sparc_1522,sparc_1522,0.939052,0.828078,0.919862,0.806730,0.787724,0.805568,0.863848,0.869021,0.888608,0.812759,0.821391,0.909861,spectrum_fno48_floor6_smooth1_qc_peak4
run35_sparc_1525,sparc_1525,0.640681,0.630207,0.718574,0.637800,0.629645,0.709156,0.907180,0.905065,0.919752,0.623892,0.882714,0.702898,spectrum_fno48_floor6_smooth1_qc_peak4
run36_sparc_1302,sparc_1302,1.302797,1.101275,1.392854,0.850368,0.810130,0.935815,0.903107,0.906843,0.947101,0.895801,0.795512,0.644972,spectrum_fno48_floor6_smooth1_qc_peak4
run36_sparc_1306,sparc_1306,1.488529,1.483417,1.465344,0.910922,0.915124,0.962233,0.915720,0.910575,0.909588,0.899991,0.921585,0.900548,spectrum_fno48_floor6_smooth1_qc_mhi100
run36_sparc_1307,sparc_1307,0.958896,1.014798,0.990773,0.796398,0.776534,0.835993,0.905053,0.906355,0.929132,0.865042,0.943069,0.964041,spectrum_fno48_floor6_smooth1_qc
run36_sparc_1353,sparc_1353,0.687618,0.690947,0.873618,0.634353,0.641787,0.759036,0.880368,0.884001,0.903021,0.909181,0.923102,0.881619,spectrum_fno48_floor6_smooth1_qc
run36_sparc_1355,sparc_1355,0.679033,0.595535,0.817847,0.604034,0.565719,0.728151,0.897804,0.900503,0.920644,0.743303,0.827597,0.869584,spectrum_fno48_floor6_smooth1_qc_peak4
run36_sparc_1358,sparc_1358,0.678418,0.615993,0.730669,0.607921,0.578632,0.672328,0.888918,0.889270,0.900911,0.768110,0.860046,0.593688,spectrum_fno48_floor6_smooth1_qc_peak4
