model,family,n,mean_relL2,median_relL2,p90_relL2,frac_relL2_gt_1,mean_relL2_alpha,mean_crf
spectrum_fno48_floor6_smooth1_qc,sparc_1300,1,0.569307172092612,0.569307172092612,0.569307172092612,0.0,0.5304498720661098,0.8575545671963319
spectrum_fno48_floor6_smooth1_qc,sparc_1301,1,1.0376804253790044,1.0376804253790044,1.0376804253790044,1.0,0.8501306062326345,0.9810092586428903
spectrum_fno48_floor6_smooth1_qc,sparc_1302,1,1.6822168798784183,1.6822168798784183,1.6822168798784183,1.0,0.9776171057973223,0.532072735580091
spectrum_fno48_floor6_smooth1_qc,sparc_1303,1,0.7174713917211407,0.7174713917211407,0.7174713917211407,0.0,0.7143969206211724,0.6987751109910243
spectrum_fno48_floor6_smooth1_qc,sparc_1304,1,0.7134490450987908,0.7134490450987908,0.7134490450987908,0.0,0.6509840621898176,0.7837170835683791
spectrum_fno48_floor6_smooth1_qc,sparc_1305,1,1.2081772416092518,1.2081772416092518,1.2081772416092518,1.0,0.9119226028465232,0.6302722373176377
spectrum_fno48_floor6_smooth1_qc,sparc_1306,1,1.0588899531703848,1.0588899531703848,1.0588899531703848,1.0,0.8069765946371728,0.7666184984361474
spectrum_fno48_floor6_smooth1_qc,sparc_1307,1,1.1405501028491174,1.1405501028491174,1.1405501028491174,1.0,0.7475366490665476,0.8496057401731807
spectrum_fno48_floor6_smooth1_qc,sparc_1308,1,1.2013163110618033,1.2013163110618033,1.2013163110618033,1.0,0.7919176615811092,0.77090090330802
spectrum_fno48_floor6_smooth1_qc,sparc_1309,1,0.9350442423430965,0.9350442423430965,0.9350442423430965,0.0,0.826464892274488,0.957956203568654
spectrum_fno48_floor6_smooth1_qc,sparc_1310,1,0.7316967850231763,0.7316967850231763,0.7316967850231763,0.0,0.7185441428978023,0.37482294925208964
spectrum_fno48_floor6_smooth1_qc,sparc_1311,1,0.7743159719661434,0.7743159719661434,0.7743159719661434,0.0,0.735732857062683,0.4752925996067026
spectrum_fno48_floor6_smooth1_qc,sparc_1313,1,0.5372247315371131,0.5372247315371131,0.5372247315371131,0.0,0.5246486054244587,0.6690404231797791
spectrum_fno48_floor6_smooth1_qc,sparc_1314,1,0.5350218115620787,0.5350218115620787,0.5350218115620787,0.0,0.5341662326684405,0.5601370048299043
spectrum_fno48_floor6_smooth1_qc,sparc_1315,1,0.7391232169305632,0.7391232169305632,0.7391232169305632,0.0,0.6617833477017829,0.8421949058044625
spectrum_fno48_floor6_smooth1_qc,sparc_1316,1,0.7248273413303363,0.7248273413303363,0.7248273413303363,0.0,0.7243175652724547,0.674929341194011
spectrum_fno48_floor6_smooth1_qc,sparc_1317,1,0.6204070732672827,0.6204070732672827,0.6204070732672827,0.0,0.5844081037966654,0.6512301174143003
spectrum_fno48_floor6_smooth1_qc,sparc_1318,1,0.5975802343848688,0.5975802343848688,0.5975802343848688,0.0,0.5659988114354703,0.408080985827125
spectrum_fno48_floor6_smooth1_qc,sparc_1319,1,0.7833588531033023,0.7833588531033023,0.7833588531033023,0.0,0.7294350851035464,0.7410472953670859
spectrum_fno48_floor6_smooth1_qc,sparc_1349,1,0.8472111277573475,0.8472111277573475,0.8472111277573475,0.0,0.7687711369599828,0.8275474944430257
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1300,1,0.4680108913949835,0.4680108913949835,0.4680108913949835,0.0,0.46755932865079264,0.835203027650637
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1301,1,0.9197855683990169,0.9197855683990169,0.9197855683990169,0.0,0.800139952093902,0.9818117837216831
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1302,1,2.0105914432830208,2.0105914432830208,2.0105914432830208,1.0,0.9582013250508167,0.5659469152522945
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1303,1,0.7203442339280742,0.7203442339280742,0.7203442339280742,0.0,0.7193384803081528,0.8619535927912653
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1304,1,0.7137494723715053,0.7137494723715053,0.7137494723715053,0.0,0.6060110302929165,0.906123308884993
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1305,1,1.3324627903999515,1.3324627903999515,1.3324627903999515,1.0,0.9484006901688089,0.7188889407558176
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1306,1,1.048756797345578,1.048756797345578,1.048756797345578,1.0,0.819155829563934,0.8801587708448577
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1307,1,1.1264999789694203,1.1264999789694203,1.1264999789694203,1.0,0.7274941744565651,0.922469268113495
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1308,1,1.1185204407824108,1.1185204407824108,1.1185204407824108,1.0,0.7908616344433145,0.8083218630272235
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1309,1,0.7982874037888038,0.7982874037888038,0.7982874037888038,0.0,0.7765955908695154,0.9289913895187947
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1310,1,0.6264135520084184,0.6264135520084184,0.6264135520084184,0.0,0.6264135204784101,0.5742216174086175
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1311,1,0.6377763676785317,0.6377763676785317,0.6377763676785317,0.0,0.6316925814834417,0.5398725304031026
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1313,1,0.518397872503404,0.518397872503404,0.518397872503404,0.0,0.5094137023781582,0.5699209038943919
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1314,1,0.4917199231790753,0.4917199231790753,0.4917199231790753,0.0,0.4909731601865143,0.7121314763846852
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1315,1,0.6613709749514681,0.6613709749514681,0.6613709749514681,0.0,0.6563532952251564,0.8585222055418839
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1316,1,0.6599429491227301,0.6599429491227301,0.6599429491227301,0.0,0.6596555991012907,0.9108279739912969
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1317,1,0.6747055267023218,0.6747055267023218,0.6747055267023218,0.0,0.6160439184809342,0.7756917948201364
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1318,1,0.7594240551458862,0.7594240551458862,0.7594240551458862,0.0,0.6615396697388664,0.8760535324309476
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1319,1,0.758481948809442,0.758481948809442,0.758481948809442,0.0,0.704441226580411,0.8219672428863493
spectrum_fno48_floor6_smooth1_qc_peak4,sparc_1349,1,0.8080713532008923,0.8080713532008923,0.8080713532008923,0.0,0.7662371467550805,0.8314531252555055
spectrum_fno48_floor6_smooth1_qc_mhi100,sparc_1300,1,0.5287733549631648,0.5287733549631648,0.5287733549631648,0.0,0.5287705248604235,0.7685926841667228
spectrum_fno48_floor6_smooth1_qc_mhi100,sparc_1301,1,0.7092576953780122,0.7092576953780122,0.7092576953780122,0.0,0.6564174821915763,0.8486294302348039
spectrum_fno48_floor6_smooth1_qc_mhi100,sparc_1302,1,2.0968670614720306,2.0968670614720306,2.0968670614720306,1.0,0.9795883131598985,0.7305909176447224
spectrum_fno48_floor6_smooth1_qc_mhi100,sparc_1303,1,0.8118409436860823,0.8118409436860823,0.8118409436860823,0.0,0.7963167112075804,0.8710158475971064
spectrum_fno48_floor6_smooth1_qc_mhi100,sparc_1304,1,0.7559822159734219,0.7559822159734219,0.7559822159734219,0.0,0.6771117627770962,0.8201269433795231
spectrum_fno48_floor6_smooth1_qc_mhi100,sparc_1305,1,1.3572555599898422,1.3572555599898422,1.3572555599898422,1.0,0.9569199347878422,0.7742173308788485
spectrum_fno48_floor6_smooth1_qc_mhi100,sparc_1306,1,1.1787145516342876,1.1787145516342876,1.1787145516342876,1.0,0.9100707620265109,0.794391067885587
spectrum_fno48_floor6_smooth1_qc_mhi100,sparc_1307,1,1.0903859086182477,1.0903859086182477,1.0903859086182477,1.0,0.8192413546296655,0.8777240091430325
spectrum_fno48_floor6_smooth1_qc_mhi100,sparc_1308,1,1.1462411379360629,1.1462411379360629,1.1462411379360629,1.0,0.8619327399996,0.7307625027486653
spectrum_fno48_floor6_smooth1_qc_mhi100,sparc_1309,1,0.9286126779610685,0.9286126779610685,0.9286126779610685,0.0,0.8470790581547111,0.9819116659960446
spectrum_fno48_floor6_smooth1_qc_mhi100,sparc_1310,1,0.8532979304571845,0.8532979304571845,0.8532979304571845,0.0,0.8169266386365446,0.6174856582736339
spectrum_fno48_floor6_smooth1_qc_mhi100,sparc_1311,1,0.9118123714986828,0.9118123714986828,0.9118123714986828,0.0,0.8242145545323737,0.6482377234167005
spectrum_fno48_floor6_smooth1_qc_mhi100,sparc_1313,1,0.6835092891183504,0.6835092891183504,0.6835092891183504,0.0,0.6269545087726179,0.5990535359537605
spectrum_fno48_floor6_smooth1_qc_mhi100,sparc_1314,1,0.6559642176881205,0.6559642176881205,0.6559642176881205,0.0,0.6325777147106841,0.6526738603659541
spectrum_fno48_floor6_smooth1_qc_mhi100,sparc_1315,1,0.7301758342029399,0.7301758342029399,0.7301758342029399,0.0,0.6734823133484426,0.7201796278231657
