key,family,relL2_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,relL2_spectrum_fno48_floor6_smooth1_qc_peak4,relL2_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0,relL2_alpha_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,relL2_alpha_spectrum_fno48_floor6_smooth1_qc_peak4,relL2_alpha_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0,patR2_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,patR2_spectrum_fno48_floor6_smooth1_qc_peak4,patR2_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0,crf_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,crf_spectrum_fno48_floor6_smooth1_qc_peak4,crf_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0,winner
run33_sparc_1506,sparc_1506,0.908755,1.119035,0.326933,0.728065,0.770844,0.324088,0.936529,0.940703,0.823809,0.928233,0.846113,0.665347,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run33_sparc_1511,sparc_1511,0.609097,0.780199,0.368085,0.570005,0.722738,0.359000,0.903715,0.902856,0.689601,0.873759,0.784295,0.547348,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run33_sparc_1512,sparc_1512,0.615774,0.757004,0.366329,0.568574,0.719480,0.360156,0.896902,0.894265,0.675694,0.893378,0.763289,0.538745,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run33_sparc_1521,sparc_1521,0.619031,0.749635,0.270513,0.591398,0.694022,0.261475,0.866953,0.871914,0.641608,0.949065,0.807140,0.632937,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run33_sparc_1529,sparc_1529,0.983980,1.254270,0.638517,0.777506,0.923130,0.580796,0.855851,0.818346,0.665583,0.895476,0.826921,0.604412,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run34_sparc_1315,sparc_1315,0.662822,0.709338,0.556492,0.614387,0.643172,0.492471,0.923420,0.932494,0.787638,0.962692,0.812142,0.661703,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run34_sparc_1349,sparc_1349,0.629959,0.720294,0.630174,0.618902,0.609004,0.583748,0.812328,0.859527,0.729446,0.979319,0.894575,0.777839,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run34_sparc_1360,sparc_1360,0.489730,0.602185,0.331274,0.464355,0.598594,0.327048,0.924850,0.934601,0.785469,0.979351,0.905583,0.847288,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run34_sparc_1363,sparc_1363,0.734075,0.917404,0.712638,0.713650,0.787188,0.693674,0.916266,0.911898,0.774011,0.900156,0.874592,0.711384,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run34_sparc_1400,sparc_1400,0.475169,0.496857,0.373660,0.474825,0.496695,0.357321,0.978863,0.987635,0.975634,0.792216,0.725674,0.732056,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run34_sparc_1401,sparc_1401,0.800362,0.964609,0.540424,0.709963,0.831055,0.485351,0.943076,0.940335,0.851903,0.817330,0.739686,0.544206,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run34_sparc_1406,sparc_1406,0.697071,0.681504,0.515713,0.673677,0.662447,0.500453,0.945243,0.942659,0.839588,0.868167,0.762232,0.624800,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run34_sparc_1415,sparc_1415,0.584353,0.559107,0.598938,0.561053,0.557708,0.546287,0.921416,0.936657,0.798436,0.966392,0.914721,0.784735,spectrum_fno48_floor6_smooth1_qc_peak4
run34_sparc_1417,sparc_1417,0.527496,1.071197,0.383119,0.516210,0.645355,0.379513,0.920685,0.898072,0.776705,0.910373,0.851489,0.649675,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run34_sparc_1423,sparc_1423,0.868521,1.080232,0.791008,0.707838,0.711511,0.612819,0.950413,0.950960,0.844103,0.887441,0.844991,0.547654,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run34_sparc_1515,sparc_1515,0.542020,0.620493,0.544572,0.538176,0.581296,0.478395,0.929735,0.940140,0.801428,0.966197,0.869559,0.772019,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run35_sparc_1307,sparc_1307,0.725394,1.057285,0.610275,0.653586,0.823684,0.526888,0.764148,0.817386,0.670725,0.969000,0.964644,0.782717,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run35_sparc_1315,sparc_1315,0.541399,0.660521,0.429163,0.536194,0.639647,0.423354,0.930862,0.928690,0.780446,0.895303,0.874211,0.423853,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run35_sparc_1317,sparc_1317,0.636074,0.627492,0.352735,0.594626,0.598310,0.351856,0.931487,0.933464,0.776147,0.901204,0.812864,0.557451,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run35_sparc_1351,sparc_1351,0.582899,0.624720,0.453990,0.549472,0.583721,0.450986,0.931077,0.932295,0.781465,0.860299,0.859869,0.476477,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run35_sparc_1357,sparc_1357,0.673194,0.624610,0.994837,0.660627,0.617904,0.846949,0.909632,0.907513,0.721068,0.900313,0.809758,0.571924,spectrum_fno48_floor6_smooth1_qc_peak4
run35_sparc_1400,sparc_1400,0.344420,0.412993,0.233789,0.314329,0.367311,0.232226,0.992580,0.993906,0.988137,0.926801,0.935274,0.878470,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run35_sparc_1404,sparc_1404,0.499221,0.558621,0.402590,0.497959,0.551811,0.392431,0.934501,0.938716,0.807674,0.914858,0.925037,0.477141,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run35_sparc_1407,sparc_1407,0.574063,0.660554,0.402360,0.566151,0.619405,0.396783,0.912212,0.914638,0.760018,0.901954,0.848777,0.299077,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run35_sparc_1409,sparc_1409,0.739354,0.777823,0.629152,0.721286,0.762241,0.626371,0.883766,0.890826,0.722614,0.898333,0.802091,0.458461,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run35_sparc_1412,sparc_1412,0.597505,0.628797,0.369322,0.584180,0.605269,0.365845,0.933411,0.927831,0.783133,0.951256,0.880893,0.571247,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run35_sparc_1413,sparc_1413,0.600732,0.622945,0.353868,0.577868,0.593381,0.353862,0.935642,0.929790,0.784077,0.950400,0.884937,0.555706,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run35_sparc_1415,sparc_1415,0.589964,0.659890,0.350947,0.559078,0.623037,0.350932,0.928215,0.928406,0.754977,0.928086,0.721698,0.509875,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run35_sparc_1419,sparc_1419,0.758754,0.712214,0.774235,0.729301,0.694851,0.710954,0.885132,0.892558,0.722463,0.922159,0.910022,0.525775,spectrum_fno48_floor6_smooth1_qc_peak4
run35_sparc_1421,sparc_1421,0.634553,0.681155,0.691149,0.629260,0.673653,0.653971,0.890965,0.888501,0.716725,0.909479,0.908961,0.505715,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run35_sparc_1427,sparc_1427,0.654590,0.696896,0.538825,0.644546,0.685878,0.536857,0.880941,0.899445,0.766381,0.937009,0.894027,0.698290,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run35_sparc_1430,sparc_1430,0.835033,0.826520,0.870156,0.833785,0.826455,0.859310,0.787374,0.898279,0.671654,0.991681,0.988123,0.932751,spectrum_fno48_floor6_smooth1_qc_peak4
run35_sparc_1440,sparc_1440,0.566286,0.640207,0.473837,0.565360,0.636502,0.465230,0.932230,0.936664,0.800027,0.805446,0.797792,0.395773,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run35_sparc_1501,sparc_1501,0.854058,0.826831,0.847536,0.820506,0.783224,0.832175,0.881054,0.900618,0.819963,0.985430,0.982238,0.919597,spectrum_fno48_floor6_smooth1_qc_peak4
run35_sparc_1515,sparc_1515,0.537674,0.590729,0.354853,0.534781,0.590459,0.352500,0.930831,0.929651,0.766068,0.867325,0.785072,0.366589,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run35_sparc_1518,sparc_1518,0.547803,0.615222,0.341864,0.532255,0.575894,0.340188,0.915812,0.914750,0.754528,0.829314,0.838507,0.525529,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run35_sparc_1519,sparc_1519,0.767123,0.718620,0.781598,0.721127,0.686666,0.720359,0.919565,0.916723,0.752911,0.894146,0.912346,0.557750,spectrum_fno48_floor6_smooth1_qc_peak4
run35_sparc_1520,sparc_1520,0.610872,0.691811,0.495362,0.586555,0.671389,0.491301,0.917656,0.918465,0.762361,0.786805,0.889644,0.374559,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run35_sparc_1522,sparc_1522,0.825743,0.828078,0.813014,0.766434,0.787724,0.787114,0.867105,0.869021,0.683802,0.893611,0.821391,0.609589,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run35_sparc_1525,sparc_1525,0.621649,0.630207,0.586887,0.617043,0.629645,0.572642,0.889879,0.905065,0.745961,0.934951,0.882714,0.623242,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run36_sparc_1302,sparc_1302,0.679038,1.101275,0.408808,0.634290,0.810130,0.408526,0.908885,0.906843,0.774768,0.947460,0.795512,0.796361,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run36_sparc_1306,sparc_1306,1.405048,1.483417,0.894145,0.904289,0.915124,0.695305,0.915001,0.910575,0.734482,0.906400,0.921585,0.635081,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run36_sparc_1307,sparc_1307,0.847689,1.014798,0.687315,0.739905,0.776534,0.573855,0.901679,0.906355,0.759935,0.967810,0.943069,0.613427,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run36_sparc_1353,sparc_1353,0.495306,0.690947,0.294265,0.493001,0.641787,0.291390,0.875421,0.884001,0.648188,0.907699,0.923102,0.496359,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run36_sparc_1355,sparc_1355,0.518137,0.595535,0.258652,0.507317,0.565719,0.258421,0.899503,0.900503,0.683183,0.926920,0.827597,0.480396,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run36_sparc_1358,sparc_1358,0.530293,0.615993,0.264993,0.512161,0.578632,0.264244,0.889017,0.889270,0.660298,0.914509,0.860046,0.435053,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run36_sparc_1364,sparc_1364,0.509839,0.757208,0.338318,0.504258,0.715543,0.336032,0.878780,0.878671,0.640455,0.889527,0.910608,0.707759,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run36_sparc_1400,sparc_1400,0.412093,0.472854,0.436101,0.411421,0.463703,0.426919,0.985320,0.990272,0.977316,0.900684,0.901453,0.845211,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run36_sparc_1414,sparc_1414,0.583823,0.670441,0.271501,0.557730,0.640064,0.271473,0.905601,0.905509,0.690937,0.899456,0.653509,0.505025,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run36_sparc_1417,sparc_1417,0.559125,0.635985,0.270010,0.552178,0.621264,0.262579,0.906019,0.907391,0.678253,0.911653,0.720995,0.487723,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run36_sparc_1426,sparc_1426,0.948506,1.245307,0.208119,0.747630,0.802523,0.206347,0.923015,0.915492,0.786920,0.866086,0.817381,0.577903,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run36_sparc_1502,sparc_1502,0.670629,1.075844,0.399828,0.618718,0.790461,0.397252,0.870152,0.881038,0.725796,0.956949,0.778121,0.834490,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run36_sparc_1507,sparc_1507,1.122314,1.474549,0.618558,0.824415,0.901176,0.544837,0.912996,0.917231,0.760101,0.884593,0.821742,0.582101,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run36_sparc_1513,sparc_1513,0.557858,0.619722,0.286224,0.553597,0.609179,0.273374,0.912343,0.911836,0.691032,0.945646,0.631748,0.517552,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run36_sparc_1522,sparc_1522,0.539608,0.821376,0.306039,0.509490,0.674904,0.301718,0.889860,0.895821,0.682294,0.843826,0.881497,0.460411,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run36_sparc_1523,sparc_1523,0.524076,0.871476,0.300057,0.517043,0.711399,0.290809,0.891533,0.890313,0.668400,0.880715,0.866184,0.458512,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run36_sparc_1525,sparc_1525,1.065665,1.159941,0.356579,0.790331,0.803907,0.333992,0.940009,0.930399,0.820926,0.836322,0.678972,0.454694,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run36_sparc_1527,sparc_1527,0.931832,1.177958,0.286264,0.808607,0.859974,0.284589,0.910935,0.842538,0.805792,0.899219,0.847360,0.586454,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run36_sparc_1529,sparc_1529,1.219469,1.253567,0.955195,0.889417,0.885507,0.863510,0.787918,0.808041,0.620523,0.924836,0.920283,0.630406,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run36_sparc_1530,sparc_1530,0.755930,0.703492,0.761006,0.753454,0.696769,0.760568,0.893056,0.917453,0.853541,0.983590,0.976769,0.902841,spectrum_fno48_floor6_smooth1_qc_peak4
run37_sparc_1300,sparc_1300,0.688700,0.706768,0.648445,0.638300,0.657237,0.596058,0.921823,0.959689,0.934110,0.913013,0.864337,0.795455,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run37_sparc_1305,sparc_1305,0.888149,0.895405,0.306486,0.713042,0.722127,0.305458,0.924855,0.927750,0.768163,0.908803,0.784653,0.551744,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run37_sparc_1306,sparc_1306,0.831703,0.903207,0.612606,0.754000,0.765397,0.610258,0.860323,0.870940,0.697511,0.956455,0.934509,0.705156,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run37_sparc_1313,sparc_1313,0.671850,0.688775,0.323863,0.647077,0.673674,0.248184,0.941498,0.944075,0.801636,0.940848,0.810940,0.706759,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run37_sparc_1314,sparc_1314,0.661634,0.677447,0.322349,0.641702,0.665227,0.248834,0.941893,0.945189,0.804451,0.948771,0.811365,0.713032,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run37_sparc_1317,sparc_1317,0.682301,0.680822,0.300201,0.680290,0.674076,0.270118,0.915206,0.926463,0.800846,0.926852,0.814914,0.618625,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run37_sparc_1318,sparc_1318,0.675942,0.678371,0.286453,0.675023,0.670145,0.267338,0.929551,0.935522,0.815467,0.890511,0.724953,0.605433,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run37_sparc_1359,sparc_1359,0.661597,0.691356,0.292473,0.654501,0.690457,0.239440,0.934468,0.935367,0.804429,0.891030,0.764721,0.491874,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run37_sparc_1364,sparc_1364,0.706601,0.741375,0.317996,0.698906,0.740276,0.261097,0.929678,0.933092,0.794598,0.905930,0.786640,0.562318,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run37_sparc_1400,sparc_1400,0.650750,0.617010,0.576963,0.650348,0.616879,0.566764,0.947114,0.969381,0.946981,0.941448,0.852748,0.795467,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run37_sparc_1402,sparc_1402,0.767145,0.685954,0.433341,0.545325,0.630067,0.408029,0.928127,0.938595,0.824590,0.955368,0.877977,0.852151,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run37_sparc_1403,sparc_1403,0.828880,0.997923,0.290875,0.739810,0.777570,0.285162,0.902214,0.916415,0.762761,0.943380,0.847516,0.619261,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run37_sparc_1406,sparc_1406,0.875535,0.953271,0.348147,0.742636,0.792531,0.326127,0.934459,0.938975,0.798183,0.907098,0.900363,0.564750,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run37_sparc_1407,sparc_1407,0.742594,0.886375,0.365673,0.713404,0.766183,0.351767,0.929854,0.932022,0.767879,0.869421,0.828371,0.521363,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run37_sparc_1408,sparc_1408,0.700214,0.726219,0.361923,0.698633,0.715406,0.361862,0.920457,0.928829,0.771640,0.923624,0.920133,0.709515,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run37_sparc_1413,sparc_1413,0.682676,0.723843,0.295955,0.668526,0.712492,0.258459,0.939739,0.942277,0.799153,0.930134,0.824697,0.724695,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run37_sparc_1414,sparc_1414,0.665635,0.694709,0.319618,0.637564,0.677852,0.251505,0.940191,0.943947,0.803789,0.914833,0.798465,0.693827,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run37_sparc_1423,sparc_1423,0.672603,0.725462,0.237472,0.672586,0.704323,0.223566,0.907934,0.910277,0.792899,0.860007,0.805305,0.544526,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run37_sparc_1425,sparc_1425,0.661208,0.683139,0.223512,0.661208,0.681397,0.202909,0.930398,0.933438,0.797578,0.860206,0.666722,0.380320,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run37_sparc_1500,sparc_1500,0.575263,0.548628,0.514481,0.573510,0.547478,0.512911,0.959694,0.976979,0.952465,0.921399,0.862967,0.794613,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run37_sparc_1501,sparc_1501,1.040001,1.086836,0.621145,0.767688,0.846936,0.557335,0.925425,0.930974,0.840927,0.923043,0.910177,0.722836,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run37_sparc_1505,sparc_1505,0.788259,0.803351,0.290052,0.705759,0.719317,0.289680,0.922535,0.918304,0.774759,0.899562,0.837837,0.520964,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run37_sparc_1511,sparc_1511,0.689171,0.731701,0.339841,0.661033,0.711404,0.267091,0.939339,0.940451,0.798666,0.923624,0.866986,0.695693,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run37_sparc_1517,sparc_1517,0.672483,0.693219,0.273671,0.660044,0.685283,0.239611,0.931833,0.933275,0.795989,0.875918,0.808671,0.626783,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run37_sparc_1520,sparc_1520,0.680219,0.697758,0.281101,0.666895,0.693369,0.239830,0.935447,0.933124,0.807198,0.914491,0.843770,0.682780,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run37_sparc_1528,sparc_1528,0.689953,0.645625,0.315652,0.679579,0.639604,0.311456,0.896072,0.897757,0.752982,0.928918,0.767262,0.634359,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run38_sparc_1300,sparc_1300,0.402097,0.418647,0.360462,0.397722,0.403255,0.319710,0.984033,0.975845,0.969025,0.882050,0.604993,0.872393,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run38_sparc_1308,sparc_1308,0.632040,0.883307,0.431660,0.604731,0.770710,0.413058,0.907302,0.902518,0.739438,0.908699,0.929810,0.615063,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run38_sparc_1309,sparc_1309,0.529624,0.628075,0.327898,0.526886,0.614544,0.327839,0.910926,0.907534,0.685260,0.903866,0.882514,0.635602,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run38_sparc_1310,sparc_1310,0.532697,0.580982,0.328599,0.514772,0.559094,0.326340,0.897997,0.913761,0.712911,0.869761,0.647185,0.501841,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run38_sparc_1311,sparc_1311,0.534171,0.550916,0.325422,0.521037,0.540639,0.323289,0.897464,0.914596,0.716467,0.889022,0.580656,0.490923,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run38_sparc_1350,sparc_1350,0.492587,0.518665,0.302013,0.483592,0.497466,0.298896,0.919395,0.924601,0.736950,0.838237,0.687241,0.537871,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run38_sparc_1351,sparc_1351,0.503997,0.519388,0.307607,0.478849,0.491445,0.304713,0.926123,0.923438,0.746534,0.909424,0.779795,0.561700,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run38_sparc_1353,sparc_1353,0.436098,0.552040,0.256125,0.432569,0.552040,0.253786,0.900295,0.901463,0.704348,0.891985,0.827327,0.492052,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run38_sparc_1354,sparc_1354,0.490734,0.545533,0.308534,0.489879,0.545530,0.300358,0.857466,0.878375,0.662086,0.937282,0.815556,0.672886,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run38_sparc_1357,sparc_1357,0.505332,0.578343,0.323352,0.502859,0.567926,0.322386,0.906767,0.907056,0.707807,0.908707,0.750230,0.607502,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run38_sparc_1359,sparc_1359,0.418092,0.518727,0.255841,0.417935,0.505805,0.255831,0.907456,0.914892,0.711192,0.904420,0.860425,0.476652,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run38_sparc_1362,sparc_1362,0.418363,0.511772,0.248809,0.416981,0.505384,0.248064,0.884663,0.889330,0.674095,0.898399,0.877258,0.600198,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run38_sparc_1402,sparc_1402,0.670463,0.836551,0.515221,0.598648,0.623499,0.488113,0.892890,0.927577,0.859108,0.950840,0.887299,0.770019,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run38_sparc_1414,sparc_1414,0.563370,0.576426,0.315414,0.524036,0.534671,0.315317,0.930408,0.931505,0.761612,0.778604,0.575792,0.335857,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run38_sparc_1423,sparc_1423,1.458270,1.798826,1.463479,0.872873,0.906056,0.831185,0.793186,0.801371,0.550319,0.949659,0.859056,0.802926,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run38_sparc_1426,sparc_1426,0.805271,1.022807,0.605888,0.689992,0.826207,0.604930,0.656045,0.407982,0.589224,0.978587,0.968470,0.833682,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run38_sparc_1503,sparc_1503,0.709825,1.129050,0.468573,0.520691,0.800103,0.383068,0.903660,0.887617,0.804235,0.960722,0.933708,0.745474,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run38_sparc_1513,sparc_1513,0.584600,0.606049,0.317291,0.508764,0.552388,0.308484,0.936254,0.937172,0.766079,0.892528,0.619788,0.473939,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run38_sparc_1514,sparc_1514,0.564558,0.585245,0.305272,0.503283,0.542298,0.299143,0.930916,0.930016,0.743961,0.861736,0.676679,0.432291,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run38_sparc_1515,sparc_1515,0.541619,0.560789,0.311670,0.496627,0.524621,0.295450,0.928909,0.928509,0.742574,0.883653,0.682273,0.434017,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run38_sparc_1516,sparc_1516,0.490501,0.549567,0.312329,0.484715,0.515908,0.296007,0.924430,0.925278,0.736681,0.888655,0.723622,0.447779,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run38_sparc_1519,sparc_1519,0.496914,0.610025,0.316012,0.491562,0.575536,0.311268,0.903452,0.902931,0.706639,0.922818,0.796634,0.247648,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run39_sparc_1313,sparc_1313,0.555996,0.625182,0.293358,0.546387,0.611888,0.286616,0.914489,0.913249,0.724722,0.901942,0.721915,0.451054,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run39_sparc_1316,sparc_1316,0.550047,0.643464,0.315728,0.539470,0.626273,0.302795,0.868175,0.879041,0.623112,0.946374,0.840461,0.516097,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run39_sparc_1351,sparc_1351,0.557356,0.651829,0.308179,0.546858,0.628411,0.300654,0.902409,0.903745,0.667514,0.915893,0.704314,0.490486,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run39_sparc_1352,sparc_1352,0.567545,0.741221,0.353269,0.559749,0.664138,0.351453,0.895312,0.899014,0.672922,0.854512,0.782494,0.379279,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run39_sparc_1358,sparc_1358,0.483371,0.590785,0.264680,0.476293,0.569896,0.264456,0.886672,0.896287,0.668144,0.940736,0.906481,0.643731,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run39_sparc_1364,sparc_1364,0.537595,0.706656,0.386297,0.533081,0.664157,0.378497,0.874103,0.880024,0.648713,0.824219,0.890538,0.513322,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run39_sparc_1404,sparc_1404,0.724905,0.887346,0.342094,0.668352,0.707258,0.327505,0.900906,0.918738,0.800472,0.957927,0.942543,0.752433,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run39_sparc_1406,sparc_1406,1.169478,1.260657,0.347923,0.777401,0.810825,0.319445,0.937580,0.942980,0.809178,0.886487,0.873551,0.552443,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run39_sparc_1413,sparc_1413,0.585854,0.661513,0.290252,0.559283,0.629937,0.290251,0.907522,0.905540,0.701901,0.896848,0.763341,0.404244,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run39_sparc_1415,sparc_1415,0.558603,0.620893,0.275633,0.547457,0.586327,0.268035,0.904643,0.903992,0.690373,0.935679,0.740782,0.583319,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run39_sparc_1420,sparc_1420,0.524958,0.646845,0.279055,0.515733,0.616912,0.277781,0.898903,0.896707,0.687103,0.858792,0.896039,0.338130,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
run39_sparc_1423,sparc_1423,1.110586,1.594831,0.367182,0.769429,0.830625,0.345526,0.940393,0.951169,0.845763,0.947996,0.782930,0.554316,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth0
