key,family,relL2_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,relL2_spectrum_fno48_floor6_smooth1_qc_peak4,relL2_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom,relL2_alpha_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,relL2_alpha_spectrum_fno48_floor6_smooth1_qc_peak4,relL2_alpha_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom,patR2_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,patR2_spectrum_fno48_floor6_smooth1_qc_peak4,patR2_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom,crf_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,crf_spectrum_fno48_floor6_smooth1_qc_peak4,crf_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom,winner
run10_sparc_1300,sparc_1300,0.473958,0.468011,0.426082,0.473958,0.467559,0.425999,0.969102,0.980066,0.946829,0.911237,0.835203,0.955514,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run10_sparc_1302,sparc_1302,1.725874,2.010591,1.936259,0.891510,0.958201,0.915574,0.915161,0.931316,0.925518,0.876751,0.565947,0.924068,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run10_sparc_1305,sparc_1305,1.033249,1.359383,1.367617,0.767044,0.832664,0.838997,0.908107,0.913037,0.915506,0.770080,0.543004,0.908171,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run10_sparc_1306,sparc_1306,0.987921,1.060983,0.979814,0.789869,0.787666,0.829135,0.882125,0.896296,0.912985,0.938200,0.881919,0.897652,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run10_sparc_1307,sparc_1307,0.623549,0.694049,0.613855,0.612457,0.680527,0.613155,0.880310,0.907545,0.905758,0.975480,0.950186,0.977946,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run10_sparc_1319,sparc_1319,0.634834,0.789359,0.634988,0.623362,0.754848,0.621294,0.885322,0.875940,0.886331,0.938039,0.698815,0.960299,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run10_sparc_1360,sparc_1360,0.518886,0.804488,0.521037,0.514780,0.749382,0.516695,0.896313,0.891935,0.906298,0.924466,0.891672,0.915927,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run10_sparc_1361,sparc_1361,0.493879,0.816923,0.503331,0.492533,0.745036,0.500356,0.890172,0.881799,0.887087,0.933963,0.903984,0.939447,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run10_sparc_1364,sparc_1364,0.549323,0.645901,0.573366,0.549138,0.644044,0.573209,0.882216,0.887226,0.879792,0.834555,0.600333,0.885902,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run10_sparc_1407,sparc_1407,1.154886,1.323896,1.461963,0.874880,0.837334,0.911852,0.898102,0.924528,0.921144,0.889174,0.875175,0.864027,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run10_sparc_1412,sparc_1412,0.525755,0.773905,0.605208,0.525721,0.770780,0.601524,0.892217,0.889862,0.937531,0.821221,0.443581,0.935264,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run10_sparc_1420,sparc_1420,0.739863,0.858817,0.764720,0.739625,0.852000,0.764634,0.893103,0.884180,0.880521,0.854617,0.799323,0.937224,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run10_sparc_1440,sparc_1440,0.977739,1.525237,1.397552,0.898255,0.882251,0.869193,0.865319,0.864623,0.885041,0.675039,0.860264,0.878281,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run10_sparc_1441,sparc_1441,0.968591,1.452417,1.344201,0.898970,0.876183,0.868026,0.870424,0.871650,0.891685,0.722492,0.854401,0.858130,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run10_sparc_1515,sparc_1515,0.927250,0.970241,0.994554,0.916113,0.945840,0.964490,0.825221,0.815760,0.805747,0.978456,0.916321,0.979572,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run11_sparc_1308,sparc_1308,0.857397,0.912532,0.771839,0.837433,0.877834,0.763627,0.782450,0.835405,0.857432,0.956224,0.888503,0.922699,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run11_sparc_1309,sparc_1309,0.660678,1.023566,0.588481,0.623271,0.850380,0.583036,0.877333,0.882779,0.870113,0.808812,0.872677,0.960404,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run11_sparc_1310,sparc_1310,0.594817,0.905658,0.580956,0.593553,0.827202,0.580912,0.890412,0.886648,0.939689,0.829530,0.797830,0.911220,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run11_sparc_1316,sparc_1316,0.545703,0.834315,0.565313,0.539862,0.799520,0.562363,0.888340,0.876221,0.887130,0.962973,0.752481,0.949575,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run11_sparc_1349,sparc_1349,0.552024,0.845251,0.567480,0.551906,0.826833,0.567466,0.883970,0.888750,0.887312,0.834328,0.727920,0.903251,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run11_sparc_1350,sparc_1350,0.583290,1.029436,0.559751,0.572802,0.867233,0.558709,0.913589,0.893539,0.950936,0.870739,0.901279,0.888245,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run11_sparc_1361,sparc_1361,0.474578,0.583330,0.485804,0.471525,0.574852,0.479895,0.888673,0.886129,0.890817,0.843154,0.747147,0.972025,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run11_sparc_1401,sparc_1401,0.497916,0.562898,0.543595,0.497907,0.552123,0.541666,0.892668,0.909477,0.894315,0.941488,0.925076,0.939417,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run11_sparc_1407,sparc_1407,0.796767,0.868676,0.728897,0.707571,0.742678,0.684542,0.923240,0.923399,0.923140,0.875368,0.801450,0.932941,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run11_sparc_1410,sparc_1410,0.559885,1.054115,0.567372,0.558264,0.867885,0.562615,0.893651,0.893949,0.935417,0.818720,0.846851,0.912863,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run11_sparc_1413,sparc_1413,0.567479,0.984902,0.576843,0.567464,0.854648,0.574535,0.893327,0.886621,0.949731,0.870144,0.853805,0.873950,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run11_sparc_1414,sparc_1414,0.545394,0.847389,0.559520,0.543904,0.807055,0.555749,0.881157,0.881977,0.931915,0.847589,0.826176,0.867546,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run11_sparc_1421,sparc_1421,0.600257,0.755865,0.570553,0.585491,0.741396,0.561521,0.886007,0.857872,0.857671,0.768431,0.888328,0.985127,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run11_sparc_1425,sparc_1425,0.994843,1.311207,1.204307,0.748528,0.892052,0.863072,0.890737,0.735911,0.772451,0.822659,0.713322,0.972622,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run11_sparc_1427,sparc_1427,0.844520,0.954139,0.741613,0.718496,0.814251,0.662765,0.622592,0.741548,0.644250,0.978710,0.948504,0.981997,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run11_sparc_1429,sparc_1429,0.776570,0.785166,0.775945,0.774681,0.780048,0.775937,0.866658,0.860571,0.861518,0.973031,0.856216,0.974545,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run11_sparc_1503,sparc_1503,0.555272,0.948372,0.641657,0.554248,0.764955,0.612376,0.919632,0.907067,0.913454,0.886285,0.886046,0.971433,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run11_sparc_1515,sparc_1515,0.538569,0.635945,0.527141,0.538106,0.635545,0.527121,0.889351,0.879998,0.934509,0.841596,0.324720,0.884794,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run11_sparc_1519,sparc_1519,0.537793,0.779615,0.625850,0.535151,0.750890,0.613121,0.856214,0.842153,0.830249,0.856705,0.884174,0.967021,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run11_sparc_1520,sparc_1520,0.510811,0.669329,0.539788,0.510802,0.645511,0.535382,0.869658,0.885385,0.887477,0.774560,0.830988,0.966862,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run11_sparc_1521,sparc_1521,0.654748,0.851567,0.585341,0.637299,0.791243,0.567963,0.877297,0.874224,0.861395,0.733594,0.864011,0.956793,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run12_sparc_1300,sparc_1300,0.391896,0.414612,0.437326,0.391765,0.411106,0.437192,0.984914,0.991262,0.988575,0.969198,0.923728,0.987778,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run12_sparc_1301,sparc_1301,0.640432,0.627342,0.585489,0.624450,0.619993,0.585280,0.951808,0.951394,0.948222,0.844912,0.914491,0.988856,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run12_sparc_1308,sparc_1308,0.959965,1.118520,0.992303,0.739005,0.790862,0.729620,0.929784,0.929904,0.930058,0.827083,0.808322,0.909608,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run12_sparc_1313,sparc_1313,0.593981,0.656968,0.597071,0.565444,0.604727,0.566577,0.896982,0.900990,0.934503,0.950137,0.691554,0.912752,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run12_sparc_1314,sparc_1314,0.598456,0.638866,0.595941,0.563309,0.594111,0.563468,0.896367,0.901795,0.936799,0.952157,0.684592,0.888230,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run12_sparc_1316,sparc_1316,0.552794,0.599565,0.565080,0.550619,0.578918,0.561539,0.896400,0.900629,0.907222,0.974485,0.734590,0.903373,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run12_sparc_1319,sparc_1319,0.529319,0.626470,0.554508,0.526318,0.606104,0.546655,0.908744,0.908965,0.947175,0.896090,0.833698,0.926206,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run12_sparc_1350,sparc_1350,0.593982,0.656990,0.597070,0.565442,0.604740,0.566577,0.896983,0.900990,0.934503,0.950155,0.691434,0.912752,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run12_sparc_1357,sparc_1357,0.554027,0.736210,0.564376,0.538355,0.671582,0.543999,0.880211,0.874721,0.922907,0.891620,0.778645,0.941946,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run12_sparc_1360,sparc_1360,0.487979,0.601817,0.494390,0.482793,0.600816,0.491034,0.903784,0.906528,0.915726,0.919298,0.912464,0.908017,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run12_sparc_1361,sparc_1361,0.457601,0.571598,0.469717,0.457555,0.559597,0.469057,0.906609,0.908108,0.914157,0.920390,0.934345,0.948849,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run12_sparc_1362,sparc_1362,0.448083,0.566142,0.463771,0.443673,0.535859,0.457611,0.906237,0.905744,0.895282,0.954653,0.942989,0.975547,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run12_sparc_1407,sparc_1407,0.774609,0.953902,0.800728,0.706637,0.770126,0.730366,0.928504,0.937950,0.946136,0.912369,0.878982,0.945056,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run12_sparc_1408,sparc_1408,0.798165,0.975467,0.814999,0.707352,0.767374,0.698207,0.919593,0.928454,0.948614,0.848485,0.838206,0.878957,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run12_sparc_1410,sparc_1410,0.645993,0.797967,0.774467,0.645547,0.685303,0.662375,0.896387,0.896745,0.847727,0.958982,0.941173,0.981297,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run12_sparc_1414,sparc_1414,0.559504,0.606344,0.565372,0.550010,0.591727,0.549575,0.927580,0.926476,0.946439,0.882474,0.707753,0.905995,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run12_sparc_1421,sparc_1421,0.550496,0.656969,0.558258,0.543253,0.624883,0.549146,0.902037,0.903686,0.906060,0.876076,0.658392,0.846739,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run12_sparc_1428,sparc_1428,0.905671,1.032507,1.041917,0.727200,0.778691,0.788984,0.838801,0.772120,0.793273,0.879522,0.712521,0.959991,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run12_sparc_1504,sparc_1504,0.750788,0.821828,0.721207,0.708154,0.734404,0.695170,0.881908,0.881758,0.911842,0.918493,0.848255,0.900953,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run12_sparc_1507,sparc_1507,0.843967,1.096960,0.875317,0.707245,0.786806,0.731996,0.927579,0.938146,0.946626,0.845225,0.885337,0.922500,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run12_sparc_1509,sparc_1509,1.054292,0.886651,1.105899,0.696759,0.688196,0.724522,0.916571,0.921441,0.942367,0.888925,0.854860,0.904256,spectrum_fno48_floor6_smooth1_qc_peak4
run12_sparc_1516,sparc_1516,0.517744,0.575326,0.521354,0.517115,0.565945,0.520938,0.915221,0.910010,0.919375,0.879569,0.784109,0.925152,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run12_sparc_1521,sparc_1521,0.529944,0.655781,0.537833,0.519728,0.623719,0.530183,0.894810,0.894281,0.893919,0.861746,0.753958,0.919517,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run12_sparc_1522,sparc_1522,0.511696,0.639269,0.518679,0.504549,0.608194,0.511989,0.904728,0.903547,0.908252,0.872874,0.764078,0.949323,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run12_sparc_1528,sparc_1528,0.658220,0.838390,0.756268,0.650218,0.767693,0.715325,0.919022,0.930002,0.938947,0.881339,0.678775,0.909449,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run13_sparc_1304,sparc_1304,0.887040,1.099672,1.164933,0.776623,0.883996,0.830501,0.891119,0.890898,0.920022,0.973385,0.961918,0.964802,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run13_sparc_1306,sparc_1306,0.991850,1.091385,1.108762,0.885102,0.926306,0.931873,0.830017,0.769378,0.783215,0.942454,0.947713,0.952532,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run13_sparc_1313,sparc_1313,0.646173,1.140691,0.624242,0.605011,0.876075,0.597574,0.915985,0.898481,0.961252,0.755052,0.879791,0.857217,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run13_sparc_1353,sparc_1353,0.574429,0.921286,0.566375,0.569010,0.839989,0.555288,0.882626,0.884662,0.901980,0.804008,0.813465,0.898507,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run13_sparc_1365,sparc_1365,0.498865,0.815368,0.484525,0.492377,0.726499,0.480258,0.861310,0.862119,0.865706,0.870768,0.929010,0.942114,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run13_sparc_1400,sparc_1400,1.482577,1.242271,1.310329,0.998627,0.999978,0.921498,0.963573,0.969164,0.963951,0.965568,0.926281,0.983139,spectrum_fno48_floor6_smooth1_qc_peak4
run13_sparc_1407,sparc_1407,1.367603,1.546895,1.382323,0.869819,0.890639,0.883118,0.909855,0.911549,0.919100,0.924108,0.728334,0.928313,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run13_sparc_1410,sparc_1410,0.544388,0.959493,0.585248,0.544130,0.956470,0.585190,0.893161,0.902176,0.893557,0.614104,0.252165,0.911114,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run13_sparc_1413,sparc_1413,0.538520,0.955240,0.560468,0.538162,0.951624,0.559899,0.922526,0.931415,0.957004,0.651648,0.251430,0.856888,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run13_sparc_1417,sparc_1417,0.582613,0.913535,0.584070,0.581404,0.892777,0.583189,0.926644,0.939628,0.951021,0.650219,0.242498,0.865072,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run13_sparc_1421,sparc_1421,0.606630,0.723359,0.597829,0.606160,0.707224,0.597494,0.902120,0.837510,0.911076,0.790937,0.472096,0.954200,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run13_sparc_1422,sparc_1422,0.547192,0.873685,0.598111,0.546140,0.789186,0.597875,0.869910,0.913147,0.865184,0.738183,0.190663,0.861518,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run13_sparc_1425,sparc_1425,0.766873,0.794778,0.774194,0.766727,0.782759,0.747302,-0.183376,0.300505,0.331056,0.989257,0.985160,0.989417,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run13_sparc_1501,sparc_1501,0.676103,0.662122,0.644316,0.675349,0.660145,0.642959,0.856025,0.888079,0.879465,0.950287,0.925410,0.964865,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run13_sparc_1510,sparc_1510,0.545263,0.960610,0.609394,0.543507,0.958342,0.593368,0.900347,0.923864,0.909757,0.841167,0.251352,0.885193,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run13_sparc_1514,sparc_1514,0.559033,0.954035,0.581960,0.551968,0.950989,0.569915,0.905186,0.940773,0.958076,0.797652,0.251309,0.927550,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run13_sparc_1523,sparc_1523,0.833436,0.829825,0.988534,0.832933,0.798178,0.982970,0.619954,0.757151,0.337786,0.889932,0.556851,0.983905,spectrum_fno48_floor6_smooth1_qc_peak4
run13_sparc_1527,sparc_1527,1.082617,1.063572,1.406842,0.798774,0.818216,0.857199,0.872083,0.885083,0.836478,0.916016,0.844278,0.958970,spectrum_fno48_floor6_smooth1_qc_peak4
run14_sparc_1305,sparc_1305,0.687374,0.673063,0.654750,0.675001,0.665031,0.648610,0.918315,0.919688,0.911446,0.952244,0.928707,0.969348,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run14_sparc_1306,sparc_1306,0.706512,0.739499,0.734713,0.628463,0.694922,0.672926,0.901668,0.888547,0.891702,0.882683,0.802624,0.940125,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run14_sparc_1307,sparc_1307,0.666359,0.712742,0.689659,0.654288,0.684529,0.670605,0.890711,0.894272,0.887338,0.929999,0.903637,0.955728,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run14_sparc_1309,sparc_1309,1.476352,1.540902,1.681190,0.926335,0.958745,0.961904,0.853933,0.829802,0.771557,0.930147,0.929179,0.950864,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run14_sparc_1315,sparc_1315,0.801747,0.812811,0.797355,0.800970,0.812108,0.797272,0.909206,0.911267,0.898556,0.958484,0.932064,0.961291,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run14_sparc_1358,sparc_1358,0.712683,0.719543,0.868399,0.622446,0.630986,0.688182,0.909362,0.914092,0.880928,0.852183,0.757462,0.913156,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run14_sparc_1359,sparc_1359,0.774465,0.771345,0.768594,0.686595,0.700112,0.689573,0.888407,0.897056,0.901937,0.907928,0.859038,0.931351,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run14_sparc_1364,sparc_1364,0.809103,0.916679,0.846632,0.719028,0.839468,0.748124,0.902238,0.902168,0.868244,0.947450,0.913148,0.970210,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run14_sparc_1404,sparc_1404,0.728851,0.696524,0.696906,0.702949,0.649781,0.669918,0.922755,0.934194,0.922874,0.924249,0.924528,0.948304,spectrum_fno48_floor6_smooth1_qc_peak4
run14_sparc_1411,sparc_1411,0.677826,0.701943,0.675218,0.677686,0.701871,0.673353,0.910439,0.910421,0.925713,0.934575,0.869888,0.957993,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run14_sparc_1415,sparc_1415,0.783333,0.831603,0.746801,0.783333,0.829932,0.745335,0.887185,0.897672,0.903027,0.972266,0.963237,0.960005,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run14_sparc_1424,sparc_1424,0.736261,0.760440,0.742851,0.716010,0.733511,0.733978,0.873965,0.884487,0.891191,0.915237,0.872107,0.941435,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run14_sparc_1428,sparc_1428,0.699832,0.757075,0.749097,0.684627,0.685240,0.697094,0.894275,0.903294,0.885258,0.959155,0.939550,0.970133,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run14_sparc_1429,sparc_1429,0.795917,0.808231,0.735923,0.773705,0.769271,0.712606,0.921637,0.928463,0.931232,0.965166,0.969831,0.957386,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run14_sparc_1504,sparc_1504,0.686932,0.652820,0.681479,0.686795,0.650483,0.679965,0.920817,0.933409,0.927103,0.923602,0.904790,0.957371,spectrum_fno48_floor6_smooth1_qc_peak4
run14_sparc_1505,sparc_1505,0.677938,0.670977,0.700537,0.672724,0.665555,0.695493,0.919130,0.918206,0.908517,0.969439,0.955307,0.975256,spectrum_fno48_floor6_smooth1_qc_peak4
run14_sparc_1510,sparc_1510,0.716972,0.789455,0.735122,0.705803,0.761593,0.708867,0.915477,0.920231,0.919196,0.894830,0.837523,0.948513,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run14_sparc_1514,sparc_1514,0.636552,0.673521,0.660357,0.622072,0.652407,0.620051,0.918871,0.923789,0.917473,0.924481,0.844886,0.925972,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run14_sparc_1518,sparc_1518,0.574705,0.627354,0.548924,0.566807,0.615880,0.544119,0.909507,0.915857,0.893978,0.913227,0.821909,0.898020,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run14_sparc_1519,sparc_1519,0.839228,0.794984,1.215088,0.693482,0.678828,0.662432,0.872360,0.888124,0.861131,0.949827,0.966263,0.965880,spectrum_fno48_floor6_smooth1_qc_peak4
run14_sparc_1520,sparc_1520,0.891578,0.845113,0.811279,0.793335,0.767542,0.738212,0.856448,0.884698,0.879025,0.957969,0.935093,0.945042,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run14_sparc_1522,sparc_1522,1.259000,1.398347,1.226374,0.864910,0.899808,0.881042,0.847744,0.861590,0.853585,0.962385,0.978001,0.978168,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run14_sparc_1593,sparc_1593,0.573788,0.592924,0.508831,0.557080,0.588763,0.508457,0.948675,0.956729,0.959898,0.938752,0.819645,0.939913,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run15_sparc_1301,sparc_1301,0.519763,0.562529,0.675567,0.518895,0.561088,0.649478,0.857243,0.895480,0.861446,0.868916,0.845806,0.949177,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run15_sparc_1307,sparc_1307,0.946658,1.163701,0.953694,0.886129,0.914321,0.850909,0.860878,0.849704,0.795255,0.956587,0.924886,0.940556,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run15_sparc_1314,sparc_1314,0.537914,0.558714,0.544956,0.503041,0.506639,0.503805,0.918720,0.919011,0.946823,0.898359,0.762461,0.905163,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run15_sparc_1317,sparc_1317,0.510020,0.535215,0.495641,0.489103,0.512491,0.488373,0.908439,0.911877,0.904448,0.893968,0.718804,0.904912,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run15_sparc_1318,sparc_1318,0.480657,0.494577,0.471748,0.470312,0.492080,0.470891,0.926967,0.928857,0.949984,0.873628,0.603492,0.844565,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run15_sparc_1349,sparc_1349,0.478670,0.609153,0.475835,0.455193,0.554345,0.454074,0.905658,0.905389,0.895096,0.936071,0.872733,0.929615,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run15_sparc_1350,sparc_1350,0.553232,0.565869,0.541592,0.503695,0.510363,0.501633,0.918056,0.919531,0.950988,0.884885,0.786623,0.912738,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run15_sparc_1351,sparc_1351,0.525712,0.556610,0.521041,0.499739,0.506175,0.498541,0.909855,0.911333,0.896276,0.871625,0.817068,0.960074,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run15_sparc_1363,sparc_1363,0.441163,0.521838,0.454743,0.439173,0.504632,0.451955,0.889080,0.890511,0.868781,0.961030,0.805812,0.946223,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run15_sparc_1408,sparc_1408,0.841940,0.903142,0.696702,0.747693,0.820025,0.692475,0.811970,0.737819,0.825414,0.986511,0.982100,0.983691,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run15_sparc_1414,sparc_1414,0.536934,0.562536,0.540748,0.536229,0.558558,0.540295,0.916828,0.912861,0.923671,0.888325,0.802152,0.887841,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run15_sparc_1418,sparc_1418,0.471615,0.521032,0.492743,0.471533,0.520143,0.492539,0.905773,0.907538,0.896030,0.941043,0.619824,0.932262,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run15_sparc_1440,sparc_1440,0.517266,0.894766,0.508339,0.516780,0.802966,0.494906,0.889674,0.866290,0.949303,0.976511,0.942139,0.954969,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run15_sparc_1503,sparc_1503,0.696458,0.742514,0.864952,0.586330,0.742102,0.657436,0.889474,0.886294,0.795722,0.968957,0.813018,0.981608,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run15_sparc_1506,sparc_1506,0.548579,1.083373,0.532460,0.548098,0.835134,0.528046,0.852880,0.662437,0.760113,0.979407,0.973762,0.987145,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run15_sparc_1513,sparc_1513,0.577184,0.634225,0.590168,0.525773,0.546790,0.524534,0.925713,0.925891,0.927009,0.907144,0.768329,0.909922,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run15_sparc_1526,sparc_1526,0.555603,0.599679,0.561861,0.551617,0.597177,0.558367,0.891207,0.871301,0.879948,0.935096,0.862474,0.966029,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run15_sparc_1530,sparc_1530,0.521833,0.544635,0.528478,0.516353,0.532503,0.497206,0.887433,0.899857,0.933845,0.992439,0.990654,0.951189,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run16_sparc_1304,sparc_1304,0.641663,0.744286,0.708864,0.637836,0.705739,0.667408,0.936271,0.940732,0.935152,0.885846,0.792997,0.957744,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run16_sparc_1307,sparc_1307,0.965112,0.995518,0.934770,0.687737,0.737240,0.739032,0.925180,0.920684,0.894148,0.922197,0.830009,0.937832,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run16_sparc_1309,sparc_1309,1.087268,1.463850,0.784679,0.683627,0.702551,0.632459,0.930322,0.926468,0.934088,0.942086,0.822449,0.860031,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run16_sparc_1310,sparc_1310,0.614770,0.564742,0.708626,0.543136,0.500989,0.536989,0.925159,0.929616,0.914352,0.907399,0.816240,0.921061,spectrum_fno48_floor6_smooth1_qc_peak4
run16_sparc_1311,sparc_1311,0.526328,0.485009,0.519645,0.522977,0.483474,0.498639,0.922250,0.931677,0.916897,0.752526,0.659031,0.833540,spectrum_fno48_floor6_smooth1_qc_peak4
