key,family,relL2_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,relL2_spectrum_fno48_floor6_smooth1_qc_peak4,relL2_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom,relL2_alpha_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,relL2_alpha_spectrum_fno48_floor6_smooth1_qc_peak4,relL2_alpha_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom,patR2_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,patR2_spectrum_fno48_floor6_smooth1_qc_peak4,patR2_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom,crf_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,crf_spectrum_fno48_floor6_smooth1_qc_peak4,crf_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom,winner
run84_sparc_1522,sparc_1522,0.772826,0.759151,0.791912,0.747517,0.730841,0.757579,0.893199,0.887023,0.874342,0.881027,0.775045,0.893532,spectrum_fno48_floor6_smooth1_qc_peak4
run84_sparc_1528,sparc_1528,0.817545,0.830772,0.805419,0.760198,0.762795,0.746036,0.851189,0.880686,0.836521,0.970759,0.949512,0.962990,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run85_sparc_1304,sparc_1304,0.652092,0.685557,0.658625,0.643985,0.672914,0.645532,0.928266,0.927415,0.916180,0.952198,0.920885,0.962947,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run85_sparc_1317,sparc_1317,0.712041,0.906571,0.614283,0.676606,0.784456,0.610469,0.865242,0.881200,0.902054,0.927460,0.896656,0.928195,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run85_sparc_1351,sparc_1351,0.722028,0.836239,0.777425,0.717275,0.824726,0.769214,0.897927,0.920453,0.922110,0.826702,0.807562,0.906208,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run85_sparc_1358,sparc_1358,0.563293,0.670304,0.564961,0.532448,0.668749,0.559870,0.915107,0.925982,0.913456,0.809406,0.817305,0.925498,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run85_sparc_1363,sparc_1363,0.571779,0.710439,0.592992,0.571767,0.700301,0.591529,0.919368,0.909806,0.888637,0.810934,0.846085,0.936714,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run85_sparc_1365,sparc_1365,0.592728,0.765707,0.620867,0.591887,0.738070,0.605703,0.851071,0.877448,0.881676,0.903976,0.869669,0.934648,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run85_sparc_1403,sparc_1403,0.837906,1.099606,0.677890,0.633246,0.715191,0.600434,0.948343,0.950863,0.966397,0.918192,0.852697,0.879375,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run85_sparc_1406,sparc_1406,0.724061,0.936089,0.780812,0.668845,0.716332,0.684944,0.942219,0.947191,0.946596,0.890355,0.744410,0.918499,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run85_sparc_1408,sparc_1408,0.694721,0.689182,0.622646,0.576182,0.587123,0.606508,0.936929,0.932295,0.912098,0.872754,0.831078,0.963386,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run85_sparc_1413,sparc_1413,0.620718,0.699688,0.652232,0.620621,0.667880,0.628246,0.902112,0.907791,0.942914,0.932954,0.765861,0.936126,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run85_sparc_1414,sparc_1414,0.626169,0.672981,0.617924,0.623070,0.648068,0.612297,0.939225,0.926778,0.929597,0.890157,0.780817,0.974932,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run85_sparc_1416,sparc_1416,1.287315,1.723099,0.967094,0.719372,0.784448,0.675258,0.910921,0.886376,0.869014,0.940361,0.857701,0.954159,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run85_sparc_1423,sparc_1423,0.755349,0.917277,0.680123,0.656340,0.668061,0.626306,0.949537,0.950390,0.930250,0.881911,0.786461,0.960117,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run85_sparc_1441,sparc_1441,0.760621,0.945542,0.772142,0.661853,0.722790,0.651548,0.939361,0.943065,0.944170,0.913819,0.608664,0.918478,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run85_sparc_1507,sparc_1507,0.820365,0.963291,0.780510,0.717597,0.763451,0.699831,0.951874,0.949351,0.943943,0.921137,0.789314,0.921801,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run85_sparc_1510,sparc_1510,0.640231,0.737536,0.687301,0.639995,0.633156,0.685728,0.900134,0.908852,0.932649,0.915548,0.771530,0.934609,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run85_sparc_1518,sparc_1518,0.664214,0.929829,0.676412,0.664020,0.741145,0.662824,0.929053,0.930571,0.925635,0.943276,0.877095,0.922173,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run86_sparc_1301,sparc_1301,0.616160,0.949300,0.676767,0.614722,0.772134,0.633496,0.905618,0.902159,0.935174,0.882006,0.856150,0.944172,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run86_sparc_1304,sparc_1304,1.254123,1.325433,1.153830,0.781348,0.805852,0.783793,0.911190,0.932725,0.937313,0.969104,0.783980,0.962097,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run86_sparc_1350,sparc_1350,0.627372,1.035308,0.640299,0.589204,0.750295,0.601352,0.912007,0.902223,0.953469,0.935590,0.639279,0.869450,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run86_sparc_1353,sparc_1353,0.527475,0.725659,0.534103,0.518669,0.673592,0.524767,0.881217,0.880513,0.893502,0.899919,0.765187,0.911907,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run86_sparc_1354,sparc_1354,0.882265,0.860189,0.857287,0.879113,0.859339,0.856725,0.838109,0.835127,0.852479,0.971409,0.847384,0.980779,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run86_sparc_1361,sparc_1361,0.497011,0.749023,0.527295,0.492764,0.703059,0.519285,0.901845,0.898942,0.905915,0.942399,0.802965,0.896273,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run86_sparc_1401,sparc_1401,0.724041,0.985678,0.803530,0.677011,0.784579,0.705185,0.924683,0.906006,0.876519,0.932291,0.879526,0.968263,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run86_sparc_1413,sparc_1413,0.583186,0.672564,0.639589,0.583171,0.670278,0.621601,0.852845,0.828777,0.937956,0.921393,0.835166,0.832895,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run86_sparc_1422,sparc_1422,0.668812,0.781062,0.701358,0.668803,0.780484,0.701276,0.879929,0.875118,0.869838,0.895637,0.813166,0.938352,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run86_sparc_1423,sparc_1423,0.749877,0.814483,0.891432,0.641851,0.665605,0.701812,0.937087,0.943888,0.929860,0.830717,0.557832,0.921509,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run86_sparc_1428,sparc_1428,0.978338,1.256545,0.951978,0.721427,0.804820,0.714484,0.736264,0.716189,0.667397,0.954429,0.818717,0.974683,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run86_sparc_1441,sparc_1441,0.726904,1.322724,0.794836,0.666012,0.852925,0.705163,0.916425,0.924161,0.949574,0.692331,0.809931,0.826383,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run86_sparc_1504,sparc_1504,0.820963,1.260276,0.914064,0.716151,0.843135,0.758208,0.911521,0.914864,0.928970,0.924397,0.861203,0.927722,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run86_sparc_1506,sparc_1506,0.915647,1.259479,1.056242,0.720444,0.841331,0.777084,0.929286,0.929983,0.925146,0.804654,0.862941,0.892980,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run86_sparc_1514,sparc_1514,0.737448,0.824497,0.854304,0.737415,0.821881,0.851865,0.898523,0.875735,0.840475,0.951905,0.692476,0.967249,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run86_sparc_1519,sparc_1519,0.701444,0.824400,0.667373,0.678215,0.791226,0.620757,0.889794,0.889903,0.903562,0.897942,0.692921,0.941439,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run86_sparc_1524,sparc_1524,0.590365,0.766113,0.624611,0.567431,0.759207,0.613498,0.444148,0.452417,0.539203,0.951908,0.714216,0.968216,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run86_sparc_1525,sparc_1525,0.777162,0.973556,0.934140,0.653094,0.768581,0.715209,0.931165,0.934736,0.936796,0.723857,0.664844,0.910745,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run86_sparc_1527,sparc_1527,0.716882,0.914465,0.852474,0.664573,0.756890,0.757699,0.937138,0.926558,0.935054,0.748510,0.751705,0.847192,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run87_sparc_1305,sparc_1305,0.899045,1.172335,1.132197,0.757397,0.809278,0.790320,0.900451,0.890571,0.913443,0.903557,0.870196,0.947762,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run87_sparc_1310,sparc_1310,0.573915,0.719253,0.599007,0.544641,0.647001,0.553755,0.906600,0.907644,0.935593,0.927549,0.722792,0.879582,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run87_sparc_1317,sparc_1317,0.584801,0.750365,0.594825,0.548043,0.641525,0.546789,0.894399,0.895073,0.917601,0.894976,0.841127,0.896792,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run87_sparc_1319,sparc_1319,0.584192,0.723125,0.569851,0.543499,0.656291,0.538897,0.891633,0.887450,0.929547,0.845394,0.884141,0.905923,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run87_sparc_1349,sparc_1349,0.559930,0.758033,0.575606,0.515189,0.637840,0.531916,0.882105,0.887518,0.868471,0.931276,0.829760,0.953037,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run87_sparc_1351,sparc_1351,0.565488,0.672685,0.572464,0.532202,0.605595,0.545789,0.890893,0.887855,0.877728,0.886854,0.700475,0.934550,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run87_sparc_1353,sparc_1353,0.517548,0.673421,0.521559,0.501034,0.622097,0.510593,0.900320,0.893318,0.886766,0.898917,0.861157,0.933966,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run87_sparc_1356,sparc_1356,0.561546,0.702944,0.618527,0.541621,0.626331,0.574415,0.879410,0.883731,0.855883,0.898756,0.856191,0.903098,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run87_sparc_1360,sparc_1360,0.546954,0.713713,0.528332,0.507834,0.640646,0.506114,0.894430,0.894210,0.891640,0.947684,0.794335,0.922747,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run87_sparc_1362,sparc_1362,0.507819,0.668151,0.524989,0.493761,0.615236,0.514762,0.905174,0.900112,0.896618,0.950943,0.923634,0.961527,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run87_sparc_1402,sparc_1402,0.363177,0.823828,0.571500,0.359957,0.632400,0.511435,0.905283,0.912812,0.919377,0.957749,0.910412,0.962754,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run87_sparc_1414,sparc_1414,0.593559,0.724105,0.606113,0.546919,0.621117,0.553685,0.909088,0.905156,0.938636,0.884282,0.779535,0.908203,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run87_sparc_1423,sparc_1423,1.063379,1.449754,1.368073,0.809868,0.873201,0.872503,0.845770,0.887589,0.842810,0.891787,0.845150,0.961928,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run87_sparc_1426,sparc_1426,1.076622,1.398875,1.310115,0.807218,0.872241,0.839560,0.914565,0.905619,0.895082,0.851656,0.797016,0.925439,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run87_sparc_1428,sparc_1428,1.093771,1.261883,1.275526,0.820926,0.855224,0.851191,0.920958,0.904900,0.890070,0.905098,0.749729,0.958891,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run87_sparc_1506,sparc_1506,0.799382,1.021378,0.838296,0.685800,0.768627,0.694245,0.880667,0.901659,0.856801,0.968361,0.941632,0.977493,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run87_sparc_1507,sparc_1507,0.625061,1.023854,0.674377,0.611683,0.748577,0.614815,0.920839,0.929319,0.938178,0.970958,0.958947,0.973795,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run87_sparc_1509,sparc_1509,0.544227,0.694603,0.554518,0.544206,0.670396,0.554495,0.907358,0.905643,0.900254,0.889601,0.930740,0.925890,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run87_sparc_1511,sparc_1511,0.553982,0.667266,0.571187,0.532792,0.612359,0.551358,0.917041,0.912815,0.956492,0.884448,0.818518,0.859078,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run87_sparc_1517,sparc_1517,0.553303,0.675208,0.540487,0.540113,0.636719,0.534911,0.899031,0.896993,0.910178,0.860316,0.811744,0.889244,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run87_sparc_1521,sparc_1521,0.618141,1.159005,0.585026,0.602467,0.895326,0.578290,0.885737,0.872044,0.756264,0.912587,0.950017,0.963310,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run87_sparc_1523,sparc_1523,0.505462,0.853357,0.633783,0.503524,0.706362,0.586756,0.892202,0.892582,0.875482,0.732582,0.874031,0.930292,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run87_sparc_1524,sparc_1524,0.642116,0.963786,0.843998,0.616747,0.745834,0.720072,0.880721,0.877687,0.834290,0.909795,0.882277,0.947475,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run87_sparc_1526,sparc_1526,0.804777,1.114616,0.911087,0.732667,0.801788,0.767761,0.896500,0.911537,0.904009,0.948898,0.776047,0.952990,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run87_sparc_1528,sparc_1528,1.054332,1.127610,1.326811,0.789912,0.818776,0.840559,0.844610,0.845138,0.799987,0.909826,0.854487,0.952467,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run88_sparc_1307,sparc_1307,0.659981,0.983890,0.810702,0.634084,0.782738,0.722625,0.770379,0.807986,0.670884,0.965860,0.961042,0.970947,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run88_sparc_1315,sparc_1315,0.539831,0.529847,0.554160,0.539609,0.527626,0.549788,0.930601,0.930523,0.935906,0.905854,0.884869,0.869199,spectrum_fno48_floor6_smooth1_qc_peak4
run88_sparc_1349,sparc_1349,0.582584,0.737538,0.607163,0.570306,0.668065,0.582900,0.905413,0.904837,0.896661,0.847164,0.903935,0.898299,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run88_sparc_1353,sparc_1353,0.633982,0.740852,0.674491,0.578513,0.687383,0.600066,0.905537,0.907989,0.885769,0.857698,0.897116,0.886747,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run88_sparc_1356,sparc_1356,0.634610,0.750370,0.665231,0.614444,0.708082,0.630737,0.912218,0.912438,0.904226,0.930810,0.897474,0.934128,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run88_sparc_1361,sparc_1361,0.550746,0.616339,0.556673,0.513208,0.563534,0.514795,0.916179,0.922683,0.916736,0.930940,0.854849,0.947195,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run88_sparc_1363,sparc_1363,0.675541,0.734914,0.777743,0.648672,0.704319,0.723810,0.909057,0.904159,0.894903,0.888034,0.907641,0.921606,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run88_sparc_1404,sparc_1404,0.686695,0.667341,0.636116,0.666817,0.647375,0.621604,0.910953,0.919100,0.914224,0.979835,0.912972,0.970517,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run88_sparc_1406,sparc_1406,0.589341,0.650489,0.592199,0.580221,0.608631,0.577044,0.921486,0.925311,0.925032,0.947326,0.871033,0.948447,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run88_sparc_1409,sparc_1409,0.621299,0.695073,0.650323,0.605931,0.669590,0.625597,0.914240,0.909696,0.911272,0.926094,0.916534,0.937142,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run88_sparc_1421,sparc_1421,0.658562,0.655865,0.690436,0.610843,0.607860,0.639959,0.921512,0.923704,0.909257,0.766833,0.870164,0.870599,spectrum_fno48_floor6_smooth1_qc_peak4
run88_sparc_1424,sparc_1424,0.594079,0.634665,0.628572,0.593994,0.627825,0.628520,0.888443,0.902987,0.888132,0.862097,0.792396,0.884300,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run88_sparc_1425,sparc_1425,0.687359,0.699967,0.673994,0.631785,0.650660,0.644376,0.906722,0.906077,0.898993,0.931137,0.825436,0.939697,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run88_sparc_1427,sparc_1427,0.650193,0.665774,0.620606,0.646025,0.658282,0.618740,0.920196,0.907583,0.904155,0.956071,0.934687,0.941454,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run88_sparc_1440,sparc_1440,0.649793,0.674078,0.632348,0.649716,0.670259,0.632295,0.909166,0.923371,0.953363,0.961780,0.746937,0.886730,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run88_sparc_1503,sparc_1503,0.557596,0.607730,0.534939,0.548653,0.606759,0.522717,0.936035,0.935285,0.945461,0.897775,0.906713,0.861420,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run88_sparc_1504,sparc_1504,0.601200,0.645535,0.623158,0.600998,0.629890,0.617989,0.920102,0.917457,0.914184,0.924051,0.819399,0.939607,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run88_sparc_1513,sparc_1513,0.561566,0.578761,0.577496,0.552969,0.563627,0.569281,0.927599,0.928798,0.906924,0.937074,0.867113,0.951207,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run88_sparc_1515,sparc_1515,0.541214,0.563521,0.551408,0.532943,0.545374,0.540640,0.928530,0.932189,0.929511,0.885714,0.849501,0.905187,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run88_sparc_1523,sparc_1523,1.068362,1.067723,1.064306,0.992928,0.993941,0.994141,0.762413,0.776974,0.749912,0.979510,0.948053,0.983467,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run88_sparc_1528,sparc_1528,0.595674,0.626727,0.616830,0.590639,0.625695,0.616431,0.915639,0.917874,0.919743,0.961472,0.919562,0.950341,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run89_sparc_1303,sparc_1303,0.595598,0.679828,0.562497,0.554356,0.679826,0.536012,0.915062,0.912904,0.926179,0.930358,0.917058,0.953177,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run89_sparc_1305,sparc_1305,1.287495,1.377194,1.861357,0.933970,0.983213,0.896931,0.538490,0.621674,0.823377,0.642027,0.659208,0.917155,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run89_sparc_1309,sparc_1309,0.709334,0.883751,0.714943,0.704869,0.811906,0.708381,0.904489,0.865140,0.829031,0.922751,0.963688,0.953951,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run89_sparc_1314,sparc_1314,0.485314,0.582455,0.491971,0.480842,0.561203,0.486252,0.925070,0.926289,0.954825,0.893977,0.787512,0.891391,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run89_sparc_1353,sparc_1353,0.451023,0.657745,0.446971,0.449352,0.589791,0.445476,0.893702,0.890547,0.861465,0.884243,0.931948,0.939071,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run89_sparc_1362,sparc_1362,0.452881,0.577682,0.448140,0.452862,0.555521,0.447958,0.884859,0.883702,0.867247,0.915096,0.948732,0.945156,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run89_sparc_1364,sparc_1364,0.546527,0.707205,0.602001,0.527326,0.672084,0.571160,0.872898,0.874128,0.851261,0.917224,0.923367,0.963638,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run89_sparc_1402,sparc_1402,0.741715,0.824221,0.691134,0.709349,0.812147,0.675756,0.875394,0.911864,0.939829,0.912523,0.919372,0.952917,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run89_sparc_1404,sparc_1404,1.913466,1.229773,1.978362,0.980403,0.997112,0.949179,0.709377,0.699921,0.664446,0.687743,0.469777,0.983848,spectrum_fno48_floor6_smooth1_qc_peak4
run89_sparc_1409,sparc_1409,0.551183,0.727460,0.551104,0.540972,0.660614,0.536092,0.914319,0.911807,0.895798,0.937420,0.938486,0.945552,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run89_sparc_1410,sparc_1410,0.505421,0.628969,0.519479,0.505406,0.614537,0.519012,0.922311,0.924116,0.945425,0.872110,0.921344,0.867999,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run89_sparc_1417,sparc_1417,0.497304,0.621140,0.517430,0.491585,0.586993,0.515098,0.925493,0.929175,0.934207,0.885679,0.847188,0.928091,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run89_sparc_1421,sparc_1421,0.565047,0.594783,0.584932,0.559015,0.587717,0.574559,0.911040,0.913568,0.897297,0.866378,0.820144,0.874767,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run89_sparc_1422,sparc_1422,0.580840,0.668349,0.650560,0.568001,0.633726,0.618215,0.901951,0.909240,0.891383,0.879311,0.896742,0.930190,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run89_sparc_1426,sparc_1426,0.643214,0.819242,0.613224,0.642928,0.818676,0.612148,0.788351,0.795464,0.856712,0.974099,0.846055,0.967203,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run89_sparc_1428,sparc_1428,0.736810,0.796639,0.787976,0.726770,0.764285,0.727599,0.872574,0.845548,0.860522,0.957639,0.870925,0.969257,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run89_sparc_1429,sparc_1429,0.689630,0.785954,0.717460,0.683014,0.764106,0.716247,0.864488,0.851749,0.813742,0.941916,0.935461,0.956674,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run89_sparc_1430,sparc_1430,1.143662,0.761474,0.816295,0.909453,0.695233,0.727185,0.173468,0.701885,0.844260,0.982356,0.937591,0.970230,spectrum_fno48_floor6_smooth1_qc_peak4
run89_sparc_1500,sparc_1500,0.685452,0.540036,0.378519,0.612399,0.535185,0.375345,0.985702,0.990759,0.989660,0.960959,0.856715,0.916135,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run89_sparc_1501,sparc_1501,0.653041,0.629886,0.714222,0.627700,0.601953,0.679325,0.858927,0.892556,0.864466,0.895467,0.860136,0.929548,spectrum_fno48_floor6_smooth1_qc_peak4
run89_sparc_1510,sparc_1510,0.554291,0.653100,0.580656,0.522442,0.615958,0.543695,0.915464,0.918560,0.905810,0.901212,0.831336,0.900531,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run89_sparc_1512,sparc_1512,0.505690,0.637534,0.543659,0.498520,0.605931,0.532414,0.913146,0.920846,0.912217,0.857957,0.873342,0.852026,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run89_sparc_1517,sparc_1517,0.482767,0.595585,0.491327,0.478863,0.570107,0.488612,0.902120,0.906843,0.916997,0.903533,0.909250,0.910930,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run8_sparc_1302,sparc_1302,0.774560,0.880161,0.825784,0.733367,0.752705,0.736252,0.877887,0.874099,0.855023,0.965075,0.960781,0.979623,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run8_sparc_1313,sparc_1313,0.526299,0.557022,0.532482,0.497156,0.516425,0.501087,0.930211,0.933199,0.947814,0.936215,0.666496,0.910237,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run8_sparc_1350,sparc_1350,0.526299,0.557021,0.532482,0.497156,0.516424,0.501087,0.930211,0.933199,0.947815,0.936218,0.666506,0.910239,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run8_sparc_1403,sparc_1403,0.681327,0.784751,0.708802,0.627373,0.673890,0.630092,0.906691,0.904106,0.930739,0.969302,0.759196,0.976158,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run8_sparc_1405,sparc_1405,0.632548,0.711632,0.649074,0.628349,0.706856,0.642329,0.869637,0.845288,0.836898,0.943430,0.856432,0.939557,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run8_sparc_1408,sparc_1408,0.608425,0.749466,0.550503,0.602060,0.749460,0.549494,0.867379,0.870023,0.866668,0.960694,0.964497,0.935298,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run8_sparc_1409,sparc_1409,0.537843,0.686178,0.538192,0.534649,0.646886,0.532201,0.902882,0.920933,0.914042,0.928551,0.877802,0.917530,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run8_sparc_1426,sparc_1426,0.643678,0.660450,0.678322,0.641338,0.659648,0.669078,0.887949,0.884738,0.862707,0.947403,0.830650,0.891211,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run8_sparc_1427,sparc_1427,0.654757,0.665839,0.640782,0.654690,0.660901,0.639557,0.899701,0.872939,0.885333,0.971721,0.922479,0.974557,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run8_sparc_1428,sparc_1428,0.633816,0.670337,0.639607,0.633577,0.666645,0.638341,0.909031,0.905267,0.890783,0.947581,0.876928,0.950926,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run8_sparc_1440,sparc_1440,0.517626,0.662030,0.531604,0.510738,0.642468,0.520269,0.918343,0.919271,0.950951,0.878534,0.870082,0.873504,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run8_sparc_1502,sparc_1502,0.558499,0.641627,0.525131,0.557166,0.620624,0.525129,0.911820,0.924394,0.947386,0.917131,0.902942,0.884982,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run8_sparc_1508,sparc_1508,1.042827,1.068679,1.011639,0.862665,0.896767,0.868102,0.623778,0.594666,0.658876,0.967901,0.832726,0.979980,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run8_sparc_1510,sparc_1510,0.542367,0.632537,0.583298,0.532640,0.599156,0.558065,0.925704,0.933834,0.946847,0.938843,0.700489,0.896674,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run90_sparc_1302,sparc_1302,0.714993,0.677551,0.705746,0.713053,0.677549,0.702495,0.759563,0.769060,0.705930,0.981689,0.969653,0.983523,spectrum_fno48_floor6_smooth1_qc_peak4
run90_sparc_1307,sparc_1307,1.304354,1.250501,1.190078,0.923016,0.892521,0.908743,0.184759,0.375037,0.563206,0.982352,0.941177,0.987399,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_geom
run90_sparc_1315,sparc_1315,0.555531,0.593375,0.595042,0.519681,0.522423,0.531038,0.936033,0.937203,0.946844,0.943459,0.878908,0.943330,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run90_sparc_1318,sparc_1318,0.510955,0.573673,0.524330,0.497106,0.543810,0.503384,0.933305,0.931482,0.957643,0.883882,0.632130,0.894672,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
