key,family,relL2_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,relL2_spectrum_fno48_floor6_smooth1_qc_peak4,relL2_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05,relL2_alpha_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,relL2_alpha_spectrum_fno48_floor6_smooth1_qc_peak4,relL2_alpha_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05,patR2_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,patR2_spectrum_fno48_floor6_smooth1_qc_peak4,patR2_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05,crf_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,crf_spectrum_fno48_floor6_smooth1_qc_peak4,crf_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05,winner
run10_sparc_1300,sparc_1300,0.473958,0.468011,0.414163,0.473958,0.467559,0.414148,0.969102,0.980066,0.955570,0.911237,0.835203,0.888346,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run10_sparc_1302,sparc_1302,1.725874,2.010591,1.280312,0.891510,0.958201,0.738746,0.915161,0.931316,0.871647,0.876751,0.565947,0.872135,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run10_sparc_1305,sparc_1305,1.033249,1.359383,0.553644,0.767044,0.832664,0.403439,0.908107,0.913037,0.832695,0.770080,0.543004,0.677953,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run10_sparc_1306,sparc_1306,0.987921,1.060983,0.813847,0.789869,0.787666,0.731231,0.882125,0.896296,0.807905,0.938200,0.881919,0.573693,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run10_sparc_1307,sparc_1307,0.623549,0.694049,0.367233,0.612457,0.680527,0.328343,0.880310,0.907545,0.822242,0.975480,0.950186,0.820508,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run10_sparc_1319,sparc_1319,0.634834,0.789359,0.411628,0.623362,0.754848,0.411164,0.885322,0.875940,0.762297,0.938039,0.698815,0.745834,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run10_sparc_1360,sparc_1360,0.518886,0.804488,0.362654,0.514780,0.749382,0.361205,0.896313,0.891935,0.788278,0.924466,0.891672,0.693767,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run10_sparc_1361,sparc_1361,0.493879,0.816923,0.395088,0.492533,0.745036,0.392979,0.890172,0.881799,0.760553,0.933963,0.903984,0.676679,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run10_sparc_1364,sparc_1364,0.549323,0.645901,0.358543,0.549138,0.644044,0.358543,0.882216,0.887226,0.714533,0.834555,0.600333,0.670535,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run10_sparc_1407,sparc_1407,1.154886,1.323896,0.961708,0.874880,0.837334,0.828235,0.898102,0.924528,0.836669,0.889174,0.875175,0.457463,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run10_sparc_1412,sparc_1412,0.525755,0.773905,0.149606,0.525721,0.770780,0.140522,0.892217,0.889862,0.883418,0.821221,0.443581,0.481708,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run10_sparc_1420,sparc_1420,0.739863,0.858817,0.633682,0.739625,0.852000,0.579513,0.893103,0.884180,0.738359,0.854617,0.799323,0.662457,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run10_sparc_1440,sparc_1440,0.977739,1.525237,0.548301,0.898255,0.882251,0.417178,0.865319,0.864623,0.809515,0.675039,0.860264,0.527643,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run10_sparc_1441,sparc_1441,0.968591,1.452417,0.526508,0.898970,0.876183,0.408657,0.870424,0.871650,0.813479,0.722492,0.854401,0.554131,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run10_sparc_1515,sparc_1515,0.927250,0.970241,0.852010,0.916113,0.945840,0.851938,0.825221,0.815760,0.723296,0.978456,0.916321,0.759928,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run11_sparc_1308,sparc_1308,0.857397,0.912532,0.676917,0.837433,0.877834,0.676533,0.782450,0.835405,0.720611,0.956224,0.888503,0.695421,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run11_sparc_1309,sparc_1309,0.660678,1.023566,0.425267,0.623271,0.850380,0.423650,0.877333,0.882779,0.701477,0.808812,0.872677,0.723008,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run11_sparc_1310,sparc_1310,0.594817,0.905658,0.394183,0.593553,0.827202,0.392441,0.890412,0.886648,0.832788,0.829530,0.797830,0.690622,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run11_sparc_1316,sparc_1316,0.545703,0.834315,0.405622,0.539862,0.799520,0.397664,0.888340,0.876221,0.763305,0.962973,0.752481,0.770953,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run11_sparc_1349,sparc_1349,0.552024,0.845251,0.380074,0.551906,0.826833,0.380072,0.883970,0.888750,0.760399,0.834328,0.727920,0.601381,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run11_sparc_1350,sparc_1350,0.583290,1.029436,0.514501,0.572802,0.867233,0.506926,0.913589,0.893539,0.851824,0.870739,0.901279,0.344021,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run11_sparc_1361,sparc_1361,0.474578,0.583330,0.313481,0.471525,0.574852,0.310567,0.888673,0.886129,0.765080,0.843154,0.747147,0.748640,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run11_sparc_1401,sparc_1401,0.497916,0.562898,0.540170,0.497907,0.552123,0.535105,0.892668,0.909477,0.832251,0.941488,0.925076,0.817256,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run11_sparc_1407,sparc_1407,0.796767,0.868676,0.463386,0.707571,0.742678,0.458774,0.923240,0.923399,0.845804,0.875368,0.801450,0.744810,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run11_sparc_1410,sparc_1410,0.559885,1.054115,0.365233,0.558264,0.867885,0.362754,0.893651,0.893949,0.804010,0.818720,0.846851,0.684818,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run11_sparc_1413,sparc_1413,0.567479,0.984902,0.401502,0.567464,0.854648,0.397278,0.893327,0.886621,0.837957,0.870144,0.853805,0.667237,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run11_sparc_1414,sparc_1414,0.545394,0.847389,0.398327,0.543904,0.807055,0.391688,0.881157,0.881977,0.809769,0.847589,0.826176,0.680012,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run11_sparc_1421,sparc_1421,0.600257,0.755865,0.494687,0.585491,0.741396,0.488276,0.886007,0.857872,0.736597,0.768431,0.888328,0.896294,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run11_sparc_1425,sparc_1425,0.994843,1.311207,0.871227,0.748528,0.892052,0.592110,0.890737,0.735911,0.722354,0.822659,0.713322,0.737835,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run11_sparc_1427,sparc_1427,0.844520,0.954139,0.641363,0.718496,0.814251,0.618832,0.622592,0.741548,0.633597,0.978710,0.948504,0.877216,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run11_sparc_1429,sparc_1429,0.776570,0.785166,0.707712,0.774681,0.780048,0.699857,0.866658,0.860571,0.779081,0.973031,0.856216,0.881385,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run11_sparc_1503,sparc_1503,0.555272,0.948372,0.404656,0.554248,0.764955,0.404481,0.919632,0.907067,0.875137,0.886285,0.886046,0.730515,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run11_sparc_1515,sparc_1515,0.538569,0.635945,0.366318,0.538106,0.635545,0.363654,0.889351,0.879998,0.821856,0.841596,0.324720,0.628438,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run11_sparc_1519,sparc_1519,0.537793,0.779615,0.405683,0.535151,0.750890,0.405294,0.856214,0.842153,0.601827,0.856705,0.884174,0.612638,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run11_sparc_1520,sparc_1520,0.510811,0.669329,0.361278,0.510802,0.645511,0.324313,0.869658,0.885385,0.741839,0.774560,0.830988,0.691054,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run11_sparc_1521,sparc_1521,0.654748,0.851567,0.436900,0.637299,0.791243,0.433728,0.877297,0.874224,0.680714,0.733594,0.864011,0.682868,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run12_sparc_1300,sparc_1300,0.391896,0.414612,0.454082,0.391765,0.411106,0.445179,0.984914,0.991262,0.985055,0.969198,0.923728,0.955004,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run12_sparc_1301,sparc_1301,0.640432,0.627342,0.647695,0.624450,0.619993,0.647416,0.951808,0.951394,0.920216,0.844912,0.914491,0.903142,spectrum_fno48_floor6_smooth1_qc_peak4
run12_sparc_1308,sparc_1308,0.959965,1.118520,0.659996,0.739005,0.790862,0.564998,0.929784,0.929904,0.845742,0.827083,0.808322,0.643764,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run12_sparc_1313,sparc_1313,0.593981,0.656968,0.357951,0.565444,0.604727,0.348929,0.896982,0.900990,0.846205,0.950137,0.691554,0.623012,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run12_sparc_1314,sparc_1314,0.598456,0.638866,0.351406,0.563309,0.594111,0.344059,0.896367,0.901795,0.850043,0.952157,0.684592,0.577772,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run12_sparc_1316,sparc_1316,0.552794,0.599565,0.353026,0.550619,0.578918,0.346375,0.896400,0.900629,0.778960,0.974485,0.734590,0.636665,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run12_sparc_1319,sparc_1319,0.529319,0.626470,0.329572,0.526318,0.606104,0.323904,0.908744,0.908965,0.873931,0.896090,0.833698,0.645704,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run12_sparc_1350,sparc_1350,0.593982,0.656990,0.357952,0.565442,0.604740,0.348929,0.896983,0.900990,0.846210,0.950155,0.691434,0.623008,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run12_sparc_1357,sparc_1357,0.554027,0.736210,0.348215,0.538355,0.671582,0.347917,0.880211,0.874721,0.809249,0.891620,0.778645,0.766548,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run12_sparc_1360,sparc_1360,0.487979,0.601817,0.331976,0.482793,0.600816,0.310555,0.903784,0.906528,0.798139,0.919298,0.912464,0.617709,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run12_sparc_1361,sparc_1361,0.457601,0.571598,0.292460,0.457555,0.559597,0.289842,0.906609,0.908108,0.803926,0.920390,0.934345,0.759445,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run12_sparc_1362,sparc_1362,0.448083,0.566142,0.282394,0.443673,0.535859,0.279904,0.906237,0.905744,0.784433,0.954653,0.942989,0.818455,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run12_sparc_1407,sparc_1407,0.774609,0.953902,0.477628,0.706637,0.770126,0.475535,0.928504,0.937950,0.880871,0.912369,0.878982,0.741562,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run12_sparc_1408,sparc_1408,0.798165,0.975467,0.461964,0.707352,0.767374,0.412881,0.919593,0.928454,0.876430,0.848485,0.838206,0.700713,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run12_sparc_1410,sparc_1410,0.645993,0.797967,0.530868,0.645547,0.685303,0.505181,0.896387,0.896745,0.754118,0.958982,0.941173,0.891896,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run12_sparc_1414,sparc_1414,0.559504,0.606344,0.342221,0.550010,0.591727,0.339819,0.927580,0.926476,0.862773,0.882474,0.707753,0.601215,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run12_sparc_1421,sparc_1421,0.550496,0.656969,0.384503,0.543253,0.624883,0.384288,0.902037,0.903686,0.786899,0.876076,0.658392,0.591697,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run12_sparc_1428,sparc_1428,0.905671,1.032507,0.649679,0.727200,0.778691,0.540553,0.838801,0.772120,0.728829,0.879522,0.712521,0.718050,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run12_sparc_1504,sparc_1504,0.750788,0.821828,0.375547,0.708154,0.734404,0.373557,0.881908,0.881758,0.838465,0.918493,0.848255,0.689518,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run12_sparc_1507,sparc_1507,0.843967,1.096960,0.479197,0.707245,0.786806,0.447135,0.927579,0.938146,0.876910,0.845225,0.885337,0.729722,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run12_sparc_1509,sparc_1509,1.054292,0.886651,0.541483,0.696759,0.688196,0.447591,0.916571,0.921441,0.853188,0.888925,0.854860,0.658980,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run12_sparc_1516,sparc_1516,0.517744,0.575326,0.313849,0.517115,0.565945,0.305614,0.915221,0.910010,0.823845,0.879569,0.784109,0.703631,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run12_sparc_1521,sparc_1521,0.529944,0.655781,0.365123,0.519728,0.623719,0.364202,0.894810,0.894281,0.760027,0.861746,0.753958,0.610459,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run12_sparc_1522,sparc_1522,0.511696,0.639269,0.332980,0.504549,0.608194,0.331419,0.904728,0.903547,0.795135,0.872874,0.764078,0.735752,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run12_sparc_1528,sparc_1528,0.658220,0.838390,0.402142,0.650218,0.767693,0.396340,0.919022,0.930002,0.880279,0.881339,0.678775,0.718985,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run13_sparc_1304,sparc_1304,0.887040,1.099672,0.615933,0.776623,0.883996,0.592369,0.891119,0.890898,0.820504,0.973385,0.961918,0.767373,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run13_sparc_1306,sparc_1306,0.991850,1.091385,1.020853,0.885102,0.926306,0.908983,0.830017,0.769378,0.698792,0.942454,0.947713,0.882588,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run13_sparc_1313,sparc_1313,0.646173,1.140691,0.383928,0.605011,0.876075,0.383788,0.915985,0.898481,0.904306,0.755052,0.879791,0.572944,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run13_sparc_1353,sparc_1353,0.574429,0.921286,0.370661,0.569010,0.839989,0.370543,0.882626,0.884662,0.761289,0.804008,0.813465,0.563149,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run13_sparc_1365,sparc_1365,0.498865,0.815368,0.341877,0.492377,0.726499,0.341098,0.861310,0.862119,0.700376,0.870768,0.929010,0.707382,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run13_sparc_1400,sparc_1400,1.482577,1.242271,1.754186,0.998627,0.999978,0.977738,0.963573,0.969164,0.962255,0.965568,0.926281,0.957374,spectrum_fno48_floor6_smooth1_qc_peak4
run13_sparc_1407,sparc_1407,1.367603,1.546895,0.818389,0.869819,0.890639,0.664373,0.909855,0.911549,0.835644,0.924108,0.728334,0.647810,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run13_sparc_1410,sparc_1410,0.544388,0.959493,0.429897,0.544130,0.956470,0.429777,0.893161,0.902176,0.892780,0.614104,0.252165,0.849801,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run13_sparc_1413,sparc_1413,0.538520,0.955240,0.413974,0.538162,0.951624,0.413813,0.922526,0.931415,0.917908,0.651648,0.251430,0.830004,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run13_sparc_1417,sparc_1417,0.582613,0.913535,0.422951,0.581404,0.892777,0.415921,0.926644,0.939628,0.905180,0.650219,0.242498,0.777456,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run13_sparc_1421,sparc_1421,0.606630,0.723359,0.464937,0.606160,0.707224,0.460158,0.902120,0.837510,0.855076,0.790937,0.472096,0.868813,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run13_sparc_1422,sparc_1422,0.547192,0.873685,0.410373,0.546140,0.789186,0.402242,0.869910,0.913147,0.846437,0.738183,0.190663,0.776346,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run13_sparc_1425,sparc_1425,0.766873,0.794778,0.626987,0.766727,0.782759,0.626421,-0.183376,0.300505,0.205752,0.989257,0.985160,0.888762,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run13_sparc_1501,sparc_1501,0.676103,0.662122,0.526193,0.675349,0.660145,0.526191,0.856025,0.888079,0.825351,0.950287,0.925410,0.811546,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run13_sparc_1510,sparc_1510,0.545263,0.960610,0.451438,0.543507,0.958342,0.448952,0.900347,0.923864,0.903253,0.841167,0.251352,0.753953,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run13_sparc_1514,sparc_1514,0.559033,0.954035,0.436371,0.551968,0.950989,0.431421,0.905186,0.940773,0.903602,0.797652,0.251309,0.842817,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run13_sparc_1523,sparc_1523,0.833436,0.829825,0.853924,0.832933,0.798178,0.844740,0.619954,0.757151,0.534115,0.889932,0.556851,0.883957,spectrum_fno48_floor6_smooth1_qc_peak4
run13_sparc_1527,sparc_1527,1.082617,1.063572,1.023144,0.798774,0.818216,0.724465,0.872083,0.885083,0.804929,0.916016,0.844278,0.690401,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run14_sparc_1305,sparc_1305,0.687374,0.673063,0.572123,0.675001,0.665031,0.567586,0.918315,0.919688,0.842034,0.952244,0.928707,0.798898,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run14_sparc_1306,sparc_1306,0.706512,0.739499,0.639764,0.628463,0.694922,0.603293,0.901668,0.888547,0.770085,0.882683,0.802624,0.670243,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run14_sparc_1307,sparc_1307,0.666359,0.712742,0.643558,0.654288,0.684529,0.642564,0.890711,0.894272,0.766270,0.929999,0.903637,0.750116,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run14_sparc_1309,sparc_1309,1.476352,1.540902,1.466605,0.926335,0.958745,0.944989,0.853933,0.829802,0.686418,0.930147,0.929179,0.859624,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run14_sparc_1315,sparc_1315,0.801747,0.812811,0.747590,0.800970,0.812108,0.747242,0.909206,0.911267,0.806365,0.958484,0.932064,0.837554,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run14_sparc_1358,sparc_1358,0.712683,0.719543,0.751024,0.622446,0.630986,0.617315,0.909362,0.914092,0.795830,0.852183,0.757462,0.663268,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run14_sparc_1359,sparc_1359,0.774465,0.771345,0.581442,0.686595,0.700112,0.540356,0.888407,0.897056,0.814835,0.907928,0.859038,0.575605,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run14_sparc_1364,sparc_1364,0.809103,0.916679,0.627168,0.719028,0.839468,0.621667,0.902238,0.902168,0.796089,0.947450,0.913148,0.753786,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run14_sparc_1404,sparc_1404,0.728851,0.696524,0.637707,0.702949,0.649781,0.598113,0.922755,0.934194,0.862915,0.924249,0.924528,0.796122,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run14_sparc_1411,sparc_1411,0.677826,0.701943,0.505034,0.677686,0.701871,0.504973,0.910439,0.910421,0.847093,0.934575,0.869888,0.800486,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run14_sparc_1415,sparc_1415,0.783333,0.831603,0.690182,0.783333,0.829932,0.674056,0.887185,0.897672,0.812889,0.972266,0.963237,0.798538,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run14_sparc_1424,sparc_1424,0.736261,0.760440,0.771490,0.716010,0.733511,0.759891,0.873965,0.884487,0.783717,0.915237,0.872107,0.766145,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run14_sparc_1428,sparc_1428,0.699832,0.757075,0.766085,0.684627,0.685240,0.702414,0.894275,0.903294,0.834314,0.959155,0.939550,0.870495,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run14_sparc_1429,sparc_1429,0.795917,0.808231,0.766072,0.773705,0.769271,0.741587,0.921637,0.928463,0.873974,0.965166,0.969831,0.879020,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run14_sparc_1504,sparc_1504,0.686932,0.652820,0.601324,0.686795,0.650483,0.594096,0.920817,0.933409,0.860973,0.923602,0.904790,0.738309,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run14_sparc_1505,sparc_1505,0.677938,0.670977,0.642117,0.672724,0.665555,0.627455,0.919130,0.918206,0.837575,0.969439,0.955307,0.821215,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run14_sparc_1510,sparc_1510,0.716972,0.789455,0.607118,0.705803,0.761593,0.605077,0.915477,0.920231,0.842528,0.894830,0.837523,0.733733,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run14_sparc_1514,sparc_1514,0.636552,0.673521,0.440437,0.622072,0.652407,0.440311,0.918871,0.923789,0.829604,0.924481,0.844886,0.620910,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run14_sparc_1518,sparc_1518,0.574705,0.627354,0.406320,0.566807,0.615880,0.398914,0.909507,0.915857,0.812949,0.913227,0.821909,0.586970,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run14_sparc_1519,sparc_1519,0.839228,0.794984,0.890513,0.693482,0.678828,0.644523,0.872360,0.888124,0.758699,0.949827,0.966263,0.801269,spectrum_fno48_floor6_smooth1_qc_peak4
run14_sparc_1520,sparc_1520,0.891578,0.845113,0.811507,0.793335,0.767542,0.733271,0.856448,0.884698,0.763863,0.957969,0.935093,0.799928,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run14_sparc_1522,sparc_1522,1.259000,1.398347,1.269193,0.864910,0.899808,0.889824,0.847744,0.861590,0.727076,0.962385,0.978001,0.877649,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run14_sparc_1593,sparc_1593,0.573788,0.592924,0.367695,0.557080,0.588763,0.366498,0.948675,0.956729,0.924132,0.938752,0.819645,0.708843,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run15_sparc_1301,sparc_1301,0.519763,0.562529,0.590283,0.518895,0.561088,0.589365,0.857243,0.895480,0.814970,0.868916,0.845806,0.864548,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run15_sparc_1307,sparc_1307,0.946658,1.163701,0.810051,0.886129,0.914321,0.726370,0.860878,0.849704,0.732132,0.956587,0.924886,0.704399,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run15_sparc_1314,sparc_1314,0.537914,0.558714,0.355341,0.503041,0.506639,0.333020,0.918720,0.919011,0.858822,0.898359,0.762461,0.647113,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run15_sparc_1317,sparc_1317,0.510020,0.535215,0.333501,0.489103,0.512491,0.333498,0.908439,0.911877,0.801644,0.893968,0.718804,0.602349,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run15_sparc_1318,sparc_1318,0.480657,0.494577,0.312627,0.470312,0.492080,0.310305,0.926967,0.928857,0.879552,0.873628,0.603492,0.575013,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run15_sparc_1349,sparc_1349,0.478670,0.609153,0.298558,0.455193,0.554345,0.298311,0.905658,0.905389,0.781543,0.936071,0.872733,0.631426,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run15_sparc_1350,sparc_1350,0.553232,0.565869,0.345400,0.503695,0.510363,0.331936,0.918056,0.919531,0.865632,0.884885,0.786623,0.665834,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run15_sparc_1351,sparc_1351,0.525712,0.556610,0.343250,0.499739,0.506175,0.333660,0.909855,0.911333,0.782320,0.871625,0.817068,0.724956,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run15_sparc_1363,sparc_1363,0.441163,0.521838,0.327783,0.439173,0.504632,0.327669,0.889080,0.890511,0.737933,0.961030,0.805812,0.721676,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run15_sparc_1408,sparc_1408,0.841940,0.903142,0.536957,0.747693,0.820025,0.528848,0.811970,0.737819,0.606110,0.986511,0.982100,0.888723,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run15_sparc_1414,sparc_1414,0.536934,0.562536,0.371278,0.536229,0.558558,0.371092,0.916828,0.912861,0.810594,0.888325,0.802152,0.524171,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run15_sparc_1418,sparc_1418,0.471615,0.521032,0.339890,0.471533,0.520143,0.339207,0.905773,0.907538,0.769653,0.941043,0.619824,0.709251,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run15_sparc_1440,sparc_1440,0.517266,0.894766,0.371720,0.516780,0.802966,0.333146,0.889674,0.866290,0.877190,0.976511,0.942139,0.917986,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run15_sparc_1503,sparc_1503,0.696458,0.742514,0.747265,0.586330,0.742102,0.660157,0.889474,0.886294,0.713087,0.968957,0.813018,0.885983,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run15_sparc_1506,sparc_1506,0.548579,1.083373,0.546297,0.548098,0.835134,0.542511,0.852880,0.662437,0.586223,0.979407,0.973762,0.917706,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run15_sparc_1513,sparc_1513,0.577184,0.634225,0.354510,0.525773,0.546790,0.343824,0.925713,0.925891,0.832163,0.907144,0.768329,0.598660,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run15_sparc_1526,sparc_1526,0.555603,0.599679,0.501036,0.551617,0.597177,0.468129,0.891207,0.871301,0.775367,0.935096,0.862474,0.777965,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
run15_sparc_1530,sparc_1530,0.521833,0.544635,0.460719,0.516353,0.532503,0.460658,0.887433,0.899857,0.867087,0.992439,0.990654,0.956645,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss_smooth05
