case_idx,Converged,Target R0 [m],Target Z0 [m],Target a [m],Target kappa,Target delta,Target Ip [A],Target ffp_alpha,Target ffp_beta,Target pp_alpha,Target pp_beta,Bt [T],CS [A-turn],PF1AL [A-turn],PF1AU [A-turn],PF1BL [A-turn],PF1BU [A-turn],PF1CL [A-turn],PF1CU [A-turn],PF2L [A-turn],PF2U [A-turn],PF3L [A-turn],PF3U [A-turn],PF4L [A-turn],PF4U [A-turn],PF5L [A-turn],PF5U [A-turn],type,R,Z,error,mdsplus_path,value
9289,True,0.9066980315396468,-0.0180261218227882,0.5309280288013974,2.3745524502008246,-0.0599103405210319,1139545.939964533,,,,,1.0,22400.0,-1500.0,-1500.0,7499.997509217755,8502.198384375708,-4442.964188607887,-6299.999999999999,-1500.0,-1500.0,2018.376331019245,2457.6156874783637,1500.0,1500.0,-14410.891985094408,-14225.934403366822,flux_loop,0.3148,1.0428488876128712,,,0.0841689244481605
9290,True,0.85250410680967,-0.0290837477184841,0.4664209953376968,1.5143177642806391,-0.1732008101541078,947975.633666356,,,,,1.0,22400.0,-1500.0,-1500.0,-9200.0,-9200.0,-6299.999999999999,-6299.999999999999,-1500.0,-1500.0,3446.69609248739,3365.7006038684217,1500.0,1500.0,-14298.248332426889,-13615.647622397128,flux_loop,0.3148,1.0428488876128712,,,0.0355456396332333
9291,True,0.8546034515343249,-0.0413728399379341,0.4766669617609277,2.04079629623169,-0.3417712731217035,871023.937555598,,,,,1.0,22400.0,-1500.0,-1500.0,-9200.0,-9200.0,-6299.999999999999,-6299.999999999999,-1500.0,-1500.0,8030.001364534701,8369.9986354653,1500.0,1500.0,-15469.463110163582,-14333.754734892773,flux_loop,0.3148,1.0428488876128712,,,0.0510383938804065
9292,True,0.8784867919708366,0.0367891876048141,0.4706806979344518,2.0317467735025097,0.0524149072732472,595373.4365852808,,,,,1.0,22400.0,3099.988999201355,-668.7645330767072,-3648.269788396116,9200.0,-6299.999999999999,-6299.999999999999,-1500.0,-1500.0,2093.7419207508137,773.0998653944871,1500.0,1500.0,-8530.247150588732,-8376.276566171859,flux_loop,0.3148,1.0428488876128712,,,0.0600101331557987
9293,True,0.8642216928763423,-0.0285987262198792,0.526726949134398,1.9449064113969703,-0.5809827807861315,924438.3284103743,,,,,1.0,-22400.0,-1500.0,-1500.0,-9200.0,-9200.0,-6299.999999999999,-6299.999999999999,3228.862744948315,6755.960675487478,9132.459231031127,7267.540768968875,1500.0,1500.0,-17137.979927426237,-15911.982846084547,flux_loop,0.3148,1.0428488876128712,,,-0.0049077897654697
9294,True,0.8583555998452782,0.0128982275142595,0.5166717956681557,1.6304820590726763,0.2965917776221238,633372.726729204,,,,,1.0,22400.0,16400.05921027656,15312.14243449123,-9200.0,-9200.0,-6299.999999999999,-6299.999999999999,-1500.0,-1500.0,-5042.188020373228,-4468.923326591799,844.6057910301353,-137.85267342185134,-6845.591913842555,-6201.3949866221965,flux_loop,0.3148,1.0428488876128712,,,0.0882443383896894
9295,True,0.8591457435182651,-0.0055784910923263,0.517648643056432,1.7517146141728133,0.2827716727275049,1010492.02094125,,,,,1.0,22400.0,16800.0,16800.0,-6079.624167367485,-4620.834267649074,-6299.999999999999,-6299.999999999999,-1500.0,-1500.0,-5557.557175917552,-5689.567054844961,1500.0,1500.0,-11692.238005064772,-11673.7175816437,flux_loop,0.3148,1.0428488876128712,,,0.1089893195955551
9296,True,0.8550388178661403,-0.0122303032892042,0.46447229620867,3.0885872348101873,0.0644861100860827,1108595.916187728,,,,,1.0,22400.0,1747.4777608117645,1681.0296027355196,-3312.9368919313156,-2247.5149287291547,7100.0,7100.0,68.39524405508868,-519.3358335869998,520.4530572111559,774.3267291647633,1500.0,1500.0,-13914.924577317772,-13786.202512907825,flux_loop,0.3148,1.0428488876128712,,,0.1027336019748618
9297,True,0.9013616152850364,-0.0267680542553932,0.5485267324049224,2.9539395767496064,0.3656846244140189,996163.6692341912,,,,,1.0,22400.0,3223.888103842038,4456.191904994787,-3189.4554068181983,-9200.0,1305.6550201160137,4905.481652260572,2237.3310044481,2441.062968237594,-1299.193453445281,-1124.1820285280896,1500.0,1500.0,-11319.421340688832,-11103.148455087938,flux_loop,0.3148,1.0428488876128712,,,0.0996624820353785
9298,True,0.9313311247558176,0.0020799524524094,0.5229009579317752,1.8494580454143088,0.5450962319512361,1005340.3141096176,,,,,1.0,-22400.0,16800.0,16800.0,9200.0,9200.0,7100.0,7100.0,11200.0,11200.0,-14820.803473991671,-15192.890141615975,-2025.0253391258616,-1258.1612816512777,-7927.404261313105,-8316.76575597433,flux_loop,0.3148,1.0428488876128712,,,0.0730513414983146
9299,True,0.9113158396060178,-0.0115168385217771,0.4838776750855874,2.7730453765576293,0.4865947095066961,925625.7410369891,,,,,1.0,22400.0,11559.532127744,12541.1375609623,-9200.0,-9200.0,-6299.999999999999,-6299.999999999999,6082.775707534587,4974.249049928002,-893.1648391909844,-390.3476785815807,1500.0,1500.0,-12386.803058522486,-12455.80395142066,flux_loop,0.3148,1.0428488876128712,,,0.115771824509113
9300,True,0.9232996522737636,0.0272095818697655,0.5359572967995104,2.560277265236257,0.4295751198242662,1120609.223534845,,,,,1.0,22400.0,10677.230736689462,9154.18780191468,-9200.0,-9200.0,-6299.999999999999,-6299.999999999999,6233.999601462389,8056.540003480785,-1737.023549224353,-2646.5912315941628,1500.0,1500.0,-13318.69461045213,-13203.933543656103,flux_loop,0.3148,1.0428488876128712,,,0.1182440471128187
9301,True,0.901560880871259,0.0232895855405229,0.4848638819282705,2.7000193025461163,0.3373414768924124,1053324.2839177905,,,,,1.0,22400.0,14522.66504631905,12276.36414205659,-9200.0,-9200.0,-6299.999999999999,-6299.999999999999,1466.540248223556,4590.96332838241,1288.0833666477915,67.2624832956634,1500.0,1500.0,-14304.077978588148,-14210.924304173735,flux_loop,0.3148,1.0428488876128712,,,0.1250910391238016
9302,True,0.8886581837838601,0.0304087820117814,0.5277685747085719,2.7382056771456,0.5197683840821691,1101244.8103153007,,,,,1.0,22400.0,7960.266128006009,7074.455530716976,-9200.0,-9200.0,-6299.999999999999,-6299.999999999999,8841.936115893599,10083.805296366005,-2351.899039639849,-3397.398715443479,1500.0,1500.0,-13212.150266510784,-12972.319660083163,flux_loop,0.3148,1.0428488876128712,,,0.1100690986910869
9303,True,0.9361719554016122,0.0082715722056261,0.5047684031847395,2.6580658438701144,0.3207512728934023,1112578.361032709,,,,,1.0,22400.0,13008.50387648984,12365.190846426518,-9200.0,-9200.0,-6299.999999999999,-6299.999999999999,4016.6778935092534,4901.859700565188,-42.42819485975903,-391.6738121605636,1500.0,1500.0,-14005.230869624393,-13989.711024572229,flux_loop,0.3148,1.0428488876128712,,,0.1297702495327813
9304,True,0.906714746414084,-0.0075964152937572,0.5003838021246396,2.035839563835222,-0.2581828019877568,1174175.452516642,,,,,1.0,22400.0,-1500.0,-1500.0,-9200.0,-9200.0,-6299.999999999999,-6299.999999999999,-1500.0,-1500.0,5570.819427668493,5676.121967615707,1500.0,1500.0,-16176.09944059891,-16006.804077694807,flux_loop,0.3148,1.0428488876128712,,,0.065537669508059
9306,True,0.8636855941588594,0.0326491799400119,0.4940721455278687,2.9610336463363933,-0.4808445431966811,702954.8135338544,,,,,1.0,22400.0,4814.123694421696,2560.254717552328,-2216.5893592332054,4958.625918914414,-6299.999999999999,-6299.999999999999,-1500.0,-1500.0,4453.869907529988,3804.314558687415,1500.0,1500.0,-11013.569223621362,-11469.14316019126,flux_loop,0.3148,1.0428488876128712,,,0.0807719682142289
9307,True,0.8565604536179485,-0.047890632933674,0.5093464328660425,1.4986589422814505,-0.3051640126637364,1073655.6983732616,,,,,1.0,22400.0,-1500.0,-1500.0,-9200.0,-9200.0,-6299.999999999999,-6299.999999999999,-1500.0,-1500.0,3743.6761400986393,3518.843772144607,1500.0,1500.0,-15598.507842225135,-14189.719587421974,flux_loop,0.3148,1.0428488876128712,,,0.0430628791684206
