case_idx,Converged,Target R0 [m],Target Z0 [m],Target a [m],Target kappa,Target delta,Target Ip [A],Target ffp_alpha,Target ffp_beta,Target pp_alpha,Target pp_beta,Bt [T],CS [A-turn],PF1AL [A-turn],PF1AU [A-turn],PF1BL [A-turn],PF1BU [A-turn],PF1CL [A-turn],PF1CU [A-turn],PF2L [A-turn],PF2U [A-turn],PF3L [A-turn],PF3U [A-turn],PF4L [A-turn],PF4U [A-turn],PF5L [A-turn],PF5U [A-turn],type,R,Z,error,mdsplus_path,value
9012,True,0.9381468311810832,0.0431499387114501,0.5311108481620112,1.546725114677763,-0.1001223934653244,548143.1686185141,,,,,1.0,22400.0,-1500.0,-1500.0,-9200.0,-9200.0,-6299.999999999999,-6299.999999999999,-1500.0,-1500.0,1886.8989366396345,2077.8155335007464,1500.0,1500.0,-7093.169265890952,-7564.177605762021,flux_loop,0.3148,1.0428488876128712,,,0.032163950552917
9013,True,0.9475289308146032,0.0071429481116464,0.5301887956304818,2.1110594825455564,0.3968089975906422,1152138.9492778871,,,,,1.0,22400.0,16800.0,16800.0,6564.916790301335,5171.608223924096,-6299.999999999999,-6299.999999999999,-1500.0,-1500.0,-3574.8774282339277,-3495.2069608115476,1500.0,1500.0,-13599.946741380165,-13631.069833356309,flux_loop,0.3148,1.0428488876128712,,,0.1432960261765627
9014,True,0.9057260676071802,0.0142186315975303,0.5188572261966439,1.8288157894247925,-0.3327222108687993,1085508.1920660003,,,,,1.0,22400.0,-1500.0,-1500.0,-9200.0,-9200.0,-6299.999999999999,-6299.999999999999,-1500.0,-1500.0,4149.364198597288,4129.728511207916,1500.0,1500.0,-13892.608349219909,-14225.828775807098,flux_loop,0.3148,1.0428488876128712,,,0.0616228991421718
9015,True,0.8901567675296493,-0.0078363525756266,0.4683395779082978,3.146431231088133,0.3565462459838463,984250.3252515164,,,,,1.0,22400.0,9486.25412067515,9949.861014352744,-9200.0,-9200.0,-5785.433103304097,-6299.999999999999,6299.209228722076,6218.106007090012,161.11637374045975,365.8949839042043,1500.0,1500.0,-13278.30887615918,-13233.34245635263,flux_loop,0.3148,1.0428488876128712,,,0.1153320817905913
9016,True,0.9496618351705334,-0.0025990500596807,0.5204304097782871,2.566034593037234,0.5128925247687176,937705.5588357556,,,,,1.0,22400.0,11608.655123224606,11857.294263066073,-9200.0,-9200.0,-6299.999999999999,-6299.999999999999,6886.957404985075,6756.2551682979965,-2255.6058629568747,-2189.79242508312,1500.0,1500.0,-11461.908128778728,-11468.744035693604,flux_loop,0.3148,1.0428488876128712,,,0.1153335548017843
9017,True,0.882396205757993,-0.0169254837902905,0.541747782859768,2.029577976162358,0.3574910315586932,1165057.7444484113,,,,,1.0,22400.0,13819.114217040626,16422.887308828194,-9200.0,-9200.0,-6299.999999999999,-6299.999999999999,3618.245850052815,153.3312401718109,-4548.788126661469,-3547.2317415039993,1500.0,1500.0,-13406.089140917498,-13625.15447925836,flux_loop,0.3148,1.0428488876128712,,,0.1211672343816974
9018,True,0.8709746120592368,-0.0301882698414305,0.5468575889634439,2.2274716868133977,-0.0682776132499065,884281.374107349,,,,,1.0,22400.0,-1500.0,-1500.0,-6369.709250873685,-6710.673979631834,7100.0,5114.495614497639,-1500.0,-1500.0,1423.825220048283,2123.536971678139,1500.0,1500.0,-11495.746288343102,-11315.50787035824,flux_loop,0.3148,1.0428488876128712,,,0.0634405617845195
9019,True,0.9175652699793696,0.0003898877724772,0.4920303924022693,1.707055286746082,-0.4596513367188273,1069682.9128822442,,,,,1.0,22400.0,-1500.0,-1500.0,-9200.0,-9200.0,-6299.999999999999,-6299.999999999999,-1500.0,-1500.0,4861.721273706782,4889.038622570513,1500.0,1500.0,-14344.956828448365,-14361.060741519104,flux_loop,0.3148,1.0428488876128712,,,0.06079908061359
9020,True,0.8656134945176213,0.0177634744246795,0.4919098288171965,2.5313478470328725,0.0581104793013947,1037911.8244652211,,,,,1.0,22400.0,-363.45716510965906,-955.246134086208,9200.0,9200.0,-2511.592150484603,-825.6619240463854,-1500.0,-1500.0,889.5908245181269,514.5262892464939,1500.0,1500.0,-12843.87452116972,-12932.242514981295,flux_loop,0.3148,1.0428488876128712,,,0.0905046739387884
9021,True,0.8724926863322588,-0.0491700059667082,0.4624483378552545,3.001806636221652,-0.0349575456002779,585035.747614851,,,,,1.0,22400.0,406.44192796664225,-987.6028215957036,-3976.034727816041,8401.301674993216,7100.0,786.1597408704331,3.785390952825548,-1500.0,407.1427130621066,967.7375978472452,1500.0,1500.0,-8176.554887675865,-7825.525638357072,flux_loop,0.3148,1.0428488876128712,,,0.0677216946017249
9022,True,0.9285681392175822,0.01119580428601,0.4589437637305085,1.4229421850655426,0.561259570474402,1096162.4337880528,,,,,1.0,22400.0,16800.0,16800.0,812.7005970441867,9200.0,-6299.999999999999,-6299.999999999999,-1500.0,-1500.0,-13829.141893631337,-16770.858106368665,-9200.0,-9200.0,-4394.637459690026,-2234.7824541530936,flux_loop,0.3148,1.0428488876128712,,,0.0922733386861859
