key,family,relL2_spectrum_fno48_floor6_smooth1_qc_peak4,relL2_spectrum_fno48_floor6_smooth1_qc,relL2_spectrum_fno48_floor6_smooth1_qc_mhi100,relL2_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,relL2_alpha_spectrum_fno48_floor6_smooth1_qc_peak4,relL2_alpha_spectrum_fno48_floor6_smooth1_qc,relL2_alpha_spectrum_fno48_floor6_smooth1_qc_mhi100,relL2_alpha_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,patR2_spectrum_fno48_floor6_smooth1_qc_peak4,patR2_spectrum_fno48_floor6_smooth1_qc,patR2_spectrum_fno48_floor6_smooth1_qc_mhi100,patR2_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,crf_spectrum_fno48_floor6_smooth1_qc_peak4,crf_spectrum_fno48_floor6_smooth1_qc,crf_spectrum_fno48_floor6_smooth1_qc_mhi100,crf_spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss,winner
run61_sparc_1411,sparc_1411,0.589515,0.673359,0.876996,0.667732,0.589391,0.637223,0.876634,0.654537,0.955680,0.953414,0.950657,0.940941,0.580152,0.405783,0.661168,0.843754,spectrum_fno48_floor6_smooth1_qc_peak4
run61_sparc_1419,sparc_1419,0.754021,0.552240,0.974116,0.570833,0.736317,0.533610,0.909270,0.555079,0.942281,0.932393,0.947987,0.920393,0.875755,0.841454,0.787795,0.919287,spectrum_fno48_floor6_smooth1_qc
run61_sparc_1426,sparc_1426,0.722743,0.781804,0.869365,0.706103,0.721119,0.764419,0.790966,0.696277,0.941870,0.933059,0.929708,0.937376,0.881037,0.820772,0.892341,0.940642,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run61_sparc_1430,sparc_1430,1.227121,0.841351,1.254572,0.714285,0.803995,0.832292,0.867642,0.663195,0.925326,0.923837,0.879738,0.895903,0.908825,0.623137,0.901224,0.947199,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run61_sparc_1500,sparc_1500,0.452436,0.513641,0.509635,0.424364,0.451105,0.487510,0.500781,0.421864,0.982441,0.979093,0.977610,0.965699,0.836224,0.734637,0.784820,0.857823,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run61_sparc_1501,sparc_1501,0.724629,0.891981,0.967494,0.589313,0.698299,0.802524,0.867482,0.579113,0.939072,0.933939,0.943298,0.931633,0.922410,0.774369,0.632184,0.855317,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run61_sparc_1502,sparc_1502,0.825258,0.675838,1.059261,0.508875,0.675151,0.587976,0.847414,0.506948,0.945020,0.949205,0.961732,0.937950,0.781208,0.590199,0.783571,0.809694,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run61_sparc_1503,sparc_1503,0.726214,0.717261,0.994897,0.717501,0.630939,0.714117,0.784773,0.601531,0.951807,0.951369,0.954740,0.946137,0.688031,0.378405,0.702715,0.875727,spectrum_fno48_floor6_smooth1_qc
run61_sparc_1508,sparc_1508,0.834222,0.657101,1.038669,0.751715,0.783570,0.648638,0.914751,0.664176,0.888943,0.896449,0.916431,0.833290,0.898702,0.871786,0.865951,0.775737,spectrum_fno48_floor6_smooth1_qc
run61_sparc_1509,sparc_1509,0.603407,0.601114,0.893357,0.686051,0.599464,0.541238,0.891783,0.658327,0.911722,0.929225,0.928393,0.910678,0.346733,0.354969,0.590666,0.840966,spectrum_fno48_floor6_smooth1_qc
run61_sparc_1512,sparc_1512,0.608514,0.651714,0.878457,0.658613,0.608480,0.620599,0.878155,0.640908,0.960819,0.962584,0.963287,0.949053,0.599555,0.454657,0.476950,0.762778,spectrum_fno48_floor6_smooth1_qc_peak4
run61_sparc_1516,sparc_1516,0.611037,0.613335,0.948223,0.738920,0.603503,0.612625,0.923562,0.643824,0.957273,0.951009,0.952190,0.944807,0.687490,0.443549,0.659175,0.824253,spectrum_fno48_floor6_smooth1_qc_peak4
run61_sparc_1517,sparc_1517,0.659131,0.636571,1.006420,0.798787,0.637321,0.632839,0.948031,0.647401,0.957836,0.942678,0.950026,0.939315,0.731260,0.488547,0.674224,0.827041,spectrum_fno48_floor6_smooth1_qc
run61_sparc_1522,sparc_1522,0.788315,0.841018,1.076176,0.671512,0.784785,0.750783,0.895784,0.621215,0.836871,0.803074,0.808136,0.779944,0.479881,0.920674,0.911793,0.815706,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run61_sparc_1527,sparc_1527,1.010320,0.912410,1.057696,0.885396,0.678609,0.736976,0.787067,0.586485,0.938066,0.823279,0.898833,0.885186,0.667546,0.883267,0.847825,0.953916,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run61_sparc_1529,sparc_1529,0.772609,0.750591,0.827240,0.749893,0.768264,0.747233,0.815979,0.715272,0.849058,0.854491,0.892200,0.862343,0.973794,0.967747,0.937983,0.971388,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run61_sparc_1593,sparc_1593,0.682045,0.716137,0.859221,0.681579,0.622441,0.713847,0.768892,0.595233,0.946322,0.949878,0.957341,0.939461,0.668973,0.395230,0.630888,0.889215,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run62_sparc_1307,sparc_1307,0.907628,0.934473,0.953232,0.768099,0.728883,0.749863,0.823058,0.683068,0.937351,0.944374,0.960456,0.925787,0.932884,0.872451,0.744970,0.933736,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run62_sparc_1309,sparc_1309,0.975373,1.155290,1.190175,0.993358,0.740026,0.777196,0.892117,0.712064,0.921662,0.914522,0.909906,0.905852,0.907078,0.736230,0.739953,0.942570,spectrum_fno48_floor6_smooth1_qc_peak4
run62_sparc_1319,sparc_1319,0.628384,0.546154,0.840646,0.535599,0.608335,0.542665,0.740672,0.532300,0.914776,0.912478,0.939502,0.915443,0.800020,0.480602,0.544418,0.897351,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run62_sparc_1351,sparc_1351,0.592396,0.522524,0.736013,0.548789,0.572370,0.519193,0.679524,0.543644,0.900605,0.902167,0.927634,0.896767,0.735499,0.739350,0.604078,0.928538,spectrum_fno48_floor6_smooth1_qc
run62_sparc_1358,sparc_1358,0.582360,0.528271,0.720346,0.483870,0.560989,0.517309,0.662883,0.481798,0.897141,0.897497,0.924849,0.878393,0.903996,0.523938,0.478601,0.920867,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run62_sparc_1362,sparc_1362,0.544014,0.490625,0.750182,0.436982,0.532042,0.489342,0.688956,0.436587,0.907351,0.902198,0.927719,0.903565,0.944805,0.464731,0.802572,0.954440,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run62_sparc_1404,sparc_1404,0.893773,1.076137,1.382593,0.670083,0.727003,0.821479,0.929546,0.637925,0.936956,0.931710,0.942111,0.921567,0.806074,0.856440,0.904171,0.903783,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run62_sparc_1405,sparc_1405,0.922878,1.161565,1.405855,0.724807,0.775105,0.846584,0.942600,0.675531,0.944896,0.948215,0.956841,0.938376,0.776300,0.729296,0.805509,0.869248,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run62_sparc_1416,sparc_1416,0.586393,0.504520,0.770490,0.546417,0.575277,0.503338,0.722244,0.537655,0.918039,0.918443,0.943857,0.918264,0.757347,0.629565,0.283589,0.948329,spectrum_fno48_floor6_smooth1_qc
run62_sparc_1422,sparc_1422,0.650256,0.635316,0.759995,0.522792,0.612788,0.626910,0.709956,0.515608,0.902798,0.897198,0.926372,0.903450,0.773606,0.713537,0.633823,0.892996,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run62_sparc_1425,sparc_1425,1.219330,1.389512,2.032920,1.100131,0.814300,0.859160,0.961912,0.820233,0.946150,0.946658,0.960885,0.944367,0.866421,0.703760,0.787512,0.815263,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run62_sparc_1440,sparc_1440,0.821536,1.053773,1.337880,0.761477,0.735855,0.818852,0.914606,0.681698,0.955027,0.956940,0.969914,0.954932,0.862804,0.714366,0.757156,0.911452,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run62_sparc_1441,sparc_1441,0.803744,1.082985,1.415480,0.750904,0.734059,0.815894,0.911004,0.678608,0.955123,0.956872,0.968284,0.954698,0.865951,0.722060,0.740475,0.909425,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run62_sparc_1503,sparc_1503,1.304298,1.194250,1.348973,1.158142,0.879557,0.851209,0.963222,0.852073,0.864097,0.852536,0.896771,0.887242,0.893362,0.860129,0.777802,0.944509,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run62_sparc_1508,sparc_1508,1.117145,1.008432,1.164024,0.790403,0.767519,0.771514,0.884598,0.689629,0.939478,0.938802,0.958320,0.928401,0.825946,0.793683,0.707434,0.841904,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run62_sparc_1515,sparc_1515,0.611955,0.529410,0.783357,0.540734,0.588326,0.525502,0.729515,0.533866,0.906999,0.909174,0.932481,0.904348,0.759787,0.479043,0.448398,0.927962,spectrum_fno48_floor6_smooth1_qc
run62_sparc_1525,sparc_1525,0.955818,1.023667,1.615599,0.759643,0.765200,0.799810,0.946300,0.692064,0.933745,0.939884,0.956211,0.936452,0.804581,0.593476,0.639242,0.847836,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run63_sparc_1316,sparc_1316,0.563647,0.611516,0.669973,0.580353,0.537111,0.561385,0.654034,0.542567,0.921820,0.917251,0.942115,0.912780,0.844294,0.651644,0.735561,0.878703,spectrum_fno48_floor6_smooth1_qc_peak4
run63_sparc_1317,sparc_1317,0.590177,0.633419,0.722432,0.595926,0.534596,0.586428,0.632508,0.543769,0.921911,0.919348,0.949980,0.913728,0.895273,0.582536,0.693741,0.907151,spectrum_fno48_floor6_smooth1_qc_peak4
run63_sparc_1319,sparc_1319,0.566457,0.624432,0.767159,0.545503,0.526719,0.574703,0.642012,0.502916,0.920354,0.923701,0.952617,0.911332,0.867093,0.563423,0.692933,0.906159,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run63_sparc_1401,sparc_1401,0.863049,0.818032,0.697864,0.932073,0.850027,0.802335,0.678034,0.909300,0.918644,0.920512,0.942717,0.842528,0.987173,0.982820,0.939565,0.990344,spectrum_fno48_floor6_smooth1_qc_mhi100
run63_sparc_1406,sparc_1406,0.817594,0.816834,0.836570,0.804128,0.689759,0.684782,0.739485,0.666247,0.912793,0.899152,0.931282,0.914281,0.937077,0.861013,0.849457,0.964414,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run63_sparc_1409,sparc_1409,0.890559,0.943242,1.120734,0.843178,0.872752,0.888834,0.921060,0.842943,0.773048,0.777489,0.781610,0.884434,0.813182,0.925904,0.959239,0.912611,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run63_sparc_1419,sparc_1419,0.675559,0.697057,0.731333,0.737030,0.665314,0.666473,0.680609,0.717089,0.910507,0.908504,0.937394,0.893835,0.927041,0.885417,0.910473,0.920130,spectrum_fno48_floor6_smooth1_qc_peak4
run63_sparc_1423,sparc_1423,0.731898,0.716335,0.773441,0.670693,0.706143,0.702027,0.755216,0.663953,0.893033,0.890288,0.921039,0.889898,0.958457,0.870864,0.944876,0.936027,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run63_sparc_1425,sparc_1425,0.787658,0.768790,0.827398,0.809662,0.722184,0.730227,0.758919,0.702966,0.872125,0.881808,0.923504,0.883891,0.933474,0.750541,0.908486,0.966636,spectrum_fno48_floor6_smooth1_qc
run63_sparc_1441,sparc_1441,0.672732,0.629921,0.739010,0.600889,0.667212,0.629921,0.736024,0.598756,0.919389,0.923990,0.951889,0.917968,0.765034,0.490206,0.631517,0.943146,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run63_sparc_1506,sparc_1506,0.705647,0.707629,0.792135,0.732458,0.661634,0.687823,0.749065,0.671313,0.909820,0.901166,0.930209,0.901792,0.917205,0.819480,0.918589,0.957517,spectrum_fno48_floor6_smooth1_qc_peak4
run63_sparc_1507,sparc_1507,0.701328,0.676598,0.769169,0.596362,0.689750,0.664709,0.736846,0.587375,0.919193,0.917063,0.938945,0.922139,0.871003,0.610142,0.797638,0.912042,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run63_sparc_1516,sparc_1516,0.595168,0.613544,0.677824,0.530439,0.578856,0.598445,0.634335,0.524352,0.925441,0.926834,0.948190,0.923428,0.684767,0.676494,0.643830,0.932934,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run63_sparc_1519,sparc_1519,0.731803,0.702863,0.718392,0.753711,0.673684,0.668326,0.679568,0.722126,0.913754,0.920769,0.937595,0.908281,0.927288,0.905904,0.915956,0.884352,spectrum_fno48_floor6_smooth1_qc
run63_sparc_1523,sparc_1523,0.782816,1.010188,0.737492,0.807690,0.641878,0.706988,0.674204,0.659290,0.859902,0.812566,0.791535,0.850604,0.972724,0.982053,0.993410,0.980358,spectrum_fno48_floor6_smooth1_qc_mhi100
run63_sparc_1525,sparc_1525,0.670976,0.676866,0.717448,0.611997,0.660121,0.672306,0.705776,0.610716,0.912635,0.876119,0.934511,0.903230,0.963377,0.762251,0.936843,0.937236,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run63_sparc_1527,sparc_1527,0.733923,0.741862,0.821655,0.698964,0.654976,0.664303,0.722853,0.626881,0.919683,0.915440,0.941320,0.918464,0.931201,0.790522,0.850438,0.945795,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run63_sparc_1593,sparc_1593,0.624456,0.601752,0.716029,0.601063,0.623575,0.601556,0.715329,0.590313,0.931931,0.933564,0.947419,0.929614,0.886675,0.773879,0.858660,0.917594,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run64_sparc_1305,sparc_1305,0.654316,0.644214,0.732272,0.653852,0.653405,0.641595,0.722968,0.649590,0.925115,0.923563,0.942065,0.921950,0.919887,0.805807,0.860571,0.951085,spectrum_fno48_floor6_smooth1_qc
run64_sparc_1307,sparc_1307,0.687502,0.924549,1.028820,0.611220,0.603103,0.650085,0.754265,0.558691,0.918637,0.916728,0.645227,0.915869,0.964595,0.980494,0.980752,0.983085,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run64_sparc_1311,sparc_1311,0.585783,0.675794,0.722344,0.631385,0.575422,0.638044,0.665239,0.596200,0.920998,0.912469,0.941900,0.910379,0.789643,0.538026,0.793042,0.896442,spectrum_fno48_floor6_smooth1_qc_peak4
run64_sparc_1315,sparc_1315,0.659319,0.652369,0.643940,0.746299,0.609386,0.594847,0.606486,0.646118,0.917547,0.918012,0.945580,0.915926,0.838718,0.716132,0.888960,0.906036,spectrum_fno48_floor6_smooth1_qc_mhi100
run64_sparc_1316,sparc_1316,0.672735,0.611936,0.661804,0.701009,0.612462,0.594493,0.612776,0.661509,0.920265,0.912895,0.939563,0.912972,0.839459,0.583347,0.709184,0.865965,spectrum_fno48_floor6_smooth1_qc
run64_sparc_1317,sparc_1317,0.668668,0.592345,0.670904,0.696838,0.617340,0.579603,0.633182,0.640394,0.919889,0.918805,0.949531,0.916413,0.850358,0.631265,0.584940,0.905104,spectrum_fno48_floor6_smooth1_qc
run64_sparc_1350,sparc_1350,0.603816,0.602889,0.605409,0.623042,0.589964,0.574739,0.596460,0.605009,0.932205,0.932471,0.961765,0.929809,0.818180,0.761727,0.715234,0.858760,spectrum_fno48_floor6_smooth1_qc
run64_sparc_1353,sparc_1353,0.772839,0.648732,0.754100,0.690095,0.686999,0.594568,0.656850,0.617212,0.907031,0.902943,0.924005,0.899089,0.906134,0.671359,0.814608,0.890057,spectrum_fno48_floor6_smooth1_qc
run64_sparc_1360,sparc_1360,0.682345,0.703521,0.658293,0.672613,0.645986,0.619007,0.629544,0.625037,0.901247,0.899339,0.890502,0.896162,0.880436,0.742756,0.690852,0.896630,spectrum_fno48_floor6_smooth1_qc_mhi100
run64_sparc_1364,sparc_1364,0.787338,0.734569,0.722307,0.614804,0.677452,0.657155,0.663436,0.579358,0.912362,0.904906,0.928400,0.912043,0.962785,0.884300,0.939125,0.957411,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run64_sparc_1404,sparc_1404,0.649867,0.672636,0.812754,0.666716,0.614869,0.639491,0.727936,0.635356,0.934779,0.935386,0.947415,0.928356,0.932243,0.761331,0.876229,0.909075,spectrum_fno48_floor6_smooth1_qc_peak4
run64_sparc_1405,sparc_1405,0.956628,0.879661,0.886632,0.966178,0.862049,0.837402,0.838631,0.878908,0.755855,0.784347,0.841083,0.750350,0.979328,0.965063,0.975156,0.979936,spectrum_fno48_floor6_smooth1_qc
run64_sparc_1415,sparc_1415,0.712320,0.726493,0.754935,0.708786,0.660623,0.641838,0.648987,0.646968,0.916425,0.917227,0.932117,0.910445,0.884736,0.772756,0.754475,0.912375,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run64_sparc_1423,sparc_1423,0.663313,0.608130,0.714901,0.678894,0.660671,0.599827,0.714450,0.675142,0.909590,0.905917,0.922817,0.901230,0.884161,0.689031,0.900290,0.912710,spectrum_fno48_floor6_smooth1_qc
run64_sparc_1426,sparc_1426,0.727667,0.692704,0.687997,0.743645,0.714234,0.691625,0.687952,0.737871,0.902329,0.916515,0.949031,0.912316,0.907631,0.734995,0.849819,0.920210,spectrum_fno48_floor6_smooth1_qc_mhi100
run64_sparc_1428,sparc_1428,0.721646,0.753937,0.844146,0.728226,0.696195,0.719814,0.752441,0.694495,0.889167,0.878255,0.897981,0.868035,0.899751,0.824398,0.872555,0.933361,spectrum_fno48_floor6_smooth1_qc_peak4
run64_sparc_1441,sparc_1441,0.617514,0.617632,0.676645,0.586073,0.600728,0.605024,0.666621,0.542523,0.927590,0.928362,0.957135,0.933634,0.832955,0.735094,0.757160,0.874914,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run64_sparc_1500,sparc_1500,0.442417,0.410162,0.437259,0.388673,0.413927,0.393735,0.413959,0.321714,0.993330,0.994964,0.995339,0.992739,0.925202,0.816871,0.880909,0.950436,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run64_sparc_1509,sparc_1509,0.704740,0.781667,0.849813,0.697364,0.655638,0.691171,0.759090,0.658236,0.915700,0.914237,0.926884,0.913812,0.797737,0.662671,0.912666,0.884904,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run64_sparc_1511,sparc_1511,0.671376,0.678075,0.693685,0.661935,0.657898,0.671757,0.673917,0.654542,0.919614,0.917691,0.949436,0.918472,0.859504,0.792796,0.682873,0.938448,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run64_sparc_1513,sparc_1513,0.680503,0.708092,0.710509,0.693947,0.676005,0.702905,0.695215,0.679771,0.907166,0.894279,0.903066,0.899835,0.861698,0.871630,0.891816,0.920332,spectrum_fno48_floor6_smooth1_qc_peak4
run64_sparc_1520,sparc_1520,0.731520,0.729780,0.665569,0.966944,0.696984,0.690687,0.652646,0.824123,0.908346,0.902259,0.931687,0.887538,0.952156,0.935700,0.811520,0.962224,spectrum_fno48_floor6_smooth1_qc_mhi100
run64_sparc_1529,sparc_1529,0.749835,0.758390,0.806702,0.725158,0.745733,0.744335,0.798224,0.725157,0.900409,0.897437,0.918705,0.899535,0.915415,0.839452,0.885814,0.962778,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run65_sparc_1307,sparc_1307,0.920696,1.004970,1.076994,0.856723,0.875507,0.916982,0.945624,0.841111,0.362332,0.182543,0.500061,0.510602,0.956628,0.943168,0.976355,0.968968,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run65_sparc_1311,sparc_1311,0.657910,0.562906,0.702769,0.523935,0.614202,0.553927,0.630237,0.509098,0.922731,0.923495,0.949669,0.920599,0.832859,0.661438,0.633556,0.895736,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run65_sparc_1315,sparc_1315,0.598996,0.627328,0.684983,0.533868,0.539722,0.567843,0.619268,0.482867,0.913057,0.911709,0.939211,0.912694,0.668339,0.493851,0.718724,0.944670,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run65_sparc_1316,sparc_1316,0.574472,0.584022,0.768067,0.494761,0.530253,0.559614,0.665517,0.476908,0.901553,0.898382,0.929004,0.898982,0.726603,0.466333,0.706034,0.956572,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run65_sparc_1351,sparc_1351,0.635574,0.629806,0.662934,0.532298,0.547725,0.546673,0.590479,0.488128,0.889459,0.889976,0.924704,0.889027,0.757727,0.600822,0.740072,0.949055,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run65_sparc_1359,sparc_1359,0.565411,0.548729,0.661575,0.441418,0.521258,0.522647,0.610082,0.435180,0.910550,0.912239,0.934675,0.908463,0.882090,0.560516,0.656982,0.907665,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run65_sparc_1361,sparc_1361,0.551557,0.525748,0.709159,0.430848,0.522347,0.515628,0.631541,0.429206,0.903070,0.902078,0.932451,0.898723,0.902875,0.604912,0.836599,0.907328,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run65_sparc_1362,sparc_1362,0.606610,0.544445,0.680010,0.444772,0.543436,0.528428,0.619759,0.436955,0.851500,0.847239,0.858523,0.849822,0.895226,0.666496,0.745024,0.913314,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run65_sparc_1363,sparc_1363,0.533520,0.569139,0.745474,0.447493,0.516758,0.539233,0.649148,0.440830,0.896184,0.888693,0.917997,0.891141,0.861229,0.760192,0.758504,0.962192,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run65_sparc_1364,sparc_1364,0.638142,0.594975,0.863587,0.485392,0.616186,0.587002,0.705052,0.481486,0.899386,0.895778,0.929125,0.899843,0.908014,0.699222,0.863938,0.877732,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run65_sparc_1365,sparc_1365,0.596656,0.534109,0.648748,0.434752,0.541825,0.512680,0.601442,0.426108,0.889858,0.886438,0.906838,0.886025,0.916384,0.738626,0.840508,0.895358,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run65_sparc_1411,sparc_1411,0.639064,0.600456,0.750580,0.526217,0.584953,0.553406,0.651660,0.509939,0.927421,0.930541,0.958473,0.930167,0.879434,0.642794,0.724289,0.886309,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run65_sparc_1421,sparc_1421,0.583130,0.550580,0.742457,0.536563,0.554777,0.533835,0.657418,0.518487,0.919190,0.919521,0.939258,0.920355,0.731083,0.800286,0.656969,0.932978,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run65_sparc_1423,sparc_1423,0.762634,0.789620,0.758826,0.625012,0.733535,0.732285,0.757118,0.622818,0.860620,0.866127,0.913375,0.881163,0.780265,0.949674,0.834335,0.960787,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run65_sparc_1425,sparc_1425,0.840616,0.741716,0.788201,0.673960,0.775771,0.696924,0.758512,0.645284,0.856448,0.890863,0.934640,0.891080,0.789044,0.469505,0.702772,0.834121,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run65_sparc_1428,sparc_1428,0.872292,0.849756,0.861181,0.793075,0.790202,0.805408,0.833667,0.761861,0.810322,0.848565,0.873954,0.863779,0.902528,0.918942,0.865376,0.967984,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run65_sparc_1441,sparc_1441,1.123961,0.907172,0.947774,0.810134,0.878641,0.887867,0.870623,0.788880,0.831380,0.842609,0.931566,0.871655,0.843503,0.519897,0.548939,0.684466,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run65_sparc_1506,sparc_1506,1.530513,1.058308,1.120381,1.047926,0.915173,0.960181,0.925821,0.877748,0.675553,0.604509,0.654027,0.695845,0.726852,0.699143,0.915233,0.875168,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run65_sparc_1507,sparc_1507,1.383434,1.052463,1.448114,1.098149,0.902594,0.944323,0.936077,0.859951,0.636545,0.750412,0.300510,0.694374,0.912791,0.489058,0.954536,0.902571,spectrum_fno48_floor6_smooth1_qc
run65_sparc_1510,sparc_1510,0.651534,0.667333,0.734808,0.601478,0.590160,0.579009,0.694983,0.534751,0.934381,0.932544,0.955651,0.932563,0.855318,0.619030,0.808495,0.805331,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run65_sparc_1512,sparc_1512,0.623384,0.633788,0.756866,0.560042,0.571339,0.584322,0.667240,0.517608,0.937129,0.936334,0.957090,0.934588,0.902563,0.675813,0.889685,0.921508,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run65_sparc_1520,sparc_1520,0.560617,0.557671,0.831184,0.510560,0.558093,0.546814,0.712515,0.506477,0.918466,0.915959,0.936855,0.913871,0.822695,0.558396,0.866857,0.786351,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run65_sparc_1525,sparc_1525,0.771358,0.583000,0.680832,0.593043,0.680824,0.564810,0.674793,0.569937,0.867214,0.883241,0.925177,0.901555,0.756508,0.672888,0.787534,0.912537,spectrum_fno48_floor6_smooth1_qc
run65_sparc_1529,sparc_1529,0.765229,0.878553,0.820178,0.747078,0.760819,0.876929,0.816269,0.716491,0.844469,0.756692,0.896621,0.844301,0.930831,0.852326,0.861397,0.966798,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run66_sparc_1302,sparc_1302,0.830026,0.823596,0.989051,0.602250,0.775703,0.739501,0.824987,0.588696,0.792381,0.797853,0.844475,0.796894,0.842697,0.849267,0.895269,0.939645,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run66_sparc_1303,sparc_1303,0.657286,0.824563,0.885440,0.572217,0.620138,0.761355,0.814561,0.571334,0.887074,0.857090,0.905344,0.887518,0.882745,0.812925,0.899715,0.951174,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run66_sparc_1304,sparc_1304,1.183860,1.188907,1.084153,0.714847,0.811037,0.877663,0.829432,0.614868,0.867655,0.831377,0.902723,0.898977,0.880749,0.895300,0.804617,0.920554,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run66_sparc_1313,sparc_1313,0.549266,0.485972,0.766466,0.499238,0.514652,0.477377,0.632508,0.482619,0.917031,0.916535,0.944481,0.911867,0.812987,0.709759,0.525702,0.868180,spectrum_fno48_floor6_smooth1_qc
run66_sparc_1318,sparc_1318,0.541283,0.513302,0.816867,0.440051,0.521533,0.508797,0.655732,0.439674,0.915984,0.910837,0.934709,0.908410,0.831404,0.755427,0.801224,0.929840,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run66_sparc_1319,sparc_1319,0.550487,0.543844,0.779106,0.445857,0.529289,0.523875,0.669648,0.445264,0.916997,0.911772,0.936639,0.913444,0.807437,0.705372,0.797605,0.912475,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run66_sparc_1350,sparc_1350,0.549263,0.485972,0.766465,0.499235,0.514652,0.477377,0.632507,0.482618,0.917031,0.916535,0.944480,0.911868,0.812984,0.709759,0.525701,0.868175,spectrum_fno48_floor6_smooth1_qc
run66_sparc_1408,sparc_1408,1.235328,1.169764,1.550866,1.003879,0.844995,0.882622,0.968376,0.749601,0.910270,0.905238,0.937562,0.892605,0.817774,0.774294,0.706203,0.931036,spectrum_fno48_floor6_smooth1_qc_peak4_fieldloss
run66_sparc_1415,sparc_1415,0.552704,0.480843,0.650278,0.527120,0.531427,0.477319,0.612272,0.500472,0.921940,0.923252,0.946545,0.921107,0.662660,0.693044,0.742496,0.871328,spectrum_fno48_floor6_smooth1_qc
